yr,corpNm,brandNm,indutyLclasNm,indutyMlsfcNm,frcsCnt,newFrcsRgsCnt,ctrtEndCnt,ctrtCncltnCnt,nmChgCnt,avrgSlsAmt,arUnitAvrgSlsAmt
2024,오유부,오유부,외식,일식,0,0,0,0,0,0,0
2024,오와스시,오와스시,외식,일식,5,0,2,0,0,513513,18066
2024,(주)엔씨피에프엔씨,오시(oshi),외식,일식,1,1,0,0,0,0,0
2024,파도수산앤오사카데스,오사카데스,외식,일식,0,0,0,0,0,0,0
2024,쉐어키친(SHAREKITCHEN),영카츠,외식,일식,0,0,0,0,0,0,0
2024,(주)하늘푸드시스템,어풍당당,외식,일식,2,0,1,0,0,889451,27410
2024,(주)에이치푸드빌,어부장터,외식,일식,0,0,0,0,0,0,0
2024,(주)에이치푸드빌,어부야시장,외식,일식,0,0,0,0,0,0,0
2024,(주)진원글로벌JINWONGLOBAL,장상궁(미니)김밥,외식,분식,3,0,0,2,0,275500,19220
2024,일품백송칼국수,일백송칼국수,외식,분식,0,0,0,0,0,0,0
2024,(주)제스트원,응큼떡볶이,외식,분식,16,14,2,0,1,307679,25640
2024,(주)오래오래푸드,왕돈까스&왕냉면,외식,분식,14,1,3,0,0,269137,15582
2024,(주)더씨앤디,온복비빔국수,외식,분식,3,1,0,0,0,323706,26706
2024,푸드딜라이트,오진당떡볶이,외식,분식,0,0,0,0,0,0,0
2024,오월당,오월당,외식,분식,0,0,0,0,0,0,0
2024,(주)이엔에프컴퍼니,오떡후,외식,분식,0,0,0,0,0,0,0
2024,호식이두마리치킨,호식이두마리치킨,외식,치킨,730,47,72,17,91,241928,18119
2024,(주)한경기획,호랭관치킨,외식,치킨,0,0,0,0,0,0,0
2024,(주)지와이푸드,해두리치킨,외식,치킨,0,0,0,0,0,0,0
2024,(주)더콥,한앤둘치킨,외식,치킨,29,5,0,6,1,157311,6106
2024,(주)더윈썸,프랑킨숯불양념구이치킨,외식,치킨,0,0,0,0,0,0,0
2024,(주)아이더스코리아,푸라닭,외식,치킨,0,0,0,0,0,0,0
2024,푸드딜라이트,트리플치킨,외식,치킨,0,0,0,0,0,0,0
2024,(주)티지컴퍼니,투가이즈(TWO GUYS),외식,치킨,34,6,0,5,6,212615,10860
2024,(주)콕에프씨,통닭왕맥주&순살만 1등,외식,치킨,0,0,0,0,0,0,0
2024,제이와이푸드,통닭마니아,외식,치킨,0,0,0,0,0,0,0
2024,(주)인생푸드,인생아구찜,외식,한식,112,63,3,0,3,417352,25922
2024,에이치컴퍼니,인생숯불구이,외식,한식,2,2,0,0,0,0,0
2024,인생대패,인생대패,외식,한식,0,0,0,0,0,0,0
2024,이화포차,이화포차,외식,한식,0,0,0,0,0,0,0
2024,(주)에이치엘푸드,이해윤 추어명가,외식,한식,0,0,0,0,0,0,0
2024,이음만두,이음만두,외식,한식,0,0,0,0,0,0,0
2024,(주)제이앤제이에프앤비솔루션,이수쭈꾸미,외식,한식,0,0,0,0,0,0,0
2024,한울프랜차이즈,이선생짜글이,외식,한식,19,6,5,0,0,303507,10378
2024,㈜마루바우,이불덮밥,외식,한식,2,0,1,0,0,212755,17729
2024,(주)아이엘에스이츠,제철그륵,외식,일식,0,0,0,0,0,0,0
2024,일송FNC,제주쾅쾅돈가스,외식,일식,0,0,0,0,0,0,0
2024,팀키토(주),제로밥상,외식,일식,0,0,0,0,0,0,0
2024,(주)저스트쿠킹,저스트텐동,외식,일식,28,2,13,4,1,317944,15512
2024,호진컴퍼니,일등수제돈카츠,외식,일식,0,0,0,0,0,0,0
2024,프라프에프엔비㈜,이라이타코야끼,외식,일식,63,12,2,0,0,0,0
2024,후아푸드,유키 가츠앤텐동,외식,일식,2,0,0,0,0,276788,38058
2024,(주)에스에이치오이사,우규,외식,일식,15,14,0,0,0,384276,21981
2024,(주)네오푸드,올데이자카야,외식,일식,0,0,0,0,0,0,0
2024,(주)하늘푸드시스템,칠성제면소,외식,분식,4,1,0,0,0,220458,9743
2024,(주)한경기획,청년다방,외식,분식,399,12,34,0,58,463624,21810
2024,천서방김밥,천서방김밥,외식,분식,0,0,0,0,0,0,0
2024,(주)부엉이자리,진부엉이꼬마김밥,외식,분식,9,0,0,0,1,367111,27976
2024,더블유엠엔에이거래소,진교떡볶이,외식,분식,0,0,0,0,0,0,0
2024,(주)아이더스코리아,직화부엌직화고,외식,분식,0,0,0,0,0,0,0
2024,(주)참에프앤디,장칼장,외식,분식,0,0,0,0,0,0,0
2024,장여사의나뭇잎형손만두,장여사 나뭇잎형 만두,외식,분식,0,0,0,0,0,0,0
2024,장안우동국수본점,장안우동집,외식,분식,0,0,0,0,0,0,0
2024,(주)명륜당,명륜피자,외식,피자,0,0,0,0,0,0,0
2024,(주)앤리치,명가왕피자,외식,피자,0,0,0,0,0,0,0
2024,(주)프랭크에프앤비,먼투썬 피자,외식,피자,7,7,0,0,1,196594,12939
2024,레트로지,레트로지,외식,피자,2,1,0,0,0,0,0
2024,(주)알피케이컴퍼니,레코드피자,외식,피자,19,7,0,0,3,357160,17500
2024,라오니F&B,라오니피자,외식,피자,26,4,3,4,1,187140,11365
2024,(주)바음,도우라이크피자,외식,피자,14,2,1,0,0,415514,22400
2024,청오디피케이(주),도미노피자,외식,피자,369,2,2,0,22,749556,25956
2024,(주)에이앤제이코퍼레이션,논노스(NONNOS),외식,피자,0,0,0,0,0,0,0
2024,(주)에이치푸드빌,홍대마녀,외식,분식,2,0,0,1,0,1550,43
2024,(주)지구당,호산나떡볶이,외식,분식,0,0,0,0,0,0,0
2024,(주)에이치푸드빌,해적면,외식,분식,0,0,0,0,0,0,0
2024,(주)더팜에프엔비,할매손충무김밥,외식,분식,0,0,0,0,0,0,0
2024,한끼한줄,한끼한줄,외식,분식,0,0,0,0,0,0,0
2024,(주)네오플레이트,평이담백 뼈칼국수,외식,분식,4,0,2,1,0,595519,11409
2024,(주)BTK,킹덮,외식,분식,0,0,0,0,0,0,0
2024,(주)밀집,크앙분식,외식,분식,13,0,8,0,0,230057,16708
2024,호진컴퍼니,카이카츠,외식,일식,0,0,0,0,0,0,0
2024,(주)붐후레쉬빌,카마멘우동,외식,일식,0,0,0,0,0,0,0
2024,(주)트리달러즈,카린지린가네,외식,일식,9,9,0,0,0,823177,25244
2024,제이에스키친,카레세끼 매운숙성카레,외식,일식,53,52,0,0,0,35686,2756
2024,(주)초이다이닝,초이다이닝,외식,일식,19,19,0,0,0,849639,31176
2024,(주)지씨티(GCT),초밥만,외식,일식,0,0,0,0,0,0,0
2024,(주)에이치푸드빌,청년스시,외식,일식,0,0,0,0,0,0,0
2024,(주)에이치푸드빌,청년수산,외식,일식,8,6,0,0,0,147769,6522
2024,(주)지구당,지구당,외식,일식,5,0,2,0,0,160330,5923
2024,원바이트피자클럽(OBPC),원바이트피자클럽,외식,피자,0,0,0,0,0,0,0
2024,(주)에이앤제이코퍼레이션,조슈아버거팩토리(Joshua Burger Factory),외식,패스트푸드,0,0,0,0,0,0,0
2024,(주)에스피씨삼립,잇투고,외식,패스트푸드,0,0,0,0,0,0,0
2024,잇츠피자호평,잇츠피자,외식,패스트푸드,0,0,0,0,0,0,0
2024,제이에스에프앤비,아메리칸버거,외식,패스트푸드,0,0,0,0,0,0,0
2024,(주)붐후레쉬빌,스테키샌드위치,외식,패스트푸드,0,0,0,0,0,0,0
2024,(주)골든하인드,세인트그릴(SAINT GRILL),외식,패스트푸드,0,0,0,0,0,0,0
2024,샌드위치위드샐러드,샌드위치 위드 샐러드,외식,패스트푸드,0,0,0,0,0,0,0
2024,버기즈,버기즈,외식,패스트푸드,0,0,0,0,0,0,0
2024,외계인피자,외계인피자,외식,피자,0,0,0,0,0,0,0
2024,올데이피자(ALLDAYPIZZA),올데이피자서비스(ALL DAY PIZZA SERVICE),외식,피자,2,0,0,0,0,0,0
2024,(주)티엠드,오늘은피자,외식,피자,0,0,0,0,0,0,0
2024,옐로우피자,옐로우피자(YELLOW PIZZA),외식,피자,0,0,0,0,0,0,0
2024,(주)승탁에프앤비,빵위에 치즈 피자앰플러,외식,피자,50,15,7,3,8,223681,4845
2024,(주)레드캡,빨간모자피자,외식,피자,20,2,0,4,3,223969,13250
2024,피자파스타하다,반할라피자 플러스,외식,피자,0,0,0,0,0,0,0
2024,몽피자,몽's 피자,외식,피자,0,0,0,0,0,0,0
2024,일번지유통,1번지통닭,외식,치킨,0,0,0,0,0,0,0
2024,(주)밥스테이,호텔토랑,외식,패스트푸드,0,0,0,0,0,0,0
2024,헝그리몬스터부산본점,헝그리몬스터,외식,패스트푸드,0,0,0,0,0,0,0
2024,(주)프랭크에프앤비,프랭크버거,외식,패스트푸드,591,170,40,0,75,365058,25047
2024,(주)이순신,토스트까페이순신,외식,패스트푸드,0,0,0,0,0,0,0
2024,오제이푸드,크레이지번,외식,패스트푸드,0,0,0,0,0,0,0
2024,씨에이푸드,코코살사버거앤타코,외식,패스트푸드,0,0,0,0,0,0,0
2024,(주)켈리,켈리토스트카페,외식,패스트푸드,10,8,2,0,1,94906,9294
2024,(주)해물꽃돈,해물꽃돈,외식,한식,0,0,0,0,0,0,0
2024,보쌈주는족발집본점,해물과갈비찜,외식,한식,0,0,0,0,0,0,0
2024,(주)하늘푸드시스템,해녀텃밭,외식,한식,0,0,0,0,0,0,0
2024,이지에프코리아(EGFCOREA),할죽슈퍼,외식,한식,31,26,24,0,0,29007,1880
2024,할미옥전주본점,할미옥,외식,한식,1,1,0,0,0,0,0
2024,세한푸드,할매솥뚜껑삼겹살,외식,한식,0,0,0,0,0,0,0
2024,한찜두찜돼지김치찜본점,한찜두찜 돼지김치찜,외식,한식,0,0,0,0,0,0,0
2024,한제,한제소곱창전골,외식,한식,5,3,1,0,0,226481,9158
2024,(주)로와에프앤비,타코로와,외식,일식,0,0,0,0,0,0,0
2024,계혁명,계혁명,외식,치킨,10,10,0,0,0,214430,10996
2024,씨앤하우스(주),계짱치킨,외식,치킨,0,0,0,0,0,0,0
2024,강정판다,강정판다,외식,치킨,0,0,0,0,0,0,0
2024,(주)와이케이,갓튀김닭,외식,치킨,2,1,6,0,0,0,0
2024,(주)함께그린,가마솥에 튀긴 광화문통닭,외식,치킨,0,0,0,0,0,0,0
2024,디케이팩토리(DKFACTORY),DK동키치킨,외식,치킨,99,15,18,0,0,143623,9590
2024,(주)제너시스비비큐,BBQ,외식,치킨,2238,182,0,71,178,496840,32605
