quarter,dong_code,dong_name,avg_oper_period,avg_oper_period_90,industry_code,industry_name
20192,11440630,신수동,3.425,4.966666666666667,CS100003,일식
20191,11440630,신수동,3.5083333333333333,4.966666666666667,CS100003,일식
20193,11440655,서강동,2.6083333333333334,3.475,CS100003,일식
20192,11440655,서강동,2.6083333333333334,3.425,CS100003,일식
20191,11440655,서강동,2.5833333333333335,3.3916666666666666,CS100003,일식
20193,11440660,서교동,2.8583333333333334,3.5416666666666665,CS100003,일식
20192,11440660,서교동,2.875,3.5416666666666665,CS100003,일식
20191,11440660,서교동,2.8333333333333335,3.533333333333333,CS100003,일식
20193,11440680,합정동,3.025,3.808333333333333,CS100003,일식
20192,11440680,합정동,3.0833333333333335,3.816666666666667,CS100003,일식
20191,11440680,합정동,3.0166666666666666,3.75,CS100003,일식
20193,11440690,망원1동,2.8,3.4,CS100003,일식
20192,11440690,망원1동,2.6333333333333333,3.25,CS100003,일식
20191,11440690,망원1동,2.691666666666667,3.283333333333333,CS100003,일식
20193,11440700,망원2동,1.7583333333333333,2.783333333333333,CS100003,일식
20192,11440700,망원2동,1.7333333333333334,2.7416666666666667,CS100003,일식
20191,11440700,망원2동,1.7333333333333334,2.75,CS100003,일식
20193,11440710,연남동,2.558333333333333,3.1166666666666667,CS100003,일식
20192,11440710,연남동,2.5166666666666666,3.058333333333333,CS100003,일식
20191,11440710,연남동,2.4916666666666667,3.0166666666666666,CS100003,일식
20193,11440720,성산1동,2.433333333333333,3.3333333333333335,CS100003,일식
20192,11440720,성산1동,2.3833333333333333,3.2666666666666666,CS100003,일식
20191,11440720,성산1동,2.433333333333333,3.2333333333333334,CS100003,일식
20193,11440730,성산2동,2.4583333333333335,2.8833333333333333,CS100003,일식
20192,11440730,성산2동,2.625,2.9583333333333335,CS100003,일식
20191,11440730,성산2동,2.283333333333333,3.0,CS100003,일식
20193,11440740,상암동,2.558333333333333,2.925,CS100003,일식
20192,11440740,상암동,2.575,2.933333333333333,CS100003,일식
20191,11440740,상암동,2.6083333333333334,2.9583333333333335,CS100003,일식
20193,11440555,아현동,2.05,3.216666666666667,CS100004,양식
20192,11440555,아현동,2.15,3.2333333333333334,CS100004,양식
20191,11440555,아현동,2.075,3.25,CS100004,양식
20193,11440565,공덕동,3.7416666666666667,3.95,CS100004,양식
20192,11440565,공덕동,3.9,3.975,CS100004,양식
20191,11440565,공덕동,3.85,3.975,CS100004,양식
20193,11440585,도화동,2.925,3.2083333333333335,CS100004,양식
20192,11440585,도화동,3.0,3.2333333333333334,CS100004,양식
20191,11440585,도화동,2.966666666666667,3.216666666666667,CS100004,양식
20193,11440590,용강동,2.65,3.591666666666667,CS100004,양식
20192,11440590,용강동,2.591666666666667,3.566666666666667,CS100004,양식
20191,11440590,용강동,2.6,3.5833333333333335,CS100004,양식
20193,11440600,대흥동,3.475,3.783333333333333,CS100004,양식
20192,11440600,대흥동,3.341666666666667,3.675,CS100004,양식
20191,11440600,대흥동,3.408333333333333,3.7,CS100004,양식
20193,11440610,염리동,2.7416666666666667,4.7,CS100004,양식
20192,11440610,염리동,2.933333333333333,4.733333333333333,CS100004,양식
20191,11440610,염리동,3.0166666666666666,4.783333333333333,CS100004,양식
20193,11440630,신수동,3.533333333333333,2.841666666666667,CS100004,양식
20192,11440630,신수동,3.216666666666667,2.7666666666666666,CS100004,양식
20191,11440630,신수동,2.85,2.658333333333333,CS100004,양식
20193,11440655,서강동,3.0,3.525,CS100004,양식
20192,11440655,서강동,3.0,3.5166666666666666,CS100004,양식
20191,11440655,서강동,3.033333333333333,3.5,CS100004,양식
20193,11440660,서교동,2.816666666666667,3.841666666666667,CS100004,양식
20192,11440660,서교동,2.808333333333333,3.816666666666667,CS100004,양식
20191,11440660,서교동,2.7666666666666666,3.816666666666667,CS100004,양식
20193,11440680,합정동,2.8583333333333334,2.925,CS100004,양식
20192,11440680,합정동,2.908333333333333,2.95,CS100004,양식
20191,11440680,합정동,2.9166666666666665,2.9583333333333335,CS100004,양식
20193,11440690,망원1동,3.025,3.0833333333333335,CS100004,양식
20192,11440690,망원1동,2.8583333333333334,3.0083333333333333,CS100004,양식
20191,11440690,망원1동,2.808333333333333,2.966666666666667,CS100004,양식
20193,11440700,망원2동,2.5833333333333335,3.216666666666667,CS100004,양식
20192,11440700,망원2동,2.6,3.2333333333333334,CS100004,양식
20191,11440700,망원2동,2.2416666666666667,3.0,CS100004,양식
20193,11440710,연남동,3.1416666666666666,3.4166666666666665,CS100004,양식
20192,11440710,연남동,3.0833333333333335,3.3916666666666666,CS100004,양식
20191,11440710,연남동,3.025,3.325,CS100004,양식
20193,11440720,성산1동,3.591666666666667,3.3916666666666666,CS100004,양식
20192,11440720,성산1동,3.55,3.3833333333333333,CS100004,양식
20191,11440720,성산1동,3.35,3.283333333333333,CS100004,양식
20193,11440730,성산2동,4.491666666666666,5.358333333333333,CS100004,양식
20192,11440730,성산2동,4.491666666666666,5.358333333333333,CS100004,양식
20191,11440730,성산2동,4.008333333333334,5.033333333333333,CS100004,양식
20193,11440740,상암동,2.95,3.4583333333333335,CS100004,양식
20192,11440740,상암동,2.9,3.4,CS100004,양식
20191,11440740,상암동,2.825,3.375,CS100004,양식
20193,11440555,아현동,2.925,3.7916666666666665,CS100005,제과
20192,11440555,아현동,3.05,3.825,CS100005,제과
20191,11440555,아현동,3.183333333333333,3.8583333333333334,CS100005,제과
20193,11440565,공덕동,2.5833333333333335,4.183333333333334,CS100005,제과
20192,11440565,공덕동,2.6666666666666665,4.233333333333333,CS100005,제과
20191,11440565,공덕동,2.625,4.175,CS100005,제과
20193,11440585,도화동,2.975,4.625,CS100005,제과
20192,11440585,도화동,2.9166666666666665,4.625,CS100005,제과
20191,11440585,도화동,3.0166666666666666,4.683333333333334,CS100005,제과
20193,11440590,용강동,2.941666666666667,5.133333333333334,CS100005,제과
20192,11440590,용강동,3.1,5.175,CS100005,제과
20191,11440590,용강동,3.1416666666666666,5.216666666666667,CS100005,제과
20193,11440600,대흥동,3.775,4.516666666666667,CS100005,제과
20192,11440600,대흥동,3.825,4.55,CS100005,제과
20191,11440600,대흥동,3.7666666666666666,4.35,CS100005,제과
20193,11440610,염리동,4.141666666666667,4.391666666666667,CS100005,제과
20192,11440610,염리동,4.025,4.308333333333334,CS100005,제과
20191,11440610,염리동,4.083333333333333,4.366666666666666,CS100005,제과
20193,11440630,신수동,2.7916666666666665,5.025,CS100005,제과
20192,11440630,신수동,2.625,4.883333333333334,CS100005,제과
20191,11440630,신수동,2.65,4.916666666666667,CS100005,제과
20193,11440655,서강동,3.1166666666666667,4.025,CS100005,제과
20192,11440655,서강동,3.175,4.066666666666666,CS100005,제과
20191,11440655,서강동,3.2083333333333335,4.108333333333333,CS100005,제과
20193,11440660,서교동,3.216666666666667,4.05,CS100005,제과
20192,11440660,서교동,3.1083333333333334,4.058333333333334,CS100005,제과
20191,11440660,서교동,3.1,4.041666666666667,CS100005,제과
20193,11440680,합정동,3.275,5.125,CS100005,제과
20192,11440680,합정동,3.3583333333333334,5.191666666666666,CS100005,제과
20191,11440680,합정동,3.1333333333333333,5.158333333333333,CS100005,제과
20193,11440690,망원1동,3.1333333333333333,4.183333333333334,CS100005,제과
20192,11440690,망원1동,3.1166666666666667,4.175,CS100005,제과
20191,11440690,망원1동,2.9916666666666667,4.008333333333334,CS100005,제과
20193,11440700,망원2동,3.7333333333333334,4.633333333333334,CS100005,제과
20192,11440700,망원2동,3.6666666666666665,4.558333333333334,CS100005,제과
20191,11440700,망원2동,3.725,4.6,CS100005,제과
20193,11440710,연남동,3.558333333333333,4.05,CS100005,제과
20192,11440710,연남동,3.55,4.025,CS100005,제과
20191,11440710,연남동,3.575,4.033333333333333,CS100005,제과
20193,11440720,성산1동,3.1,4.133333333333334,CS100005,제과
20192,11440720,성산1동,3.183333333333333,4.183333333333334,CS100005,제과
20191,11440720,성산1동,3.125,4.116666666666666,CS100005,제과
20193,11440730,성산2동,4.291666666666667,4.55,CS100005,제과
20192,11440730,성산2동,3.566666666666667,4.5,CS100005,제과
20191,11440730,성산2동,3.475,4.425,CS100005,제과
20193,11440740,상암동,3.35,3.55,CS100005,제과
20192,11440740,상암동,3.1166666666666667,3.325,CS100005,제과
20191,11440740,상암동,3.091666666666667,3.3583333333333334,CS100005,제과
20193,11440555,아현동,3.475,4.058333333333334,CS100006,패스트푸드
20192,11440555,아현동,2.658333333333333,3.7083333333333335,CS100006,패스트푸드
20191,11440555,아현동,2.75,3.7416666666666667,CS100006,패스트푸드
20193,11440565,공덕동,4.158333333333333,5.016666666666667,CS100006,패스트푸드
20192,11440565,공덕동,4.2,5.05,CS100006,패스트푸드
20191,11440565,공덕동,4.058333333333334,5.091666666666667,CS100006,패스트푸드
20193,11440585,도화동,2.716666666666667,4.45,CS100006,패스트푸드
20192,11440585,도화동,2.6333333333333333,4.391666666666667,CS100006,패스트푸드
20191,11440585,도화동,2.7583333333333333,4.433333333333334,CS100006,패스트푸드
20193,11440590,용강동,3.35,3.9583333333333335,CS100006,패스트푸드
20192,11440590,용강동,3.4,4.0,CS100006,패스트푸드
20191,11440590,용강동,3.216666666666667,3.9166666666666665,CS100006,패스트푸드
20193,11440600,대흥동,3.825,5.175,CS100006,패스트푸드
20192,11440600,대흥동,4.041666666666667,5.225,CS100006,패스트푸드
20191,11440600,대흥동,3.933333333333333,5.133333333333334,CS100006,패스트푸드
20193,11440610,염리동,1.825,3.4,CS100006,패스트푸드
20192,11440610,염리동,1.8833333333333333,3.45,CS100006,패스트푸드
20191,11440610,염리동,1.85,3.375,CS100006,패스트푸드
20193,11440630,신수동,5.55,6.166666666666667,CS100006,패스트푸드
20192,11440630,신수동,5.583333333333333,6.208333333333333,CS100006,패스트푸드
20191,11440630,신수동,4.816666666666666,6.25,CS100006,패스트푸드
20193,11440655,서강동,3.433333333333333,4.45,CS100006,패스트푸드
20192,11440655,서강동,3.441666666666667,4.425,CS100006,패스트푸드
20191,11440655,서강동,3.316666666666667,4.483333333333333,CS100006,패스트푸드
20193,11440660,서교동,3.566666666666667,4.858333333333333,CS100006,패스트푸드
20192,11440660,서교동,3.525,4.808333333333334,CS100006,패스트푸드
20191,11440660,서교동,3.4583333333333335,4.716666666666667,CS100006,패스트푸드
20193,11440680,합정동,2.5,3.8333333333333335,CS100006,패스트푸드
20192,11440680,합정동,2.4916666666666667,3.783333333333333,CS100006,패스트푸드
20191,11440680,합정동,2.5,3.75,CS100006,패스트푸드
20193,11440690,망원1동,3.2916666666666665,5.183333333333334,CS100006,패스트푸드
20192,11440690,망원1동,3.0083333333333333,5.158333333333333,CS100006,패스트푸드
20191,11440690,망원1동,2.7916666666666665,5.016666666666667,CS100006,패스트푸드
20193,11440700,망원2동,2.3916666666666666,3.8916666666666666,CS100006,패스트푸드
20192,11440700,망원2동,2.45,3.95,CS100006,패스트푸드
20191,11440700,망원2동,2.5166666666666666,4.008333333333334,CS100006,패스트푸드
20193,11440710,연남동,2.875,3.4583333333333335,CS100006,패스트푸드
20192,11440710,연남동,2.941666666666667,3.5166666666666666,CS100006,패스트푸드
20191,11440710,연남동,2.808333333333333,3.4,CS100006,패스트푸드
20193,11440720,성산1동,3.6166666666666667,4.775,CS100006,패스트푸드
20192,11440720,성산1동,3.716666666666667,4.85,CS100006,패스트푸드
20191,11440720,성산1동,3.683333333333333,4.775,CS100006,패스트푸드
20193,11440730,성산2동,3.9166666666666665,4.316666666666666,CS100006,패스트푸드
20192,11440730,성산2동,4.05,4.258333333333334,CS100006,패스트푸드
20191,11440730,성산2동,3.6083333333333334,3.9833333333333334,CS100006,패스트푸드
20193,11440740,상암동,3.7583333333333333,4.216666666666667,CS100006,패스트푸드
20192,11440740,상암동,3.7416666666666667,4.2,CS100006,패스트푸드
20191,11440740,상암동,3.408333333333333,3.9916666666666667,CS100006,패스트푸드
20193,11440555,아현동,3.841666666666667,5.2,CS100007,치킨
20192,11440555,아현동,3.625,4.941666666666666,CS100007,치킨
20191,11440555,아현동,3.55,4.825,CS100007,치킨
20193,11440565,공덕동,2.966666666666667,5.891666666666667,CS100007,치킨
20192,11440565,공덕동,3.0083333333333333,5.933333333333334,CS100007,치킨
20191,11440565,공덕동,3.0083333333333333,5.908333333333333,CS100007,치킨
20193,11440585,도화동,2.525,4.425,CS100007,치킨
20192,11440585,도화동,2.3833333333333333,4.466666666666667,CS100007,치킨
20191,11440585,도화동,2.433333333333333,4.516666666666667,CS100007,치킨
20193,11440590,용강동,5.383333333333334,5.841666666666667,CS100007,치킨
20192,11440590,용강동,5.483333333333333,5.908333333333333,CS100007,치킨
20191,11440590,용강동,5.583333333333333,5.983333333333333,CS100007,치킨
20193,11440600,대흥동,3.175,4.775,CS100007,치킨
20192,11440600,대흥동,3.2,4.808333333333334,CS100007,치킨
20191,11440600,대흥동,3.341666666666667,4.833333333333333,CS100007,치킨
20193,11440610,염리동,2.841666666666667,5.075,CS100007,치킨
20192,11440610,염리동,2.908333333333333,5.125,CS100007,치킨
20191,11440610,염리동,2.975,5.175,CS100007,치킨
20193,11440630,신수동,3.65,4.858333333333333,CS100007,치킨
20192,11440630,신수동,3.6416666666666666,4.783333333333333,CS100007,치킨
20191,11440630,신수동,3.8333333333333335,4.816666666666666,CS100007,치킨
20193,11440655,서강동,2.775,3.3666666666666667,CS100007,치킨
20192,11440655,서강동,2.425,3.183333333333333,CS100007,치킨
20191,11440655,서강동,2.4916666666666667,3.216666666666667,CS100007,치킨
20193,11440660,서교동,3.2583333333333333,4.358333333333333,CS100007,치킨
20192,11440660,서교동,3.2666666666666666,4.358333333333333,CS100007,치킨
20191,11440660,서교동,3.2083333333333335,4.258333333333334,CS100007,치킨
20193,11440680,합정동,4.55,5.583333333333333,CS100007,치킨
20192,11440680,합정동,4.533333333333333,5.633333333333334,CS100007,치킨
20191,11440680,합정동,4.841666666666667,5.683333333333334,CS100007,치킨
20193,11440690,망원1동,3.691666666666667,5.241666666666666,CS100007,치킨
20192,11440690,망원1동,3.466666666666667,5.091666666666667,CS100007,치킨
20191,11440690,망원1동,3.45,5.066666666666666,CS100007,치킨
20193,11440700,망원2동,5.091666666666667,6.35,CS100007,치킨
20192,11440700,망원2동,5.15,6.4,CS100007,치킨
20191,11440700,망원2동,5.2,6.458333333333333,CS100007,치킨
20193,11440710,연남동,4.15,6.141666666666667,CS100007,치킨
20192,11440710,연남동,4.208333333333333,6.183333333333334,CS100007,치킨
20191,11440710,연남동,4.266666666666667,6.225,CS100007,치킨
20193,11440720,성산1동,5.841666666666667,5.858333333333333,CS100007,치킨
20192,11440720,성산1동,5.9,5.925,CS100007,치킨
20191,11440720,성산1동,6.308333333333334,5.983333333333333,CS100007,치킨
20193,11440730,성산2동,3.575,5.175,CS100007,치킨
20192,11440730,성산2동,3.6,5.2,CS100007,치킨
20191,11440730,성산2동,3.3333333333333335,5.075,CS100007,치킨
20193,11440740,상암동,4.008333333333334,4.641666666666667,CS100007,치킨
20192,11440740,상암동,3.9833333333333334,4.6,CS100007,치킨
20191,11440740,상암동,4.025,4.625,CS100007,치킨
20193,11440555,아현동,3.55,4.825,CS100008,분식
20192,11440555,아현동,3.5833333333333335,4.833333333333333,CS100008,분식
20191,11440555,아현동,3.4916666666666667,4.666666666666667,CS100008,분식
20193,11440565,공덕동,3.6416666666666666,4.45,CS100008,분식
20192,11440565,공덕동,3.691666666666667,4.475,CS100008,분식
20191,11440565,공덕동,3.725,4.508333333333334,CS100008,분식
20193,11440585,도화동,3.3666666666666667,5.2,CS100008,분식
20192,11440585,도화동,3.183333333333333,5.133333333333334,CS100008,분식
20191,11440585,도화동,3.1333333333333333,5.125,CS100008,분식
20193,11440590,용강동,2.716666666666667,4.991666666666666,CS100008,분식
20192,11440590,용강동,2.7083333333333335,4.991666666666666,CS100008,분식
20191,11440590,용강동,2.558333333333333,4.966666666666667,CS100008,분식
20193,11440600,대흥동,3.5,5.158333333333333,CS100008,분식
20192,11440600,대흥동,3.341666666666667,4.941666666666666,CS100008,분식
20191,11440600,대흥동,3.375,4.983333333333333,CS100008,분식
20193,11440610,염리동,3.1666666666666665,3.5416666666666665,CS100008,분식
20192,11440610,염리동,3.2583333333333333,3.6083333333333334,CS100008,분식
20191,11440610,염리동,3.2333333333333334,3.575,CS100008,분식
20193,11440630,신수동,3.2416666666666667,4.366666666666666,CS100008,분식
20192,11440630,신수동,3.058333333333333,4.2,CS100008,분식
20191,11440630,신수동,3.075,4.158333333333333,CS100008,분식
20193,11440655,서강동,2.966666666666667,3.5083333333333333,CS100008,분식
20192,11440655,서강동,2.941666666666667,3.466666666666667,CS100008,분식
20191,11440655,서강동,2.85,3.433333333333333,CS100008,분식
20193,11440660,서교동,2.825,3.425,CS100008,분식
20192,11440660,서교동,2.7583333333333333,3.425,CS100008,분식
20191,11440660,서교동,2.7083333333333335,3.3833333333333333,CS100008,분식
20193,11440680,합정동,2.933333333333333,3.325,CS100008,분식
20192,11440680,합정동,2.941666666666667,3.3666666666666667,CS100008,분식
20191,11440680,합정동,2.8833333333333333,3.325,CS100008,분식
20193,11440690,망원1동,3.0416666666666665,3.6333333333333333,CS100008,분식
20192,11440690,망원1동,3.091666666666667,3.65,CS100008,분식
20191,11440690,망원1동,2.966666666666667,3.625,CS100008,분식
20193,11440700,망원2동,3.7666666666666666,4.433333333333334,CS100008,분식
20192,11440700,망원2동,3.625,4.283333333333333,CS100008,분식
20191,11440700,망원2동,3.683333333333333,4.333333333333333,CS100008,분식
20193,11440710,연남동,3.308333333333333,4.583333333333333,CS100008,분식
20192,11440710,연남동,3.325,4.583333333333333,CS100008,분식
20191,11440710,연남동,3.316666666666667,4.533333333333333,CS100008,분식
20193,11440720,성산1동,3.841666666666667,4.816666666666666,CS100008,분식
20192,11440720,성산1동,3.65,4.825,CS100008,분식
20191,11440720,성산1동,3.475,4.716666666666667,CS100008,분식
20193,11440730,성산2동,4.175,4.366666666666666,CS100008,분식
20192,11440730,성산2동,4.108333333333333,4.4,CS100008,분식
20191,11440730,성산2동,3.8583333333333334,4.441666666666666,CS100008,분식
20193,11440740,상암동,3.05,3.6333333333333333,CS100008,분식
20192,11440740,상암동,2.8916666666666666,3.625,CS100008,분식
20191,11440740,상암동,2.875,3.5833333333333335,CS100008,분식
20193,11440555,아현동,2.85,4.2,CS100009,호프
20192,11440555,아현동,2.8666666666666667,4.2,CS100009,호프
20191,11440555,아현동,3.0,4.208333333333333,CS100009,호프
20193,11440565,공덕동,3.4916666666666667,4.841666666666667,CS100009,호프
20192,11440565,공덕동,3.3833333333333333,4.825,CS100009,호프
20191,11440565,공덕동,3.408333333333333,4.833333333333333,CS100009,호프
20193,11440585,도화동,3.283333333333333,4.075,CS100009,호프
20192,11440585,도화동,3.3583333333333334,4.1,CS100009,호프
20191,11440585,도화동,3.4166666666666665,4.091666666666667,CS100009,호프
20193,11440590,용강동,2.9166666666666665,3.9916666666666667,CS100009,호프
20192,11440590,용강동,3.0166666666666666,4.008333333333334,CS100009,호프
20191,11440590,용강동,2.966666666666667,4.008333333333334,CS100009,호프
20193,11440600,대흥동,2.816666666666667,4.025,CS100009,호프
20192,11440600,대흥동,2.941666666666667,4.033333333333333,CS100009,호프
20191,11440600,대흥동,2.975,4.033333333333333,CS100009,호프
20193,11440610,염리동,2.6,3.5166666666666666,CS100009,호프
20192,11440610,염리동,2.4833333333333334,3.4916666666666667,CS100009,호프
20191,11440610,염리동,2.55,3.4916666666666667,CS100009,호프
20193,11440630,신수동,2.675,3.4583333333333335,CS100009,호프
20192,11440630,신수동,2.7666666666666666,3.45,CS100009,호프
20191,11440630,신수동,2.7916666666666665,3.425,CS100009,호프
20193,11440655,서강동,2.908333333333333,3.6416666666666666,CS100009,호프
20192,11440655,서강동,2.875,3.6333333333333333,CS100009,호프
20191,11440655,서강동,2.841666666666667,3.6083333333333334,CS100009,호프
20193,11440660,서교동,2.975,3.8666666666666667,CS100009,호프
20192,11440660,서교동,2.966666666666667,3.8583333333333334,CS100009,호프
20191,11440660,서교동,2.941666666666667,3.85,CS100009,호프
20193,11440680,합정동,3.033333333333333,4.2,CS100009,호프
20192,11440680,합정동,3.075,4.208333333333333,CS100009,호프
20191,11440680,합정동,3.025,4.191666666666666,CS100009,호프
