year,quarter,dong_code,dong_name,gubun,rent_1f,rent_other,rent_total,quarter_code
2019,1,11170650,이태원1동,dong,218596.0,161790.0,190193.0,20191
2019,1,11170660,이태원2동,dong,218545.0,97515.0,158030.0,20191
2019,1,11170685,한남동,dong,132154.0,112795.0,122474.0,20191
2019,1,11170690,서빙고동,dong,81226.0,51102.0,66164.0,20191
2019,1,11170700,보광동,dong,90437.0,58387.0,74412.0,20191
2019,1,11200520,왕십리2동,dong,127257.0,55295.0,91276.0,20191
2019,1,11200535,왕십리도선동,dong,147541.0,99023.0,123282.0,20191
2019,1,11200540,마장동,dong,137297.0,79827.0,108562.0,20191
2019,1,11200550,사근동,dong,186597.0,136690.0,161643.0,20191
2019,1,11200560,행당1동,dong,161905.0,213136.0,187520.0,20191
2019,1,11200570,행당2동,dong,139639.0,70226.0,104932.0,20191
2019,1,11200580,응봉동,dong,101989.0,48519.0,75254.0,20191
2019,1,11200590,금호1가동,dong,135148.0,64021.0,99585.0,20191
2019,1,11200615,금호2·3가동,dong,120984.0,68181.0,94582.0,20191
2019,1,11200620,금호4가동,dong,107951.0,72692.0,90321.0,20191
2019,1,11200645,옥수동,dong,178203.0,76666.0,127434.0,20191
2019,1,11200650,성수1가1동,dong,98646.0,66357.0,82502.0,20191
2019,1,11200660,성수1가2동,dong,116457.0,60884.0,88670.0,20191
2019,1,11200670,성수2가1동,dong,91996.0,53628.0,72812.0,20191
2019,1,11200690,성수2가3동,dong,104252.0,90723.0,97487.0,20191
2019,1,11200720,송정동,dong,92669.0,56440.0,74555.0,20191
2019,1,11200790,용답동,dong,108449.0,52057.0,80253.0,20191
2019,1,11215710,화양동,dong,146170.0,85517.0,115844.0,20191
2019,1,11215730,군자동,dong,102062.0,51194.0,76628.0,20191
2019,1,11215740,중곡1동,dong,88213.0,46869.0,67541.0,20191
2019,1,11215750,중곡2동,dong,84025.0,71006.0,77516.0,20191
2019,1,11215760,중곡3동,dong,96227.0,40120.0,68174.0,20191
2019,1,11215770,중곡4동,dong,109258.0,48486.0,78872.0,20191
2019,1,11215780,능동,dong,123645.0,65943.0,94794.0,20191
2019,1,11215810,광장동,dong,119083.0,73255.0,96169.0,20191
2019,1,11215820,자양1동,dong,106423.0,85591.0,96007.0,20191
2019,1,11215830,자양2동,dong,109584.0,77346.0,93465.0,20191
2019,1,11215840,자양3동,dong,125950.0,92912.0,109431.0,20191
2019,1,11215847,자양4동,dong,112610.0,53108.0,82859.0,20191
2019,1,11215850,구의1동,dong,101634.0,76708.0,89171.0,20191
2019,1,11215860,구의2동,dong,100022.0,60519.0,80271.0,20191
2019,1,11215870,구의3동,dong,144574.0,79275.0,111925.0,20191
2019,1,11230536,용신동,dong,114802.0,77366.0,96084.0,20191
2019,1,11230545,제기동,dong,130150.0,72406.0,101278.0,20191
2019,1,11230560,전농1동,dong,136464.0,115372.0,125918.0,20191
2019,1,11230570,전농2동,dong,122158.0,93582.0,107870.0,20191
2019,1,11230600,답십리1동,dong,129805.0,73979.0,101892.0,20191
2019,1,11230610,답십리2동,dong,91415.0,82710.0,87063.0,20191
2019,1,11230650,장안1동,dong,109207.0,50481.0,79844.0,20191
2019,1,11230660,장안2동,dong,92359.0,81341.0,86850.0,20191
2019,1,11230705,청량리동,dong,125911.0,54619.0,90265.0,20191
2019,1,11230710,회기동,dong,189979.0,150063.0,170021.0,20191
2019,1,11230720,휘경1동,dong,157088.0,111406.0,134247.0,20191
2019,1,11230730,휘경2동,dong,115446.0,61863.0,88654.0,20191
2019,1,11230740,이문1동,dong,134923.0,76722.0,105822.0,20191
2019,1,11230750,이문2동,dong,161824.0,52495.0,107159.0,20191
2019,1,11260520,면목2동,dong,84367.0,36265.0,60316.0,20191
2019,1,11260540,면목4동,dong,73698.0,70042.0,71870.0,20191
2019,1,11260550,면목5동,dong,76798.0,35685.0,56242.0,20191
2019,1,11260565,면목본동,dong,92905.0,33944.0,63425.0,20191
2019,1,11260570,면목7동,dong,91258.0,41350.0,66304.0,20191
2019,1,11260575,면목3·8동,dong,96337.0,46317.0,71327.0,20191
2019,1,11260580,상봉1동,dong,102029.0,58767.0,80398.0,20191
2019,1,11260590,상봉2동,dong,95078.0,38922.0,67000.0,20191
2019,1,11260600,중화1동,dong,54349.0,50753.0,52551.0,20191
2019,1,11260610,중화2동,dong,84468.0,38409.0,61438.0,20191
2019,1,11260620,묵1동,dong,109328.0,58972.0,84150.0,20191
2019,1,11260630,묵2동,dong,102437.0,43080.0,72758.0,20191
2019,1,11260655,망우본동,dong,95544.0,37357.0,66450.0,20191
2019,1,11260660,망우3동,dong,68263.0,42541.0,55402.0,20191
2019,1,11260680,신내1동,dong,93902.0,46953.0,70428.0,20191
2019,1,11260690,신내2동,dong,,109498.0,109498.0,20191
2019,1,11290525,성북동,dong,153229.0,74125.0,113677.0,20191
2019,1,11290555,삼선동,dong,107895.0,71202.0,89549.0,20191
2019,1,11290575,동선동,dong,161113.0,88537.0,124825.0,20191
2019,1,11290580,돈암1동,dong,110556.0,,110556.0,20191
2019,1,11290590,돈암2동,dong,,,,20191
2019,1,11290600,안암동,dong,145578.0,117896.0,131737.0,20191
2019,1,11290610,보문동,dong,92903.0,53741.0,73322.0,20191
2019,1,11290620,정릉1동,dong,110804.0,73741.0,92272.0,20191
2019,1,11290630,정릉2동,dong,118654.0,59298.0,88976.0,20191
2019,1,11290640,정릉3동,dong,89240.0,52812.0,71026.0,20191
2019,1,11290650,정릉4동,dong,84878.0,79087.0,81983.0,20191
2019,1,11290660,길음1동,dong,98593.0,130816.0,114704.0,20191
2019,1,11290685,길음2동,dong,141800.0,52337.0,97069.0,20191
2019,1,11290705,종암동,dong,90320.0,100074.0,95197.0,20191
2019,1,11290715,월곡1동,dong,118167.0,50862.0,84514.0,20191
2019,1,11290725,월곡2동,dong,100117.0,55949.0,78033.0,20191
2019,1,11290760,장위1동,dong,61138.0,,61138.0,20191
2019,1,11290770,장위2동,dong,70861.0,42849.0,56855.0,20191
2019,1,11290780,장위3동,dong,85253.0,58410.0,71832.0,20191
2019,1,11290810,석관동,dong,93432.0,58613.0,76023.0,20191
2019,1,11305534,삼양동,dong,67066.0,66672.0,66869.0,20191
2019,1,11305535,미아동,dong,98444.0,56808.0,77626.0,20191
2019,1,11305545,송중동,dong,124934.0,72416.0,98675.0,20191
2019,1,11305555,송천동,dong,88204.0,52180.0,70192.0,20191
2019,1,11305575,삼각산동,dong,117419.0,86919.0,102169.0,20191
2019,1,11305595,번1동,dong,86695.0,80657.0,83676.0,20191
2019,1,11305603,번2동,dong,76701.0,,76701.0,20191
2019,1,11305608,번3동,dong,96631.0,60625.0,78628.0,20191
2019,1,11305615,수유1동,dong,84558.0,45475.0,65016.0,20191
2019,1,11305625,수유2동,dong,74236.0,112603.0,93420.0,20191
2019,1,11305635,수유3동,dong,105092.0,52670.0,78881.0,20191
2019,1,11305645,우이동,dong,74347.0,33813.0,54080.0,20191
2019,1,11305660,인수동,dong,61153.0,38151.0,49652.0,20191
2019,1,11320511,창1동,dong,102860.0,129391.0,116125.0,20191
2019,1,11320512,창2동,dong,94434.0,41146.0,67790.0,20191
2019,1,11320513,창3동,dong,74263.0,46944.0,60604.0,20191
2019,1,11320514,창4동,dong,194223.0,111534.0,152879.0,20191
2019,1,11320515,창5동,dong,126148.0,59355.0,92752.0,20191
2019,1,11320521,도봉1동,dong,72068.0,64387.0,68227.0,20191
2019,1,11320522,도봉2동,dong,93037.0,58394.0,75716.0,20191
2019,1,11320660,쌍문1동,dong,100872.0,32304.0,66588.0,20191
2019,1,11320670,쌍문2동,dong,93748.0,44349.0,69048.0,20191
2019,1,11320680,쌍문3동,dong,83130.0,28352.0,55741.0,20191
2019,1,11320681,쌍문4동,dong,146493.0,55412.0,100953.0,20191
2019,1,11320690,방학1동,dong,87794.0,40311.0,64053.0,20191
2019,1,11320700,방학2동,dong,95385.0,23123.0,59254.0,20191
2019,1,11320710,방학3동,dong,76288.0,44840.0,60564.0,20191
2019,1,11350560,월계1동,dong,112322.0,31939.0,72130.0,20191
2019,1,11350570,월계2동,dong,90125.0,44374.0,67249.0,20191
2019,1,11350580,월계3동,dong,,,,20191
2019,1,11350595,공릉1동,dong,102639.0,43745.0,73192.0,20191
2019,1,11350600,공릉2동,dong,111519.0,60635.0,86077.0,20191
2019,1,11350611,하계1동,dong,87944.0,93178.0,90561.0,20191
2019,1,11350612,하계2동,dong,,,,20191
2019,1,11350619,중계본동,dong,164008.0,93259.0,128634.0,20191
2019,1,11350621,중계1동,dong,170430.0,116948.0,143689.0,20191
2019,1,11350624,중계4동,dong,110099.0,,110099.0,20191
2019,1,11350625,중계2·3동,dong,174749.0,87251.0,131000.0,20191
2019,1,11350630,상계1동,dong,111382.0,58091.0,84737.0,20191
2019,1,11350640,상계2동,dong,170148.0,86944.0,128546.0,20191
2019,1,11350665,상계3·4동,dong,83500.0,85428.0,84464.0,20191
2019,1,11350670,상계5동,dong,86352.0,33045.0,59698.0,20191
2019,1,11350695,상계6·7동,dong,162364.0,85193.0,123779.0,20191
2019,1,11350700,상계8동,dong,175582.0,39072.0,107327.0,20191
2019,1,11350710,상계9동,dong,141254.0,53448.0,97351.0,20191
2019,1,11350720,상계10동,dong,,,,20191
2019,1,11380510,녹번동,dong,103087.0,61900.0,82494.0,20191
2019,1,11380520,불광1동,dong,131320.0,60115.0,95718.0,20191
2019,1,11380530,불광2동,dong,112706.0,57833.0,85270.0,20191
2019,1,11380551,갈현1동,dong,95136.0,73544.0,84340.0,20191
2019,1,11380552,갈현2동,dong,105816.0,33733.0,69774.0,20191
2019,1,11380560,구산동,dong,76677.0,62644.0,69660.0,20191
2019,1,11380570,대조동,dong,94900.0,78848.0,86874.0,20191
2019,1,11380580,응암1동,dong,105395.0,58199.0,81797.0,20191
2019,1,11380590,응암2동,dong,96177.0,104931.0,100554.0,20191
2019,1,11380600,응암3동,dong,91909.0,41597.0,66753.0,20191
2019,1,11380625,역촌동,dong,95134.0,55809.0,75471.0,20191
2019,1,11380631,신사1동,dong,87222.0,117681.0,102451.0,20191
2019,1,11380632,신사2동,dong,74455.0,66561.0,70508.0,20191
2019,1,11380640,증산동,dong,72918.0,63793.0,68356.0,20191
2019,1,11380650,수색동,dong,70702.0,,70702.0,20191
2019,1,11380690,진관동,dong,143247.0,125993.0,134620.0,20191
2019,1,11410520,천연동,dong,106338.0,43192.0,74765.0,20191
2019,1,11410555,북아현동,dong,156231.0,137364.0,146797.0,20191
2019,1,11410565,충현동,dong,118969.0,121506.0,120237.0,20191
2019,1,11410585,신촌동,dong,225167.0,82530.0,153849.0,20191
2019,1,11410615,연희동,dong,106353.0,84753.0,95553.0,20191
2019,1,11410620,홍제1동,dong,109910.0,52371.0,81140.0,20191
2019,1,11410640,홍제3동,dong,105015.0,71350.0,88183.0,20191
2019,1,11410655,홍제2동,dong,145181.0,78428.0,111805.0,20191
2019,1,11410660,홍은1동,dong,80199.0,62025.0,71112.0,20191
2019,1,11410685,홍은2동,dong,103574.0,51378.0,77476.0,20191
2019,1,11410690,남가좌1동,dong,227469.0,113238.0,170354.0,20191
2019,1,11410700,남가좌2동,dong,86083.0,55919.0,71001.0,20191
2019,1,11410710,북가좌1동,dong,90512.0,,90512.0,20191
2019,1,11410720,북가좌2동,dong,99205.0,57599.0,78402.0,20191
2019,1,11440555,아현동,dong,196919.0,95675.0,146297.0,20191
2019,1,11440565,공덕동,dong,100351.0,71985.0,86168.0,20191
2019,1,11440585,도화동,dong,186688.0,83773.0,135231.0,20191
2019,1,11440590,용강동,dong,136759.0,76135.0,106447.0,20191
2019,1,11440600,대흥동,dong,131612.0,97202.0,114407.0,20191
2019,1,11440610,염리동,dong,120663.0,125412.0,123038.0,20191
2019,1,11440630,신수동,dong,134071.0,61922.0,97997.0,20191
2019,1,11440655,서강동,dong,155511.0,98727.0,127119.0,20191
2019,1,11440660,서교동,dong,162774.0,127306.0,145040.0,20191
2019,1,11440680,합정동,dong,138176.0,102319.0,120248.0,20191
2019,1,11440690,망원1동,dong,129780.0,80179.0,104980.0,20191
2019,1,11440700,망원2동,dong,111034.0,76495.0,93765.0,20191
2019,1,11440710,연남동,dong,126380.0,107314.0,116847.0,20191
2019,1,11440720,성산1동,dong,101720.0,54321.0,78021.0,20191
2019,1,11440730,성산2동,dong,143958.0,109422.0,126690.0,20191
2019,1,11440740,상암동,dong,189513.0,106935.0,148224.0,20191
2019,1,11470510,목1동,dong,164234.0,85649.0,124941.0,20191
2019,1,11470520,목2동,dong,97498.0,72929.0,85214.0,20191
2019,1,11470530,목3동,dong,139343.0,47823.0,93583.0,20191
2019,1,11470540,목4동,dong,107366.0,47920.0,77643.0,20191
2019,1,11470550,목5동,dong,163717.0,79371.0,121544.0,20191
2019,1,11470560,신월1동,dong,90369.0,67560.0,78964.0,20191
2019,1,11470570,신월2동,dong,80855.0,55656.0,68256.0,20191
2019,1,11470580,신월3동,dong,89607.0,33618.0,61613.0,20191
2019,1,11470590,신월4동,dong,125186.0,62349.0,93768.0,20191
2019,1,11470600,신월5동,dong,74980.0,36607.0,55793.0,20191
2019,1,11470610,신월6동,dong,77475.0,69360.0,73417.0,20191
2019,1,11470611,신월7동,dong,75343.0,39877.0,57610.0,20191
2019,1,11470620,신정1동,dong,123939.0,50508.0,87224.0,20191
2019,1,11470630,신정2동,dong,136550.0,54456.0,95503.0,20191
2019,1,11470640,신정3동,dong,123622.0,51952.0,87787.0,20191
2019,1,11470650,신정4동,dong,119908.0,60725.0,90317.0,20191
2019,1,11470670,신정6동,dong,214995.0,81610.0,148302.0,20191
2019,1,11470680,신정7동,dong,171273.0,88219.0,129746.0,20191
2019,1,11500510,염창동,dong,112451.0,69377.0,90914.0,20191
2019,1,11500520,등촌1동,dong,92270.0,48683.0,70476.0,20191
2019,1,11500530,등촌2동,dong,87173.0,79557.0,83365.0,20191
2019,1,11500535,등촌3동,dong,117643.0,63374.0,90508.0,20191
2019,1,11500540,화곡1동,dong,90770.0,64156.0,77463.0,20191
2019,1,11500550,화곡2동,dong,84071.0,40745.0,62408.0,20191
2019,1,11500560,화곡3동,dong,110066.0,56319.0,83193.0,20191
2019,1,11500570,화곡4동,dong,118144.0,53159.0,85651.0,20191
2019,1,11500590,화곡본동,dong,116790.0,70954.0,93872.0,20191
2019,1,11500591,화곡6동,dong,107655.0,67135.0,87395.0,20191
2019,1,11500593,화곡8동,dong,163921.0,90311.0,127116.0,20191
2019,1,11500603,가양1동,dong,239795.0,85404.0,162600.0,20191
2019,1,11500604,가양2동,dong,,75972.0,75972.0,20191
2019,1,11500605,가양3동,dong,,82569.0,82569.0,20191
2019,1,11500611,발산1동,dong,104544.0,42781.0,73663.0,20191
2019,1,11500615,우장산동,dong,135494.0,88606.0,112050.0,20191
2019,1,11500620,공항동,dong,120359.0,97119.0,108739.0,20191
2019,1,11500630,방화1동,dong,118163.0,76873.0,97518.0,20191
2019,1,11500640,방화2동,dong,74040.0,37869.0,55955.0,20191
2019,1,11500641,방화3동,dong,146749.0,74837.0,110793.0,20191
2019,1,11530510,신도림동,dong,129538.0,89506.0,109522.0,20191
2019,1,11530520,구로1동,dong,124024.0,57776.0,90900.0,20191
2019,1,11530530,구로2동,dong,113233.0,87345.0,100289.0,20191
2019,1,11530540,구로3동,dong,179098.0,115556.0,147327.0,20191
2019,1,11530550,구로4동,dong,129661.0,49528.0,89595.0,20191
2019,1,11530560,구로5동,dong,100837.0,87917.0,94377.0,20191
2019,1,11530595,가리봉동,dong,88675.0,28636.0,58655.0,20191
2019,1,11530720,고척1동,dong,95638.0,47564.0,71601.0,20191
2019,1,11530730,고척2동,dong,67520.0,40494.0,54007.0,20191
2019,1,11530740,개봉1동,dong,95135.0,34379.0,64757.0,20191
2019,1,11530750,개봉2동,dong,112044.0,54435.0,83240.0,20191
2019,1,11530760,개봉3동,dong,87591.0,30816.0,59203.0,20191
2019,1,11530770,오류1동,dong,120475.0,61898.0,91186.0,20191
2019,1,11530780,오류2동,dong,110740.0,79983.0,95361.0,20191
2019,1,11530790,수궁동,dong,70443.0,39144.0,54793.0,20191
2019,1,11530800,항동,dong,,,,20191
2019,1,11545510,가산동,dong,103758.0,83887.0,93823.0,20191
2019,1,11545610,독산1동,dong,105717.0,46679.0,76198.0,20191
2019,1,11545620,독산2동,dong,80719.0,46820.0,63769.0,20191
2019,1,11545630,독산3동,dong,100199.0,52327.0,76263.0,20191
2019,1,11545640,독산4동,dong,79049.0,34692.0,56870.0,20191
2019,1,11545670,시흥1동,dong,118053.0,43873.0,80963.0,20191
2019,1,11545680,시흥2동,dong,117841.0,40650.0,79245.0,20191
2019,1,11545690,시흥3동,dong,112970.0,39141.0,76056.0,20191
2019,1,11545700,시흥4동,dong,74779.0,,74779.0,20191
2019,1,11545710,시흥5동,dong,102226.0,63243.0,82735.0,20191
2019,1,11560515,영등포본동,dong,94151.0,95250.0,94701.0,20191
2019,1,11560535,영등포동,dong,132615.0,74892.0,103754.0,20191
2019,1,11560540,여의동,dong,202002.0,86789.0,144396.0,20191
2019,1,11560550,당산1동,dong,102363.0,60671.0,81517.0,20191
2019,1,11560560,당산2동,dong,148624.0,72198.0,110411.0,20191
2019,1,11560585,도림동,dong,95069.0,38864.0,66966.0,20191
2019,1,11560605,문래동,dong,111183.0,64700.0,87941.0,20191
2019,1,11560610,양평1동,dong,76125.0,78429.0,77277.0,20191
2019,1,11560620,양평2동,dong,102507.0,66304.0,84405.0,20191
2019,1,11560630,신길1동,dong,85962.0,46342.0,66152.0,20191
2019,1,11560650,신길3동,dong,113770.0,41467.0,77618.0,20191
2019,1,11560660,신길4동,dong,84859.0,,84859.0,20191
2019,1,11560670,신길5동,dong,64386.0,,64386.0,20191
2019,1,11560680,신길6동,dong,135817.0,44869.0,90343.0,20191
2019,1,11560690,신길7동,dong,111953.0,97597.0,104775.0,20191
2019,1,11560700,대림1동,dong,91275.0,36179.0,63727.0,20191
2019,1,11560710,대림2동,dong,120684.0,82864.0,101774.0,20191
2019,1,11560720,대림3동,dong,89118.0,40345.0,64731.0,20191
2019,1,11590510,노량진1동,dong,145374.0,99976.0,122675.0,20191
2019,1,11590520,노량진2동,dong,151707.0,97251.0,124479.0,20191
2019,1,11590530,상도1동,dong,110881.0,79393.0,95137.0,20191
2019,1,11590540,상도2동,dong,126265.0,65772.0,96019.0,20191
2019,1,11590550,상도3동,dong,158251.0,78976.0,118613.0,20191
2019,1,11590560,상도4동,dong,75909.0,50209.0,63059.0,20191
2019,1,11590605,흑석동,dong,126143.0,99423.0,112783.0,20191
2019,1,11590620,사당1동,dong,110956.0,72051.0,91504.0,20191
2019,1,11590630,사당2동,dong,173675.0,78108.0,125891.0,20191
2019,1,11590640,사당3동,dong,122728.0,70707.0,96718.0,20191
2019,1,11590650,사당4동,dong,124297.0,58743.0,91520.0,20191
2019,1,11590651,사당5동,dong,77466.0,55798.0,66632.0,20191
2019,1,11590660,대방동,dong,115053.0,51029.0,83041.0,20191
2019,1,11590670,신대방1동,dong,119218.0,165892.0,142555.0,20191
2019,1,11590680,신대방2동,dong,133167.0,51355.0,92261.0,20191
2019,1,11620525,보라매동,dong,89968.0,46387.0,68177.0,20191
2019,1,11620545,청림동,dong,,89996.0,89996.0,20191
2019,1,11620565,성현동,dong,114935.0,58387.0,86661.0,20191
2019,1,11620575,행운동,dong,114162.0,56156.0,85159.0,20191
2019,1,11620585,낙성대동,dong,141453.0,84141.0,112797.0,20191
2019,1,11620595,청룡동,dong,156687.0,62099.0,109393.0,20191
2019,1,11620605,은천동,dong,142731.0,47301.0,95016.0,20191
2019,1,11620615,중앙동,dong,144824.0,48524.0,96674.0,20191
2019,1,11620625,인헌동,dong,141486.0,62447.0,101967.0,20191
2019,1,11620630,남현동,dong,177601.0,101012.0,139306.0,20191
2019,1,11620645,서원동,dong,180658.0,70211.0,125434.0,20191
2019,1,11620655,신원동,dong,129154.0,52187.0,90671.0,20191
2019,1,11620665,서림동,dong,81086.0,50898.0,65992.0,20191
2019,1,11620685,신사동,dong,114278.0,58839.0,86559.0,20191
2019,1,11620695,신림동,dong,200677.0,97820.0,149249.0,20191
2019,1,11620715,난향동,dong,140174.0,61700.0,100937.0,20191
2019,1,11620725,조원동,dong,87626.0,46165.0,66895.0,20191
2019,1,11620735,대학동,dong,120649.0,57147.0,88898.0,20191
2019,1,11620745,삼성동,dong,89588.0,32539.0,61063.0,20191
2019,1,11620765,미성동,dong,90372.0,46486.0,68429.0,20191
2019,1,11620775,난곡동,dong,145485.0,67382.0,106434.0,20191
2019,1,11650510,서초1동,dong,115439.0,74347.0,94893.0,20191
2019,1,11650520,서초2동,dong,165685.0,126076.0,145880.0,20191
2019,1,11650530,서초3동,dong,116757.0,110861.0,113809.0,20191
2019,1,11650531,서초4동,dong,128181.0,95933.0,112057.0,20191
2019,1,11650540,잠원동,dong,138496.0,86913.0,112705.0,20191
2019,1,11650550,반포본동,dong,180246.0,98678.0,139462.0,20191
2019,1,11650560,반포1동,dong,175193.0,97616.0,136405.0,20191
2019,1,11650570,반포2동,dong,300585.0,139570.0,220077.0,20191
2019,1,11650580,반포3동,dong,211105.0,75124.0,143115.0,20191
2019,1,11650581,반포4동,dong,263822.0,124037.0,193930.0,20191
2019,1,11650590,방배본동,dong,118877.0,80444.0,99660.0,20191
2019,1,11650600,방배1동,dong,125331.0,83235.0,104283.0,20191
2019,1,11650610,방배2동,dong,147506.0,95476.0,121491.0,20191
2019,1,11650620,방배3동,dong,97248.0,54486.0,75867.0,20191
2019,1,11650621,방배4동,dong,109714.0,100066.0,104890.0,20191
2019,1,11650651,양재1동,dong,141496.0,71673.0,106585.0,20191
2019,1,11650652,양재2동,dong,84638.0,61972.0,73305.0,20191
2019,1,11650660,내곡동,dong,132540.0,176830.0,154685.0,20191
2019,1,11680510,신사동,dong,193837.0,87351.0,140594.0,20191
2019,1,11680521,논현1동,dong,163461.0,111370.0,137415.0,20191
2019,1,11680531,논현2동,dong,126562.0,89382.0,107972.0,20191
2019,1,11680545,압구정동,dong,175139.0,99589.0,137364.0,20191
2019,1,11680565,청담동,dong,159269.0,100934.0,130101.0,20191
2019,1,11680580,삼성1동,dong,156192.0,141902.0,149047.0,20191
2019,1,11680590,삼성2동,dong,178491.0,131233.0,154862.0,20191
2019,1,11680600,대치1동,dong,219765.0,98904.0,159334.0,20191
2019,1,11680610,대치2동,dong,158601.0,108269.0,133435.0,20191
2019,1,11680630,대치4동,dong,170436.0,112676.0,141556.0,20191
2019,1,11680640,역삼1동,dong,153507.0,128859.0,141183.0,20191
2019,1,11680650,역삼2동,dong,155644.0,96197.0,125921.0,20191
2019,1,11680655,도곡1동,dong,213951.0,110732.0,162341.0,20191
2019,1,11680656,도곡2동,dong,159808.0,119307.0,139557.0,20191
2019,1,11680660,개포1동,dong,84268.0,,84268.0,20191
2019,1,11680670,개포2동,dong,115077.0,76276.0,95677.0,20191
2019,1,11680690,개포4동,dong,84432.0,51249.0,67840.0,20191
2019,1,11680700,세곡동,dong,201193.0,110358.0,155775.0,20191
2019,1,11680720,일원본동,dong,,121341.0,121341.0,20191
2019,1,11680730,일원1동,dong,101517.0,43011.0,72264.0,20191
2019,1,11680740,일원2동,dong,187114.0,81811.0,134462.0,20191
2019,1,11680750,수서동,dong,133860.0,117445.0,125653.0,20191
2019,1,11710510,풍납1동,dong,103106.0,46484.0,74795.0,20191
2019,1,11710520,풍납2동,dong,91927.0,55445.0,73686.0,20191
2019,1,11710531,거여1동,dong,82906.0,34673.0,58789.0,20191
2019,1,11710532,거여2동,dong,141026.0,51910.0,96468.0,20191
2019,1,11710540,마천1동,dong,67557.0,,67557.0,20191
2019,1,11710550,마천2동,dong,95541.0,41799.0,68670.0,20191
2019,1,11710561,방이1동,dong,96743.0,48888.0,72816.0,20191
2019,1,11710562,방이2동,dong,123243.0,62408.0,92826.0,20191
2019,1,11710566,오륜동,dong,373532.0,139348.0,256440.0,20191
2019,1,11710570,오금동,dong,85555.0,69505.0,77530.0,20191
2019,1,11710580,송파1동,dong,104352.0,72861.0,88606.0,20191
2019,1,11710590,송파2동,dong,126727.0,75488.0,101107.0,20191
2019,1,11710600,석촌동,dong,112119.0,68352.0,90235.0,20191
2019,1,11710610,삼전동,dong,122256.0,65221.0,93739.0,20191
2019,1,11710620,가락본동,dong,107499.0,92604.0,100051.0,20191
2019,1,11710631,가락1동,dong,59381.0,130043.0,94712.0,20191
2019,1,11710632,가락2동,dong,107394.0,61671.0,84532.0,20191
2019,1,11710641,문정1동,dong,103933.0,48948.0,76440.0,20191
2019,1,11710642,문정2동,dong,218909.0,84207.0,151558.0,20191
2019,1,11710646,장지동,dong,97364.0,49717.0,73540.0,20191
2019,1,11710647,위례동,dong,250808.0,126318.0,188563.0,20191
