quarter,dong_code,dong_name,time_zone,total_avg_pop,weekday_avg_pop,weekend_avg_pop
20242,11440555,아현동,6,28955.29535824176,29270.809067692302,28166.511084615388
20243,11440555,아현동,6,26740.38823804347,26996.344827272726,26090.65228076923
20244,11440555,아현동,6,27322.430867391304,27517.5368030303,26827.16195384615
20251,11440555,아현동,6,27340.190847777776,27518.487442187507,26901.306923076925
20252,11440555,아현동,6,28129.657482417588,28405.891641538463,27439.07208461538
20253,11440555,아현동,6,29250.73540999999,29549.67552499999,28514.882819230766
20254,11440555,아현동,6,29953.040456521736,30246.67338787877,29207.664553846153
20261,11440555,아현동,6,30078.887232203382,30260.637045238094,29629.858282352943
20191,11440555,아현동,7,27525.394803571427,27781.940355000006,26884.030925
20192,11440555,아현동,7,28090.719865934065,28788.1834,26347.06103076923
20193,11440555,아현동,7,28695.215997826086,29364.073937878788,26997.345842307688
20194,11440555,아현동,7,28314.359194565215,28871.615930303036,26899.78440384615
20201,11440555,아현동,7,28484.904906666678,28935.803221428578,27432.808838888886
20202,11440555,아현동,7,28370.696129670327,28908.932873846148,27025.10426923077
20203,11440555,아현동,7,28811.506503260873,29350.87640454545,27442.336753846153
20204,11440555,아현동,7,29057.146194565215,29610.116710606053,27653.451807692312
20211,11440555,아현동,7,28137.37492888889,28670.739456249994,26824.47763076923
20212,11440555,아현동,7,27178.487476923085,27829.5355,25550.867419230766
20213,11440555,아현동,7,25739.50648152174,26465.368181818187,23896.934473076926
20214,11440555,아현동,7,25461.66949673913,26180.69458333333,23636.451969230762
20221,11440555,아현동,7,25646.610329999996,26279.9989046875,24087.499992307698
20222,11440555,아현동,7,26127.039231868133,26880.92606,24242.32216153847
20223,11440555,아현동,7,25318.49496086956,26130.08838333334,23258.296273076925
20224,11440555,아현동,7,25308.80056086957,26037.277561538463,23555.05963333333
20231,11440555,아현동,7,26762.578974444452,27328.671053846156,25290.739567999997
20232,11440555,아현동,7,26892.719427472523,27491.000403076927,25397.016988461542
20233,11440555,아현동,7,27145.58621521739,27713.081304615385,25779.394333333334
20234,11440555,아현동,7,26674.97670217391,27057.09619384615,25755.059407407414
20241,11440555,아현동,7,28320.713356043958,28646.683650769228,27505.787619230767
20242,11440555,아현동,7,29381.66858791209,29877.316952307694,28142.547676923077
20243,11440555,아현동,7,27739.052580434778,28310.91432575758,26287.403534615387
20244,11440555,아현동,7,28624.81062608695,29185.322178787876,27201.97360769231
20251,11440555,아현동,7,28653.896866666666,29182.157603125008,27353.562746153846
20252,11440555,아현동,7,29449.95714065934,30131.36936461538,27746.426580769225
20253,11440555,아현동,7,30253.907257777773,30947.908603125,28545.59625384615
20254,11440555,아현동,7,30976.466242391303,31705.600281818177,29125.58752692307
20261,11440555,아현동,7,30916.27264237288,31462.817576190486,29565.98515882353
20191,11440555,아현동,8,28287.847689285718,28762.817404999998,27100.4234
20192,11440555,아현동,8,29450.027707692298,30682.867326153842,26367.928661538463
20193,11440555,아현동,8,29769.089958695655,30745.35209090909,27290.886084615388
20194,11440555,아현동,8,29125.483144565223,29956.49099545456,27016.001676923075
20201,11440555,아현동,8,29171.90802,29899.272328571424,27474.72463333334
20202,11440555,아현동,8,28968.92372417582,29700.795698461538,27139.243788461543
20203,11440555,아현동,8,29736.07022717391,30589.265204545456,27570.267592307697
20204,11440555,아현동,8,30178.628394565218,31107.43581818182,27820.886473076924
20211,11440555,아현동,8,29335.564465555555,30277.893676562504,27015.984869230768
20212,11440555,아현동,8,28680.0194923077,29860.69465076924,25728.33159615385
20213,11440555,아현동,8,27380.412798913043,28609.70737878788,24259.895788461545
20214,11440555,아현동,8,27490.414527173914,28841.901778787884,24059.71611923077
20221,11440555,아현동,8,27299.67874222222,28435.014435937504,24505.006265384618
20222,11440555,아현동,8,28167.958007692298,29593.00058615384,24605.35156153846
20223,11440555,아현동,8,27060.04238913043,28355.925166666664,23770.4938
20224,11440555,아현동,8,27186.17627282609,28457.392023076925,24125.842059259256
20231,11440555,아현동,8,28159.76541111112,29087.800486153847,25746.874216
20232,11440555,아현동,8,28573.19794285714,29685.027810769232,25793.623273076922
20233,11440555,아현동,8,28625.632041304343,29640.627824615385,26182.123674074075
20234,11440555,아현동,8,27773.992723913034,28583.966589230757,25824.05564074074
20241,11440555,아현동,8,29345.946276923074,30035.425775384618,27622.247530769233
20242,11440555,아현동,8,30628.287920879116,31594.50875846154,28212.735826923083
20243,11440555,아현동,8,29046.837774999996,30052.625649999998,26493.683938461538
20244,11440555,아현동,8,30306.816594565218,31328.160395454543,27714.174638461536
20251,11440555,아현동,8,29801.615163333325,30578.716709374996,27888.74981923077
20252,11440555,아현동,8,31113.696249450553,32279.56347384615,28199.028188461536
20253,11440555,아현동,8,30812.73843666667,31703.53501875,28620.008388461538
20254,11440555,아현동,8,31391.70479782609,32232.28995606062,29257.91170384616
20261,11440555,아현동,8,31047.307247457626,31594.990235714286,29694.208100000003
20191,11440555,아현동,9,28093.004921428572,28558.63711,26928.924450000002
20192,11440555,아현동,9,29146.07992087912,30361.780760000005,26106.827823076925
20193,11440555,아현동,9,29464.81944021739,30453.24691818182,26955.734303846155
20194,11440555,아현동,9,28772.868619565215,29567.89893636363,26754.71473846154
20201,11440555,아현동,9,29046.944939999994,29767.504540476195,27365.63920555555
20202,11440555,아현동,9,28605.72536043956,29300.467541538463,26868.869907692304
20203,11440555,아현동,9,29572.332322826092,30424.374613636355,27409.455738461536
20204,11440555,아현동,9,30258.88396630435,31243.687937878793,27758.996961538454
20211,11440555,아현동,9,29509.041271111117,30566.898143750008,26905.08589230769
20212,11440555,아현동,9,28912.14486703297,30217.22477692308,25649.44509230769
20213,11440555,아현동,9,27839.547742391307,29137.2261,24545.441142307693
20214,11440555,아현동,9,27976.95974347826,29450.978675757582,24235.219376923076
20221,11440555,아현동,9,27730.6232288889,28927.162842187503,24785.294949999996
20222,11440555,아현동,9,28499.890002197786,30023.424979999996,24691.052557692306
20223,11440555,아현동,9,27345.118028260873,28738.470874242423,23808.14541923077
20224,11440555,아현동,9,27486.592480434774,28805.20987384615,24312.1432
20231,11440555,아현동,9,28311.643806666667,29255.33636923077,25858.043143999996
20232,11440555,아현동,9,28580.08595054945,29666.83971230769,25863.20154615385
20233,11440555,아현동,9,28707.647646739126,29758.153989230766,26178.650896296294
20234,11440555,아현동,9,27840.051592391308,28776.503415384614,25585.63053703704
20241,11440555,아현동,9,29325.5969967033,30072.969216923088,27457.16644615385
20242,11440555,아현동,9,30450.50539450549,31514.754203076925,27789.88337307692
20243,11440555,아현동,9,29249.573620652172,30305.105134848483,26570.14746923077
20244,11440555,아현동,9,30521.41668478261,31559.50441666666,27886.270903846154
20251,11440555,아현동,9,30019.14705888888,30750.862160937497,28218.002192307693
20252,11440555,아현동,9,31349.456338461536,32578.002958461533,28278.089788461544
20253,11440555,아현동,9,30651.567805555555,31530.97057812501,28486.88405769231
20254,11440555,아현동,9,30952.750133695652,31641.549865151515,29204.258507692306
20261,11440555,아현동,9,30561.85225423728,30980.615335714276,29527.26111176471
20191,11440555,아현동,10,27920.32887142857,28417.873695,26676.466812500003
20192,11440555,아현동,10,28896.14159340659,30150.63968769231,25759.896357692305
20193,11440555,아현동,10,29274.36752608695,30316.981416666662,26627.732265384617
20194,11440555,아현동,10,28534.643881521748,29394.539471212134,26351.832
20201,11440555,아현동,10,29029.400455,29892.401819047624,27015.730605555553
20202,11440555,아현동,10,28375.251136263734,29167.01782615385,26395.834411538464
20203,11440555,아현동,10,29387.67653913044,30354.431039393938,26933.607423076926
20204,11440555,아현동,10,30127.44655108696,31201.22001363636,27401.713915384615
20211,11440555,아현동,10,29443.870737777776,30639.711078124998,26500.26374615385
20212,11440555,아현동,10,28886.582330769234,30307.34779692308,25334.668665384615
20213,11440555,아현동,10,27977.069655434774,29366.734316666665,24449.459361538462
20214,11440555,아현동,10,28102.554764130437,29613.813428787875,24266.282769230773
20221,11440555,아현동,10,27862.766931111113,29111.937432812498,24787.885696153848
20222,11440555,아현동,10,28472.300151648353,30023.03031846154,24595.474734615378
20223,11440555,아현동,10,27360.729334782605,28791.14947121212,23729.662834615385
20224,11440555,아현동,10,27498.914541304355,28860.911341538467,24220.03335555555
20231,11440555,아현동,10,28230.48402888889,29213.501819999998,25674.637772
20232,11440555,아현동,10,28347.43164945055,29461.124489230777,25563.19955
20233,11440555,아현동,10,28478.88471847826,29595.252120000005,25791.333566666668
20234,11440555,아현동,10,27556.40328152174,28573.509693846157,25107.81377037037
20241,11440555,아현동,10,29046.23777802199,29865.81091076923,26997.304946153847
20242,11440555,아현동,10,30112.404723076917,31208.68827384615,27371.695846153845
20243,11440555,아현동,10,29106.347140217385,30171.392010606058,26402.7717
20244,11440555,아현동,10,30443.5519,31477.254927272726,27819.53652307693
20251,11440555,아현동,10,29808.089287777777,30527.8440796875,28036.385184615385
20252,11440555,아현동,10,31211.932346153844,32501.80788307693,27987.24350384615
20253,11440555,아현동,10,30321.595864444444,31212.24305468749,28129.233549999997
20254,11440555,아현동,10,30468.562451086967,31154.281203030307,28727.89177307692
20261,11440555,아현동,10,30088.383586440672,30540.833452380943,28970.566270588235
20191,11440555,아현동,11,27473.359357142857,28086.923709999995,25939.448474999997
20192,11440555,아현동,11,28290.120771428574,29581.934278461533,25060.58700384615
20193,11440555,아현동,11,28680.68183369565,29797.14031666666,25846.594915384616
20194,11440555,아현동,11,28027.147522826093,28966.581230303025,25642.431188461538
20201,11440555,아현동,11,28656.860963333336,29607.05616190477,26439.738833333333
20202,11440555,아현동,11,27977.730124175825,28869.57058769231,25748.128965384614
20203,11440555,아현동,11,28967.15464456522,30005.151315151517,26332.240019230772
20204,11440555,아현동,11,29600.30765000001,30691.46627424243,26830.44345
20211,11440555,아현동,11,28950.901439999994,30194.237021874997,25890.383084615383
20212,11440555,아현동,11,28354.93325824176,29850.630275384625,24615.690715384615
20213,11440555,아현동,11,27623.484215217388,29056.385459090914,23986.119519230768
20214,11440555,아현동,11,27752.383160869562,29269.10428939394,23902.244911538462
20221,11440555,아현동,11,27641.460692222226,28927.078903125002,24476.862019230768
20222,11440555,아현동,11,28129.48983186814,29728.74153538462,24131.360573076927
20223,11440555,아현동,11,26916.768303260866,28357.973850000002,23258.323453846155
20224,11440555,아현동,11,27075.74428804348,28449.761401538468,23767.925311111107
20231,11440555,아현동,11,27675.361601111115,28670.78103076923,25087.271083999996
20232,11440555,아현동,11,27867.01179450549,29015.79773230769,24995.046950000004
20233,11440555,아현동,11,28027.29890434783,29171.132340000004,25273.625818518518
20234,11440555,아현동,11,27007.68797826087,28081.822135384617,24421.809451851852
20241,11440555,아현동,11,28453.316213186816,29363.04377384615,26178.997311538467
20242,11440555,아현동,11,29510.159546153845,30711.076775384612,26507.86647307692
20243,11440555,아현동,11,28561.213708695646,29601.937578787878,25919.376192307696
20244,11440555,아현동,11,29762.55888586957,30731.183,27303.743826923077
20251,11440555,아현동,11,29144.13716444445,29767.216568750002,27610.40324615384
20252,11440555,아현동,11,30505.24217802197,31695.047367692303,27530.729203846153
20253,11440555,아현동,11,29590.89935888888,30424.689556250007,27538.49271923077
20254,11440555,아현동,11,29595.641756521734,30243.494563636363,27951.09232307692
20261,11440555,아현동,11,29271.93251525424,29651.756911904766,28333.54282941177
20191,11440555,아현동,12,26994.751417857147,27741.609080000002,25127.6072625
20192,11440555,아현동,12,27829.331817582417,29253.738409230773,24268.315338461536
20193,11440555,아현동,12,28212.669995652166,29422.22362727273,25142.264623076924
20194,11440555,아현동,12,27590.356391304354,28590.44963333333,25051.65816153846
20201,11440555,아현동,12,28387.187779999993,29448.78691190476,25910.12313888889
20202,11440555,아현동,12,27598.165238461534,28623.157132307675,25035.685503846154
20203,11440555,아현동,12,28537.28829999999,29661.725233333338,25682.94839230769
20204,11440555,아현동,12,29181.043655434776,30368.611762121214,26166.447692307687
20211,11440555,아현동,12,28520.19357111111,29924.956854687494,25062.31471923077
20212,11440555,아현동,12,27908.132899999997,29543.53456923076,23819.628726923078
20213,11440555,아현동,12,27321.70218586957,28820.90134545455,23516.042780769232
20214,11440555,아현동,12,27490.48230978261,29076.094380303028,23465.46705384615
20221,11440555,아현동,12,27332.53947777778,28639.582354687504,24115.203165384617
20222,11440555,아현동,12,27894.23045164834,29601.855986153845,23625.166615384616
20223,11440555,아현동,12,26660.62363804348,28163.414622727272,22845.84652307692
20224,11440555,아현동,12,26771.943103260866,28225.879618461542,23271.725566666668
20231,11440555,아현동,12,27341.80935888889,28477.479846153845,24389.066092000005
20232,11440555,아현동,12,27673.57952087912,28982.34657384615,24401.66188846154
20233,11440555,아현동,12,27744.526991304345,28948.700496923073,24845.590774074077
20234,11440555,아현동,12,26741.840219565216,27940.218806153844,23856.854733333334
20241,11440555,아현동,12,28268.034064835167,29322.182538461537,25632.662880769232
20242,11440555,아현동,12,29331.46247582418,30694.067347692304,25924.950296153846
20243,11440555,아현동,12,28362.11115,29514.078360606058,25437.886692307693
20244,11440555,아현동,12,29597.785942391307,30674.791665151515,26863.848338461536
20251,11440555,아현동,12,28932.833706666668,29633.216214062508,27208.815226923074
20252,11440555,아현동,12,30369.838934065934,31667.990433846153,27124.460184615382
20253,11440555,아현동,12,29222.415503333323,30131.820045312495,26983.881246153847
20254,11440555,아현동,12,29169.34199130435,29850.662837878794,27439.835226923085
20261,11440555,아현동,12,28882.118474576277,29311.776904761908,27820.609411764704
20191,11440555,아현동,13,26910.046482142858,27973.70453,24250.9013625
