quarter,dong_code,total_pop
20243,11110690,6834.1
20244,11110690,6693.3
20191,11110700,7620.2
20192,11110700,7209.7
20193,11110700,6841.8
20194,11110700,6946.9
20201,11110700,7024.4
20202,11110700,7246.8
20203,11110700,7734.1
20204,11110700,7571.2
20211,11110700,7718.6
20212,11110700,7633.7
20213,11110700,7420.9
20214,11110700,7388.0
20221,11110700,7205.6
20222,11110700,7263.1
20223,11110700,7091.2
20224,11110700,7102.2
20231,11110700,7129.6
20232,11110700,7030.2
20233,11110700,6864.9
20234,11110700,6806.6
20241,11110700,6620.1
20242,11110700,6916.5
20243,11110700,6921.8
20244,11110700,7779.0
20191,11110710,13231.8
20192,11110710,12741.7
20193,11110710,13562.3
20194,11110710,13940.8
20201,11110710,13084.6
20202,11110710,12998.2
20203,11110710,13005.0
20204,11110710,12926.0
20211,11110710,12694.1
20212,11110710,12764.4
20213,11110710,12813.9
20214,11110710,12928.4
20221,11110710,13106.0
20222,11110710,13167.7
20223,11110710,12894.3
20224,11110710,13138.4
20231,11110710,12048.4
20232,11110710,11932.2
20233,11110710,11656.7
20234,11110710,12393.1
20241,11110710,12585.0
20242,11110710,11965.1
20243,11110710,11889.3
20244,11110710,11617.9
20191,11140520,8987.1
20192,11140520,9254.7
20193,11140520,9446.7
20194,11140520,7891.4
20201,11140520,6630.6
20202,11140520,6056.8
20203,11140520,6640.0
20204,11140520,6426.5
20211,11140520,6299.0
20212,11140520,7097.6
20213,11140520,7276.3
20214,11140520,8038.0
20221,11140520,7517.2
20222,11140520,8480.6
20223,11140520,8655.9
20224,11140520,8355.7
20231,11140520,7886.5
20232,11140520,7443.7
20233,11140520,7170.4
20234,11140520,7124.9
20241,11140520,7094.7
20242,11140520,6862.1
20243,11140520,6643.5
20244,11140520,6553.3
20191,11140540,9426.3
20192,11140540,9325.3
20193,11140540,10907.4
20194,11140540,9277.8
20201,11140540,8458.4
20202,11140540,8305.5
20203,11140540,9227.4
20204,11140540,8393.1
20211,11140540,7607.7
20212,11140540,8071.4
20213,11140540,7871.4
20214,11140540,8679.4
20221,11140540,8198.1
20222,11140540,8921.2
20223,11140540,8419.1
20224,11140540,8441.2
20231,11140540,7923.9
20232,11140540,8307.4
20233,11140540,8144.9
20234,11140540,8341.5
20241,11140540,8001.6
20242,11140540,8011.5
20243,11140540,7747.0
20244,11140540,8038.0
20191,11140550,10537.8
20192,11140550,11256.5
20193,11140550,12538.4
20194,11140550,10973.6
20201,11140550,8799.6
20202,11140550,7848.6
20203,11140550,8111.8
20204,11140550,7974.2
20211,11140550,7266.2
20212,11140550,7931.3
20213,11140550,8227.2
20214,11140550,9466.1
20221,11140550,9459.0
20222,11140550,11146.2
20223,11140550,11365.9
20224,11140550,10725.1
20231,11140550,9846.9
20232,11140550,9449.7
20233,11140550,9403.0
20234,11140550,9415.6
20241,11140550,9636.7
20242,11140550,9222.1
20243,11140550,10426.4
20244,11140550,10613.1
20191,11140570,8437.9
20192,11140570,8906.2
20193,11140570,7829.3
20194,11140570,7916.3
20201,11140570,6329.0
20202,11140570,6150.1
20203,11140570,6341.2
20204,11140570,6482.4
20211,11140570,6350.6
20212,11140570,6842.9
20213,11140570,6661.8
20214,11140570,7495.6
20221,11140570,7156.4
20222,11140570,7920.4
20223,11140570,7189.6
20224,11140570,7755.1
20231,11140570,7266.6
20232,11140570,7890.1
20233,11140570,7151.6
20234,11140570,7850.9
20241,11140570,7611.3
20242,11140570,7977.4
20243,11140570,7400.4
20244,11140570,7647.3
20191,11140580,7054.0
20192,11140580,7814.7
20193,11140580,8559.4
20194,11140580,7997.6
20201,11140580,6837.3
20202,11140580,6820.3
20203,11140580,7507.6
20204,11140580,7393.9
20211,11140580,7253.4
20212,11140580,7836.2
20213,11140580,7867.9
20214,11140580,8427.4
20221,11140580,8191.2
20222,11140580,8861.2
20223,11140580,8667.4
20224,11140580,8839.5
20231,11140580,8532.3
20232,11140580,8925.8
20233,11140580,8474.7
20234,11140580,8294.3
20241,11140580,7692.1
20242,11140580,8009.0
20243,11140580,7849.9
20244,11140580,8125.3
20191,11140590,15988.2
20192,11140590,17232.1
20193,11140590,17485.4
20194,11140590,17187.0
20201,11140590,14499.8
20202,11140590,14730.2
20203,11140590,14188.7
20204,11140590,14194.6
20211,11140590,13166.0
20212,11140590,14746.4
20213,11140590,13618.4
20214,11140590,14743.4
20221,11140590,13887.7
20222,11140590,15623.7
20223,11140590,15770.6
20224,11140590,16283.9
20231,11140590,16640.0
20232,11140590,16787.9
20233,11140590,15527.6
20234,11140590,16512.1
20241,11140590,16003.9
20242,11140590,16015.2
20243,11140590,14979.2
20244,11140590,15381.5
20191,11140605,7545.0
20192,11140605,7679.5
20193,11140605,7697.5
20194,11140605,7243.5
20201,11140605,6133.0
20202,11140605,6107.6
20203,11140605,6080.0
20204,11140605,6063.9
20211,11140605,5911.4
20212,11140605,6470.8
20213,11140605,6517.7
20214,11140605,7000.6
20221,11140605,6409.0
20222,11140605,7372.4
20223,11140605,7584.9
20224,11140605,7407.6
20231,11140605,7083.9
20232,11140605,7861.5
20233,11140605,7490.4
20234,11140605,7516.2
20241,11140605,7577.2
20242,11140605,7139.4
20243,11140605,6565.7
20244,11140605,6717.6
20191,11140615,26643.6
20192,11140615,27714.7
20193,11140615,25949.0
20194,11140615,28638.7
20201,11140615,25695.7
20202,11140615,26758.4
20203,11140615,24938.0
20204,11140615,25416.2
20211,11140615,23976.5
20212,11140615,25384.9
20213,11140615,23036.3
20214,11140615,25292.2
20221,11140615,23450.2
20222,11140615,24457.3
20223,11140615,22246.4
20224,11140615,24046.1
20231,11140615,22489.1
20232,11140615,23510.4
20233,11140615,22162.1
20234,11140615,23065.4
20241,11140615,21957.8
20242,11140615,23507.6
20243,11140615,20644.0
20244,11140615,22443.6
20191,11140625,16160.0
20192,11140625,15800.8
20193,11140625,15671.3
20194,11140625,14957.6
20201,11140625,15460.4
20202,11140625,15468.0
20203,11140625,15386.4
20204,11140625,14824.0
20211,11140625,14786.4
20212,11140625,14817.6
20213,11140625,13666.8
20214,11140625,13779.5
20221,11140625,13717.3
20222,11140625,14812.4
20223,11140625,14320.4
20224,11140625,14639.2
20231,11140625,14867.9
20232,11140625,14792.8
20233,11140625,14300.6
20234,11140625,14919.6
20241,11140625,14220.1
20242,11140625,13881.2
20243,11140625,13579.7
20244,11140625,13814.7
20191,11140635,18054.9
20192,11140635,17554.1
20193,11140635,18010.0
20194,11140635,19295.9
20201,11140635,19326.1
20202,11140635,19081.0
20203,11140635,18458.4
20204,11140635,18470.2
20211,11140635,18058.1
20212,11140635,17437.5
20213,11140635,16507.5
20214,11140635,16156.5
20221,11140635,16377.0
20222,11140635,16095.8
20223,11140635,15215.1
20224,11140635,15493.9
20231,11140635,15669.2
20232,11140635,15016.0
20233,11140635,14464.9
20234,11140635,13984.4
20241,11140635,14253.0
20242,11140635,13915.4
20243,11140635,13888.2
20244,11140635,14046.8
20191,11140645,13992.8
20192,11140645,13658.1
20193,11140645,12837.5
20194,11140645,13347.4
20201,11140645,13518.3
20202,11140645,13547.0
20203,11140645,13662.7
20204,11140645,13909.1
20211,11140645,14194.6
20212,11140645,13603.8
20213,11140645,14001.9
20214,11140645,14251.6
20221,11140645,14341.5
20222,11140645,14415.7
20223,11140645,13813.9
20224,11140645,13181.8
20231,11140645,13004.7
20232,11140645,13225.4
20233,11140645,13328.8
20234,11140645,13267.3
20241,11140645,13313.2
20242,11140645,12988.7
20243,11140645,12759.0
20244,11140645,12429.5
20191,11140650,11556.6
20192,11140650,10782.2
20193,11140650,11123.6
20194,11140650,11908.1
20201,11140650,10891.6
20202,11140650,11115.2
20203,11140650,10861.2
20204,11140650,10614.9
20211,11140650,10592.9
20212,11140650,10562.6
20213,11140650,10439.5
20214,11140650,10481.5
20221,11140650,10125.6
20222,11140650,10098.7
20223,11140650,8854.0
20224,11140650,8669.6
20231,11140650,8954.0
20232,11140650,8763.3
20233,11140650,8223.3
20234,11140650,8247.8
20241,11140650,7517.3
20242,11140650,6185.6
20243,11140650,6540.6
20244,11140650,6540.1
20191,11140665,9713.3
20192,11140665,9183.5
20193,11140665,8935.8
20194,11140665,9831.0
20201,11140665,10609.3
20202,11140665,10538.3
20203,11140665,10447.3
20204,11140665,10015.9
20211,11140665,9733.5
20212,11140665,9543.6
20213,11140665,9504.7
20214,11140665,9571.1
20221,11140665,9559.3
20222,11140665,9832.3
20223,11140665,10162.9
20224,11140665,10966.4
20231,11140665,11143.4
20232,11140665,10891.9
20233,11140665,10375.5
20234,11140665,11114.8
20241,11140665,12148.9
20242,11140665,13584.9
20243,11140665,13196.7
20244,11140665,12999.1
20191,11140670,12805.4
20192,11140670,12572.2
20193,11140670,12425.8
20194,11140670,13628.8
20201,11140670,13309.3
20202,11140670,14072.6
20203,11140670,13354.3
20204,11140670,13258.0
20211,11140670,13356.9
20212,11140670,13369.6
20213,11140670,12523.2
20214,11140670,12887.5
20221,11140670,13592.2
20222,11140670,14262.7
20223,11140670,13708.2
20224,11140670,13776.4
20231,11140670,13879.9
20232,11140670,14445.2
20233,11140670,14571.7
20234,11140670,13916.6
20241,11140670,13483.4
20242,11140670,13390.6
20243,11140670,13050.5
20244,11140670,13597.9
20191,11140680,8559.4
20192,11140680,7916.4
20193,11140680,8085.9
20194,11140680,7902.8
20201,11140680,7870.7
20202,11140680,7974.1
20203,11140680,8329.4
20204,11140680,8014.9
20211,11140680,8002.3
20212,11140680,7964.5
20213,11140680,7545.5
20214,11140680,7559.4
20221,11140680,7699.9
20222,11140680,7975.3
20223,11140680,7425.0
20224,11140680,7347.9
20231,11140680,7254.2
20232,11140680,7161.9
20233,11140680,7064.3
20234,11140680,7509.7
20241,11140680,7747.8
20242,11140680,6821.9
20243,11140680,6527.6
20244,11140680,6633.2
20191,11170510,16037.2
20192,11170510,15262.0
20193,11170510,14422.6
20194,11170510,16151.8
20201,11170510,16287.4
20202,11170510,16246.6
20203,11170510,16159.6
20204,11170510,16057.3
20211,11170510,15947.4
20212,11170510,16153.8
20213,11170510,15539.9
20214,11170510,15496.0
20221,11170510,15538.7
20222,11170510,15473.4
20223,11170510,15203.5
20224,11170510,15305.6
20231,11170510,15212.3
20232,11170510,14281.1
20233,11170510,14131.4
20234,11170510,14157.5
20241,11170510,14748.9
20242,11170510,14864.7
20243,11170510,14614.0
20244,11170510,14612.9
20191,11170520,11551.8
20192,11170520,11266.6
20193,11170520,10822.8
20194,11170520,12220.1
20201,11170520,12125.8
20202,11170520,11946.3
20203,11170520,12047.0
20204,11170520,11867.0
20211,11170520,12258.0
20212,11170520,12182.5
20213,11170520,12312.9
20214,11170520,12424.0
20221,11170520,12319.4
20222,11170520,12328.7
20223,11170520,11804.5
20224,11170520,11247.0
20231,11170520,11192.0
20232,11170520,11786.7
20233,11170520,11761.4
20234,11170520,11625.8
20241,11170520,11042.1
20242,11170520,11534.3
20243,11170520,11215.2
20244,11170520,11396.5
20191,11170530,10576.9
20192,11170530,10554.4
20193,11170530,11723.4
20194,11170530,10319.0
20201,11170530,9411.1
20202,11170530,8938.5
20203,11170530,9001.4
20204,11170530,8909.0
20211,11170530,8731.9
20212,11170530,8943.0
20213,11170530,8886.9
20214,11170530,9333.7
20221,11170530,9238.3
20222,11170530,9771.6
20223,11170530,9359.6
20224,11170530,9301.5
20231,11170530,9489.1
20232,11170530,9517.0
20233,11170530,9389.3
20234,11170530,9525.0
20241,11170530,8847.5
20242,11170530,8423.9
20243,11170530,8004.0
20244,11170530,8165.8
20191,11170555,24168.3
20192,11170555,23784.1
20193,11170555,21854.1
20194,11170555,24181.8
20201,11170555,23768.5
20202,11170555,23564.4
20203,11170555,23066.8
20204,11170555,22430.3
20211,11170555,21580.1
20212,11170555,21895.9
20213,11170555,21424.9
20214,11170555,22312.9
20221,11170555,22319.1
20222,11170555,23021.0
20223,11170555,22412.1
20224,11170555,22920.8
20231,11170555,22164.4
20232,11170555,22868.3
20233,11170555,22020.7
20234,11170555,23038.2
20241,11170555,22117.0
20242,11170555,22520.1
20243,11170555,21641.0
20244,11170555,22070.2
20191,11170560,16090.6
20192,11170560,17327.0
20193,11170560,19277.9
20194,11170560,18610.8
20201,11170560,19163.7
20202,11170560,19120.1
20203,11170560,19219.2
20204,11170560,18968.0
20211,11170560,19338.3
20212,11170560,20381.0
20213,11170560,19618.1
20214,11170560,20130.0
20221,11170560,20064.6
20222,11170560,20503.8
20223,11170560,20293.0
20224,11170560,20733.7
20231,11170560,20160.9
20232,11170560,19986.8
20233,11170560,19594.8
20234,11170560,18878.5
20241,11170560,18343.8
20242,11170560,18777.9
20243,11170560,17967.9
20244,11170560,18494.7
20191,11170570,14391.2
20192,11170570,14201.7
20193,11170570,14273.0
20194,11170570,14573.3
20201,11170570,14588.1
20202,11170570,14349.3
20203,11170570,14076.9
20204,11170570,13976.9
20211,11170570,14053.8
20212,11170570,14067.4
20213,11170570,16325.1
20214,11170570,17076.7
20221,11170570,16848.1
20222,11170570,16851.2
20223,11170570,17744.8
20224,11170570,18236.0
20231,11170570,18266.7
20232,11170570,18166.3
20233,11170570,18211.4
20234,11170570,18202.1
20241,11170570,17473.7
20242,11170570,16485.8
20243,11170570,16322.5
20244,11170570,15964.7
20191,11170580,9178.1
20192,11170580,9064.5
20193,11170580,8891.6
20194,11170580,9403.8
20201,11170580,9627.2
20202,11170580,9903.4
20203,11170580,9889.5
20204,11170580,9868.4
20211,11170580,10741.0
20212,11170580,10468.2
20213,11170580,10337.9
20214,11170580,10251.2
20221,11170580,10173.2
20222,11170580,10010.6
20223,11170580,9479.6
20224,11170580,9379.5
20231,11170580,9594.6
20232,11170580,9190.1
20233,11170580,9301.0
20234,11170580,9647.3
20241,11170580,9431.3
20242,11170580,9696.8
20243,11170580,9514.5
20244,11170580,9823.7
20191,11170590,12675.3
20192,11170590,11541.8
20193,11170590,11052.9
20194,11170590,11998.1
20201,11170590,11652.5
20202,11170590,11645.8
20203,11170590,11457.8
20204,11170590,11205.7
20211,11170590,11395.3
20212,11170590,11504.4
20213,11170590,10755.7
20214,11170590,10350.5
20221,11170590,10474.2
20222,11170590,10698.2
20223,11170590,10284.1
20224,11170590,10526.8
20231,11170590,10581.5
20232,11170590,10907.2
20233,11170590,10638.4
20234,11170590,10552.2
20241,11170590,10726.7
20242,11170590,9882.1
20243,11170590,9772.5
20244,11170590,9307.8
20191,11170625,29111.2
20192,11170625,28945.4
20193,11170625,27905.1
20194,11170625,25822.6
20201,11170625,26569.8
20202,11170625,27194.6
20203,11170625,27688.6
20204,11170625,29624.1
20211,11170625,31211.3
20212,11170625,31113.4
20213,11170625,30495.8
20214,11170625,31080.9
20221,11170625,31493.8
20222,11170625,33866.8
20223,11170625,34017.7
20224,11170625,33872.7
20231,11170625,33952.7
20232,11170625,33052.9
20233,11170625,33368.2
20234,11170625,34266.7
20241,11170625,35084.9
20242,11170625,34815.7
20243,11170625,34040.1
20244,11170625,34259.6
20191,11170630,28287.4
20192,11170630,27138.9
20193,11170630,28256.4
20194,11170630,29097.9
20201,11170630,28860.3
20202,11170630,29393.3
20203,11170630,28753.9
20204,11170630,28043.7
20211,11170630,28030.8
20212,11170630,27877.3
20213,11170630,27570.1
20214,11170630,26997.3
20221,11170630,26527.0
20222,11170630,26698.8
20223,11170630,25122.3
20224,11170630,25052.7
20231,11170630,24538.4
20232,11170630,24682.1
20233,11170630,24386.8
20234,11170630,24587.7
20241,11170630,24672.1
20242,11170630,24349.9
20243,11170630,23972.4
20244,11170630,24402.1
20191,11170640,7926.2
20192,11170640,8251.5
20193,11170640,7753.3
20194,11170640,8084.0
20201,11170640,8529.4
20202,11170640,8638.7
20203,11170640,8311.0
20204,11170640,7528.1
20211,11170640,7397.6
20212,11170640,7807.5
20213,11170640,7277.0
20214,11170640,7110.2
20221,11170640,7021.2
20222,11170640,7256.6
20223,11170640,6876.7
20224,11170640,6899.1
20231,11170640,7416.9
20232,11170640,8387.9
20233,11170640,8601.2
20234,11170640,7952.6
20241,11170640,7866.4
20242,11170640,7505.2
20243,11170640,7385.1
20244,11170640,7247.7
20191,11170650,14252.4
20192,11170650,14735.4
20193,11170650,15066.6
20194,11170650,14492.2
20201,11170650,11856.7
20202,11170650,9505.6
20203,11170650,9448.6
20204,11170650,10183.7
20211,11170650,9576.3
20212,11170650,10079.4
20213,11170650,9176.9
20214,11170650,10694.8
20221,11170650,9655.8
20222,11170650,13690.4
20223,11170650,13788.0
20224,11170650,11309.4
20231,11170650,9697.5
20232,11170650,10866.5
20233,11170650,11563.7
20234,11170650,11404.4
20241,11170650,11486.8
20242,11170650,12037.7
20243,11170650,12160.2
20244,11170650,12177.5
20191,11170660,12958.4
20192,11170660,13403.5
20193,11170660,12700.8
20194,11170660,13969.7
20201,11170660,13334.9
20202,11170660,13172.7
20203,11170660,13191.3
20204,11170660,12854.9
20211,11170660,12395.7
20212,11170660,12277.0
20213,11170660,12031.4
20214,11170660,12241.4
20221,11170660,12075.1
20222,11170660,11955.6
20223,11170660,11533.5
20224,11170660,11895.2
20231,11170660,12002.6
20232,11170660,11732.9
20233,11170660,11441.0
20234,11170660,11788.7
20241,11170660,11911.3
20242,11170660,11681.4
20243,11170660,11439.6
20244,11170660,11579.3
20191,11170685,29352.9
20192,11170685,28477.9
20193,11170685,28464.9
20194,11170685,30145.1
20201,11170685,31024.0
20202,11170685,29239.8
20203,11170685,27920.7
20204,11170685,27274.8
20211,11170685,25209.0
20212,11170685,24876.9
20213,11170685,24426.9
20214,11170685,25547.9
20221,11170685,25012.8
20222,11170685,26270.6
20223,11170685,25564.7
20224,11170685,25614.8
20231,11170685,24905.8
20232,11170685,25267.6
20233,11170685,25073.2
20234,11170685,24962.7
20241,11170685,23342.6
20242,11170685,21106.7
20243,11170685,19980.5
20244,11170685,20204.3
20191,11170690,15368.3
20192,11170690,14453.6
20193,11170690,14394.1
20194,11170690,15019.1
20201,11170690,14925.0
20202,11170690,15742.9
20203,11170690,15746.4
20204,11170690,15636.9
20211,11170690,15423.0
20212,11170690,15421.0
20213,11170690,14662.9
20214,11170690,14285.8
20221,11170690,14022.8
20222,11170690,14213.7
20223,11170690,13571.0
20224,11170690,13628.1
20231,11170690,13452.0
20232,11170690,13528.9
20233,11170690,13533.2
20234,11170690,13045.4
20241,11170690,13140.7
20242,11170690,13029.9
20243,11170690,12849.3
20244,11170690,12685.8
20191,11170700,13056.1
20192,11170700,12914.1
20193,11170700,12734.8
20194,11170700,13426.1
20201,11170700,13215.0
20202,11170700,12408.4
20203,11170700,12102.9
20204,11170700,12023.5
20211,11170700,12187.9
20212,11170700,11978.0
20213,11170700,11758.8
20214,11170700,11837.3
20221,11170700,11945.8
20222,11170700,11815.2
20223,11170700,11263.3
20224,11170700,11371.3
20231,11170700,11617.2
20232,11170700,11117.0
20233,11170700,11450.4
20234,11170700,11290.3
20241,11170700,10023.5
20242,11170700,8355.4
20243,11170700,7539.2
20244,11170700,7564.7
20191,11200520,16847.4
20192,11200520,16807.4
20193,11200520,17627.7
20194,11200520,19868.9
20201,11200520,19184.2
20202,11200520,18399.1
20203,11200520,18082.1
20204,11200520,17429.9
20211,11200520,17134.0
20212,11200520,16626.2
20213,11200520,15679.8
20214,11200520,15110.2
