quarter,dong_code,dong_name,open_count,close_count,open_rate,close_rate,industry_code,industry_name
20191,11440720,성산1동,7.0,5.0,7.8,5.6,CS100001,한식
20193,11440730,성산2동,4.0,2.0,3.8,1.9,CS100001,한식
20192,11440730,성산2동,3.0,2.0,2.8,1.9,CS100001,한식
20191,11440730,성산2동,4.0,2.0,3.7,1.9,CS100001,한식
20193,11440740,상암동,18.0,17.0,6.0,5.7,CS100001,한식
20192,11440740,상암동,17.0,14.0,5.6,4.6,CS100001,한식
20191,11440740,상암동,20.0,27.0,6.8,9.2,CS100001,한식
20193,11440555,아현동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440555,아현동,1.0,0.0,20.0,0.0,CS100002,중식
20191,11440555,아현동,1.0,0.0,16.7,0.0,CS100002,중식
20193,11440565,공덕동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440565,공덕동,2.0,0.0,10.5,0.0,CS100002,중식
20191,11440565,공덕동,0.0,1.0,0.0,5.6,CS100002,중식
20193,11440585,도화동,2.0,2.0,15.4,15.4,CS100002,중식
20192,11440585,도화동,1.0,0.0,7.1,0.0,CS100002,중식
20191,11440585,도화동,0.0,0.0,0.0,0.0,CS100002,중식
20193,11440590,용강동,1.0,0.0,7.7,0.0,CS100002,중식
20192,11440590,용강동,0.0,0.0,0.0,0.0,CS100002,중식
20191,11440590,용강동,0.0,0.0,0.0,0.0,CS100002,중식
20193,11440600,대흥동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440600,대흥동,1.0,1.0,7.7,7.7,CS100002,중식
20191,11440600,대흥동,0.0,0.0,0.0,0.0,CS100002,중식
20193,11440610,염리동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440610,염리동,0.0,0.0,0.0,0.0,CS100002,중식
20191,11440610,염리동,2.0,1.0,50.0,25.0,CS100002,중식
20193,11440630,신수동,0.0,1.0,0.0,11.1,CS100002,중식
20192,11440630,신수동,1.0,0.0,10.0,0.0,CS100002,중식
20191,11440630,신수동,0.0,1.0,0.0,11.1,CS100002,중식
20193,11440655,서강동,2.0,0.0,10.5,0.0,CS100002,중식
20192,11440655,서강동,2.0,0.0,9.5,0.0,CS100002,중식
20191,11440655,서강동,2.0,2.0,9.5,9.5,CS100002,중식
20193,11440660,서교동,13.0,3.0,14.1,3.3,CS100002,중식
20192,11440660,서교동,7.0,3.0,7.3,3.1,CS100002,중식
20191,11440660,서교동,14.0,7.0,13.6,6.8,CS100002,중식
20193,11440680,합정동,1.0,0.0,5.9,0.0,CS100002,중식
20192,11440680,합정동,2.0,0.0,10.5,0.0,CS100002,중식
20191,11440680,합정동,0.0,0.0,0.0,0.0,CS100002,중식
20193,11440690,망원1동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440690,망원1동,2.0,1.0,15.4,7.7,CS100002,중식
20191,11440690,망원1동,0.0,1.0,0.0,8.3,CS100002,중식
20193,11440700,망원2동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440700,망원2동,1.0,1.0,7.1,7.1,CS100002,중식
20191,11440700,망원2동,2.0,0.0,12.5,0.0,CS100002,중식
20193,11440710,연남동,1.0,0.0,3.0,0.0,CS100002,중식
20192,11440710,연남동,2.0,1.0,5.9,2.9,CS100002,중식
20191,11440710,연남동,3.0,1.0,8.3,2.8,CS100002,중식
20193,11440720,성산1동,0.0,0.0,0.0,0.0,CS100002,중식
20192,11440720,성산1동,1.0,1.0,14.3,14.3,CS100002,중식
20191,11440720,성산1동,0.0,0.0,0.0,0.0,CS100002,중식
20193,11440730,성산2동,1.0,0.0,8.3,0.0,CS100002,중식
20192,11440730,성산2동,0.0,1.0,0.0,9.1,CS100002,중식
20191,11440730,성산2동,0.0,1.0,0.0,10.0,CS100002,중식
20193,11440740,상암동,2.0,0.0,6.9,0.0,CS100002,중식
20192,11440740,상암동,3.0,0.0,9.4,0.0,CS100002,중식
20191,11440740,상암동,4.0,0.0,11.1,0.0,CS100002,중식
20193,11440555,아현동,0.0,0.0,0.0,0.0,CS100003,일식
20192,11440555,아현동,1.0,0.0,6.7,0.0,CS100003,일식
20191,11440555,아현동,0.0,0.0,0.0,0.0,CS100003,일식
20193,11440565,공덕동,0.0,1.0,0.0,4.5,CS100003,일식
20192,11440565,공덕동,1.0,3.0,5.0,15.0,CS100003,일식
20191,11440565,공덕동,0.0,0.0,0.0,0.0,CS100003,일식
20193,11440585,도화동,1.0,0.0,5.9,0.0,CS100003,일식
20192,11440585,도화동,0.0,1.0,0.0,6.3,CS100003,일식
20191,11440585,도화동,1.0,0.0,5.9,0.0,CS100003,일식
20193,11440590,용강동,3.0,0.0,10.3,0.0,CS100003,일식
20192,11440590,용강동,2.0,1.0,6.7,3.3,CS100003,일식
20191,11440590,용강동,3.0,3.0,10.0,10.0,CS100003,일식
20193,11440600,대흥동,3.0,1.0,33.3,11.1,CS100003,일식
20192,11440600,대흥동,1.0,2.0,12.5,25.0,CS100003,일식
20191,11440600,대흥동,0.0,1.0,0.0,14.3,CS100003,일식
20193,11440610,염리동,1.0,1.0,11.1,11.1,CS100003,일식
20192,11440610,염리동,1.0,1.0,11.1,11.1,CS100003,일식
20191,11440610,염리동,1.0,0.0,10.0,0.0,CS100003,일식
20193,11440630,신수동,0.0,0.0,0.0,0.0,CS100003,일식
20192,11440630,신수동,0.0,0.0,0.0,0.0,CS100003,일식
20191,11440630,신수동,0.0,0.0,0.0,0.0,CS100003,일식
20193,11440655,서강동,4.0,2.0,9.8,4.9,CS100003,일식
20192,11440655,서강동,3.0,5.0,7.7,12.8,CS100003,일식
20191,11440655,서강동,3.0,5.0,8.1,13.5,CS100003,일식
20193,11440660,서교동,7.0,6.0,3.4,3.0,CS100003,일식
20192,11440660,서교동,9.0,15.0,4.6,7.6,CS100003,일식
20191,11440660,서교동,10.0,10.0,5.1,5.1,CS100003,일식
20193,11440680,합정동,1.0,1.0,2.6,2.6,CS100003,일식
20192,11440680,합정동,4.0,0.0,9.5,0.0,CS100003,일식
20191,11440680,합정동,3.0,4.0,7.3,9.8,CS100003,일식
20193,11440690,망원1동,3.0,1.0,11.5,3.8,CS100003,일식
20192,11440690,망원1동,4.0,1.0,13.8,3.4,CS100003,일식
20191,11440690,망원1동,0.0,3.0,0.0,11.5,CS100003,일식
20193,11440700,망원2동,0.0,1.0,0.0,14.3,CS100003,일식
20192,11440700,망원2동,1.0,0.0,12.5,0.0,CS100003,일식
20191,11440700,망원2동,0.0,1.0,0.0,14.3,CS100003,일식
20193,11440710,연남동,5.0,3.0,8.8,5.3,CS100003,일식
20192,11440710,연남동,5.0,4.0,8.6,6.9,CS100003,일식
20191,11440710,연남동,3.0,4.0,5.3,7.0,CS100003,일식
20193,11440720,성산1동,0.0,0.0,0.0,0.0,CS100003,일식
20192,11440720,성산1동,2.0,1.0,18.2,9.1,CS100003,일식
20191,11440720,성산1동,1.0,0.0,8.3,0.0,CS100003,일식
20193,11440730,성산2동,2.0,0.0,18.2,0.0,CS100003,일식
20192,11440730,성산2동,2.0,0.0,15.4,0.0,CS100003,일식
20191,11440730,성산2동,0.0,1.0,0.0,8.3,CS100003,일식
20193,11440740,상암동,7.0,8.0,11.1,12.7,CS100003,일식
20192,11440740,상암동,3.0,7.0,5.1,11.9,CS100003,일식
20191,11440740,상암동,4.0,4.0,6.8,6.8,CS100003,일식
20193,11440555,아현동,2.0,0.0,33.3,0.0,CS100004,양식
20192,11440555,아현동,0.0,0.0,0.0,0.0,CS100004,양식
20191,11440555,아현동,0.0,0.0,0.0,0.0,CS100004,양식
20193,11440565,공덕동,0.0,0.0,0.0,0.0,CS100004,양식
20192,11440565,공덕동,0.0,1.0,0.0,8.3,CS100004,양식
20191,11440565,공덕동,1.0,0.0,7.7,0.0,CS100004,양식
20193,11440585,도화동,0.0,0.0,0.0,0.0,CS100004,양식
20192,11440585,도화동,0.0,1.0,0.0,6.3,CS100004,양식
20191,11440585,도화동,1.0,0.0,5.9,0.0,CS100004,양식
20193,11440590,용강동,1.0,1.0,8.3,8.3,CS100004,양식
20192,11440590,용강동,2.0,2.0,16.7,16.7,CS100004,양식
20191,11440590,용강동,0.0,0.0,0.0,0.0,CS100004,양식
20193,11440600,대흥동,1.0,1.0,6.7,6.7,CS100004,양식
20192,11440600,대흥동,3.0,2.0,18.8,12.5,CS100004,양식
20191,11440600,대흥동,0.0,0.0,0.0,0.0,CS100004,양식
20193,11440610,염리동,1.0,1.0,10.0,10.0,CS100004,양식
20192,11440610,염리동,1.0,0.0,9.1,0.0,CS100004,양식
20191,11440610,염리동,0.0,0.0,0.0,0.0,CS100004,양식
20193,11440630,신수동,0.0,0.0,0.0,0.0,CS100004,양식
20192,11440630,신수동,1.0,0.0,12.5,0.0,CS100004,양식
20191,11440630,신수동,2.0,0.0,20.0,0.0,CS100004,양식
20193,11440655,서강동,4.0,2.0,7.0,3.5,CS100004,양식
20192,11440655,서강동,5.0,1.0,8.2,1.6,CS100004,양식
20191,11440655,서강동,5.0,7.0,8.5,11.9,CS100004,양식
20193,11440660,서교동,18.0,19.0,6.5,6.8,CS100004,양식
20192,11440660,서교동,28.0,13.0,9.6,4.4,CS100004,양식
20191,11440660,서교동,14.0,14.0,4.8,4.8,CS100004,양식
20193,11440680,합정동,2.0,0.0,3.4,0.0,CS100004,양식
20192,11440680,합정동,4.0,4.0,6.8,6.8,CS100004,양식
20191,11440680,합정동,0.0,3.0,0.0,5.4,CS100004,양식
20193,11440690,망원1동,1.0,2.0,2.4,4.9,CS100004,양식
20192,11440690,망원1동,5.0,4.0,11.9,9.5,CS100004,양식
20191,11440690,망원1동,3.0,1.0,6.8,2.3,CS100004,양식
20193,11440700,망원2동,0.0,1.0,0.0,16.7,CS100004,양식
20192,11440700,망원2동,0.0,1.0,0.0,20.0,CS100004,양식
20191,11440700,망원2동,0.0,1.0,0.0,25.0,CS100004,양식
20193,11440710,연남동,5.0,6.0,4.5,5.5,CS100004,양식
20192,11440710,연남동,7.0,5.0,6.3,4.5,CS100004,양식
20191,11440710,연남동,8.0,6.0,7.0,5.3,CS100004,양식
20193,11440720,성산1동,0.0,1.0,0.0,8.3,CS100004,양식
20192,11440720,성산1동,2.0,0.0,14.3,0.0,CS100004,양식
20191,11440720,성산1동,0.0,0.0,0.0,0.0,CS100004,양식
20193,11440730,성산2동,1.0,0.0,16.7,0.0,CS100004,양식
20192,11440730,성산2동,0.0,0.0,0.0,0.0,CS100004,양식
20191,11440730,성산2동,1.0,1.0,16.7,16.7,CS100004,양식
20193,11440740,상암동,4.0,5.0,9.8,12.2,CS100004,양식
20192,11440740,상암동,3.0,4.0,7.5,10.0,CS100004,양식
20191,11440740,상암동,2.0,3.0,5.1,7.7,CS100004,양식
20193,11440555,아현동,1.0,1.0,7.1,7.1,CS100005,제과
20192,11440555,아현동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440555,아현동,0.0,0.0,0.0,0.0,CS100005,제과
20193,11440565,공덕동,2.0,0.0,12.5,0.0,CS100005,제과
20192,11440565,공덕동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440565,공덕동,1.0,1.0,6.3,6.3,CS100005,제과
20193,11440585,도화동,0.0,1.0,0.0,6.3,CS100005,제과
20192,11440585,도화동,1.0,0.0,5.9,0.0,CS100005,제과
20191,11440585,도화동,0.0,0.0,0.0,0.0,CS100005,제과
20193,11440590,용강동,0.0,1.0,0.0,7.1,CS100005,제과
20192,11440590,용강동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440590,용강동,0.0,0.0,0.0,0.0,CS100005,제과
20193,11440600,대흥동,0.0,0.0,0.0,0.0,CS100005,제과
20192,11440600,대흥동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440600,대흥동,2.0,0.0,11.8,0.0,CS100005,제과
20193,11440610,염리동,2.0,0.0,15.4,0.0,CS100005,제과
20192,11440610,염리동,1.0,0.0,7.1,0.0,CS100005,제과
20191,11440610,염리동,0.0,0.0,0.0,0.0,CS100005,제과
20193,11440630,신수동,0.0,0.0,0.0,0.0,CS100005,제과
20192,11440630,신수동,1.0,0.0,8.3,0.0,CS100005,제과
20191,11440630,신수동,0.0,1.0,0.0,9.1,CS100005,제과
20193,11440655,서강동,2.0,3.0,6.7,10.0,CS100005,제과
20192,11440655,서강동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440655,서강동,0.0,3.0,0.0,11.1,CS100005,제과
20193,11440660,서교동,10.0,2.0,8.6,1.7,CS100005,제과
20192,11440660,서교동,4.0,6.0,3.5,5.3,CS100005,제과
20191,11440660,서교동,3.0,4.0,2.7,3.5,CS100005,제과
20193,11440680,합정동,0.0,0.0,0.0,0.0,CS100005,제과
20192,11440680,합정동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440680,합정동,1.0,1.0,4.3,4.3,CS100005,제과
20193,11440690,망원1동,2.0,1.0,8.0,4.0,CS100005,제과
20192,11440690,망원1동,1.0,1.0,4.0,4.0,CS100005,제과
20191,11440690,망원1동,3.0,3.0,12.0,12.0,CS100005,제과
20193,11440700,망원2동,3.0,1.0,16.7,5.6,CS100005,제과
20192,11440700,망원2동,2.0,0.0,10.0,0.0,CS100005,제과
20191,11440700,망원2동,0.0,1.0,0.0,5.3,CS100005,제과
20193,11440710,연남동,4.0,1.0,8.9,2.2,CS100005,제과
20192,11440710,연남동,3.0,0.0,6.3,0.0,CS100005,제과
20191,11440710,연남동,2.0,3.0,4.3,6.4,CS100005,제과
20193,11440720,성산1동,2.0,1.0,15.4,7.7,CS100005,제과
20192,11440720,성산1동,0.0,0.0,0.0,0.0,CS100005,제과
20191,11440720,성산1동,1.0,0.0,7.1,0.0,CS100005,제과
20193,11440730,성산2동,2.0,1.0,12.5,6.3,CS100005,제과
20192,11440730,성산2동,1.0,0.0,5.9,0.0,CS100005,제과
20191,11440730,성산2동,1.0,1.0,5.9,5.9,CS100005,제과
20193,11440740,상암동,2.0,2.0,7.4,7.4,CS100005,제과
20192,11440740,상암동,5.0,2.0,16.7,6.7,CS100005,제과
20191,11440740,상암동,1.0,3.0,3.6,10.7,CS100005,제과
20193,11440555,아현동,1.0,0.0,20.0,0.0,CS100006,패스트푸드
20192,11440555,아현동,2.0,0.0,28.6,0.0,CS100006,패스트푸드
20191,11440555,아현동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20193,11440565,공덕동,0.0,1.0,0.0,7.7,CS100006,패스트푸드
20192,11440565,공덕동,0.0,1.0,0.0,8.3,CS100006,패스트푸드
20191,11440565,공덕동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20193,11440585,도화동,1.0,3.0,8.3,25.0,CS100006,패스트푸드
20192,11440585,도화동,1.0,0.0,7.7,0.0,CS100006,패스트푸드
20191,11440585,도화동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20193,11440590,용강동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20192,11440590,용강동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20191,11440590,용강동,1.0,0.0,11.1,0.0,CS100006,패스트푸드
20193,11440600,대흥동,2.0,1.0,9.5,4.8,CS100006,패스트푸드
20192,11440600,대흥동,0.0,2.0,0.0,10.5,CS100006,패스트푸드
20191,11440600,대흥동,1.0,0.0,5.0,0.0,CS100006,패스트푸드
20193,11440610,염리동,1.0,0.0,10.0,0.0,CS100006,패스트푸드
20192,11440610,염리동,0.0,1.0,0.0,11.1,CS100006,패스트푸드
20191,11440610,염리동,1.0,0.0,10.0,0.0,CS100006,패스트푸드
20193,11440630,신수동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20192,11440630,신수동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20191,11440630,신수동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20193,11440655,서강동,2.0,0.0,11.8,0.0,CS100006,패스트푸드
20192,11440655,서강동,1.0,0.0,5.6,0.0,CS100006,패스트푸드
20191,11440655,서강동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20193,11440660,서교동,7.0,3.0,7.1,3.0,CS100006,패스트푸드
20192,11440660,서교동,7.0,4.0,6.9,3.9,CS100006,패스트푸드
20191,11440660,서교동,6.0,4.0,5.8,3.8,CS100006,패스트푸드
20193,11440680,합정동,3.0,0.0,15.8,0.0,CS100006,패스트푸드
20192,11440680,합정동,1.0,0.0,5.0,0.0,CS100006,패스트푸드
20191,11440680,합정동,1.0,1.0,5.0,5.0,CS100006,패스트푸드
20193,11440690,망원1동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20192,11440690,망원1동,1.0,1.0,5.9,5.9,CS100006,패스트푸드
20191,11440690,망원1동,2.0,2.0,11.8,11.8,CS100006,패스트푸드
20193,11440700,망원2동,2.0,0.0,18.2,0.0,CS100006,패스트푸드
20192,11440700,망원2동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20191,11440700,망원2동,0.0,1.0,0.0,10.0,CS100006,패스트푸드
20193,11440710,연남동,3.0,1.0,12.0,4.0,CS100006,패스트푸드
20192,11440710,연남동,0.0,2.0,0.0,8.7,CS100006,패스트푸드
20191,11440710,연남동,2.0,0.0,8.0,0.0,CS100006,패스트푸드
20193,11440720,성산1동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20192,11440720,성산1동,0.0,1.0,0.0,7.7,CS100006,패스트푸드
20191,11440720,성산1동,1.0,1.0,7.7,7.7,CS100006,패스트푸드
20193,11440730,성산2동,1.0,0.0,11.1,0.0,CS100006,패스트푸드
20192,11440730,성산2동,1.0,1.0,11.1,11.1,CS100006,패스트푸드
20191,11440730,성산2동,2.0,1.0,20.0,10.0,CS100006,패스트푸드
20193,11440740,상암동,1.0,1.0,3.8,3.8,CS100006,패스트푸드
20192,11440740,상암동,1.0,1.0,3.8,3.8,CS100006,패스트푸드
20191,11440740,상암동,4.0,0.0,13.3,0.0,CS100006,패스트푸드
20193,11440555,아현동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440555,아현동,2.0,0.0,14.3,0.0,CS100007,치킨
20191,11440555,아현동,1.0,1.0,7.1,7.1,CS100007,치킨
20193,11440565,공덕동,1.0,0.0,3.7,0.0,CS100007,치킨
20192,11440565,공덕동,0.0,1.0,0.0,3.8,CS100007,치킨
20191,11440565,공덕동,1.0,2.0,4.0,8.0,CS100007,치킨
20193,11440585,도화동,3.0,2.0,13.0,8.7,CS100007,치킨
20192,11440585,도화동,0.0,3.0,0.0,15.0,CS100007,치킨
20191,11440585,도화동,0.0,1.0,0.0,5.3,CS100007,치킨
20193,11440590,용강동,0.0,1.0,0.0,8.3,CS100007,치킨
20192,11440590,용강동,0.0,0.0,0.0,0.0,CS100007,치킨
20191,11440590,용강동,0.0,0.0,0.0,0.0,CS100007,치킨
20193,11440600,대흥동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440600,대흥동,0.0,2.0,0.0,14.3,CS100007,치킨
20191,11440600,대흥동,0.0,1.0,0.0,7.7,CS100007,치킨
20193,11440610,염리동,0.0,1.0,0.0,14.3,CS100007,치킨
20192,11440610,염리동,0.0,1.0,0.0,16.7,CS100007,치킨
20191,11440610,염리동,0.0,0.0,0.0,0.0,CS100007,치킨
20193,11440630,신수동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440630,신수동,2.0,1.0,14.3,7.1,CS100007,치킨
20191,11440630,신수동,0.0,1.0,0.0,7.7,CS100007,치킨
20193,11440655,서강동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440655,서강동,4.0,2.0,21.1,10.5,CS100007,치킨
20191,11440655,서강동,0.0,1.0,0.0,5.6,CS100007,치킨
20193,11440660,서교동,3.0,8.0,4.5,12.1,CS100007,치킨
20192,11440660,서교동,2.0,3.0,3.1,4.6,CS100007,치킨
20191,11440660,서교동,5.0,3.0,7.5,4.5,CS100007,치킨
20193,11440680,합정동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440680,합정동,0.0,0.0,0.0,0.0,CS100007,치킨
20191,11440680,합정동,0.0,1.0,0.0,8.3,CS100007,치킨
20193,11440690,망원1동,2.0,0.0,10.0,0.0,CS100007,치킨
20192,11440690,망원1동,2.0,1.0,9.5,4.8,CS100007,치킨
20191,11440690,망원1동,1.0,1.0,4.8,4.8,CS100007,치킨
20193,11440700,망원2동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440700,망원2동,0.0,0.0,0.0,0.0,CS100007,치킨
20191,11440700,망원2동,0.0,1.0,0.0,5.3,CS100007,치킨
20193,11440710,연남동,1.0,0.0,10.0,0.0,CS100007,치킨
20192,11440710,연남동,0.0,1.0,0.0,11.1,CS100007,치킨
20191,11440710,연남동,0.0,0.0,0.0,0.0,CS100007,치킨
20193,11440720,성산1동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440720,성산1동,0.0,0.0,0.0,0.0,CS100007,치킨
20191,11440720,성산1동,0.0,0.0,0.0,0.0,CS100007,치킨
20193,11440730,성산2동,1.0,0.0,6.3,0.0,CS100007,치킨
20192,11440730,성산2동,0.0,0.0,0.0,0.0,CS100007,치킨
20191,11440730,성산2동,2.0,1.0,11.8,5.9,CS100007,치킨
20193,11440740,상암동,0.0,0.0,0.0,0.0,CS100007,치킨
20192,11440740,상암동,2.0,0.0,8.0,0.0,CS100007,치킨
20191,11440740,상암동,1.0,1.0,4.0,4.0,CS100007,치킨
20193,11440555,아현동,1.0,1.0,4.2,4.2,CS100008,분식
20192,11440555,아현동,1.0,0.0,4.0,0.0,CS100008,분식
20191,11440555,아현동,2.0,2.0,8.0,8.0,CS100008,분식
20193,11440565,공덕동,0.0,1.0,0.0,2.5,CS100008,분식
20192,11440565,공덕동,1.0,0.0,2.4,0.0,CS100008,분식
20191,11440565,공덕동,2.0,2.0,4.9,4.9,CS100008,분식
20193,11440585,도화동,1.0,1.0,2.9,2.9,CS100008,분식
20192,11440585,도화동,3.0,1.0,8.3,2.8,CS100008,분식
20191,11440585,도화동,0.0,1.0,0.0,2.9,CS100008,분식
20193,11440590,용강동,1.0,1.0,4.2,4.2,CS100008,분식
20192,11440590,용강동,1.0,2.0,4.3,8.7,CS100008,분식
20191,11440590,용강동,1.0,0.0,4.2,0.0,CS100008,분식
20193,11440600,대흥동,0.0,0.0,0.0,0.0,CS100008,분식
20192,11440600,대흥동,4.0,4.0,12.5,12.5,CS100008,분식
20191,11440600,대흥동,0.0,0.0,0.0,0.0,CS100008,분식
20193,11440610,염리동,2.0,1.0,8.0,4.0,CS100008,분식
20192,11440610,염리동,2.0,2.0,8.0,8.0,CS100008,분식
20191,11440610,염리동,2.0,4.0,8.7,17.4,CS100008,분식
20193,11440630,신수동,4.0,2.0,18.2,9.1,CS100008,분식
20192,11440630,신수동,2.0,1.0,8.7,4.3,CS100008,분식
20191,11440630,신수동,1.0,2.0,4.5,9.1,CS100008,분식
20193,11440655,서강동,4.0,0.0,11.8,0.0,CS100008,분식
20192,11440655,서강동,3.0,2.0,8.6,5.7,CS100008,분식
20191,11440655,서강동,3.0,3.0,8.6,8.6,CS100008,분식
20193,11440660,서교동,9.0,5.0,5.8,3.2,CS100008,분식
20192,11440660,서교동,6.0,10.0,4.0,6.7,CS100008,분식
20191,11440660,서교동,9.0,14.0,6.2,9.7,CS100008,분식
20193,11440680,합정동,1.0,1.0,3.3,3.3,CS100008,분식
20192,11440680,합정동,0.0,2.0,0.0,7.1,CS100008,분식
20191,11440680,합정동,2.0,2.0,7.1,7.1,CS100008,분식
20193,11440690,망원1동,1.0,2.0,2.6,5.3,CS100008,분식
20192,11440690,망원1동,1.0,3.0,2.8,8.3,CS100008,분식
20191,11440690,망원1동,3.0,2.0,8.1,5.4,CS100008,분식
20193,11440700,망원2동,0.0,1.0,0.0,5.3,CS100008,분식
20192,11440700,망원2동,2.0,0.0,9.5,0.0,CS100008,분식
20191,11440700,망원2동,0.0,1.0,0.0,5.0,CS100008,분식
20193,11440710,연남동,0.0,0.0,0.0,0.0,CS100008,분식
20192,11440710,연남동,1.0,1.0,3.8,3.8,CS100008,분식
20191,11440710,연남동,2.0,1.0,7.4,3.7,CS100008,분식
20193,11440720,성산1동,0.0,0.0,0.0,0.0,CS100008,분식
20192,11440720,성산1동,1.0,4.0,7.1,28.6,CS100008,분식
20191,11440720,성산1동,1.0,2.0,7.7,15.4,CS100008,분식
20193,11440730,성산2동,1.0,1.0,2.6,2.6,CS100008,분식
20192,11440730,성산2동,2.0,2.0,5.1,5.1,CS100008,분식
20191,11440730,성산2동,1.0,0.0,2.5,0.0,CS100008,분식
20193,11440740,상암동,2.0,8.0,4.3,17.4,CS100008,분식
20192,11440740,상암동,2.0,2.0,4.3,4.3,CS100008,분식
20191,11440740,상암동,4.0,4.0,8.7,8.7,CS100008,분식
20193,11440555,아현동,0.0,4.0,0.0,12.9,CS100009,호프
20192,11440555,아현동,1.0,3.0,3.4,10.3,CS100009,호프
