STDR_YYQU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_00_06_FLPOP_CO,TMZON_06_11_FLPOP_CO,TMZON_11_14_FLPOP_CO,TMZON_14_17_FLPOP_CO,TMZON_17_21_FLPOP_CO,TMZON_21_24_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
20191,R,전통시장,3130194,용강동 상점가,528445.0,250182.0,278263.0,72398.0,59454.0,99599.0,105425.0,74463.0,117109.0,103890.0,108832.0,74964.0,74871.0,103304.0,62584.0,76417.0,76561.0,77816.0,77911.0,78215.0,72276.0,69250.0
20191,R,전통시장,3130195,도화동 상점가,2550949.0,1250355.0,1300594.0,246762.0,403837.0,508306.0,449456.0,393779.0,548811.0,510161.0,499308.0,361203.0,356416.0,502293.0,321567.0,364063.0,363404.0,371086.0,382092.0,379137.0,357739.0,333428.0
20191,R,전통시장,3130196,공덕시장,41021.0,19676.0,21345.0,3956.0,6695.0,8548.0,7612.0,6759.0,7451.0,5356.0,8644.0,7708.0,7482.0,8157.0,3673.0,6335.0,6371.0,6503.0,6772.0,6620.0,4559.0,3862.0
20191,R,전통시장,3130197,마포시장,111346.0,53212.0,58132.0,10935.0,17896.0,23165.0,20911.0,18182.0,20257.0,12121.0,23370.0,21684.0,21228.0,23234.0,9708.0,17358.0,17386.0,17721.0,18459.0,18000.0,12060.0,10361.0
20191,R,전통시장,3130198,아현시장,518867.0,225754.0,293113.0,79648.0,68600.0,88553.0,78496.0,82906.0,120664.0,111491.0,104419.0,71366.0,76100.0,97474.0,58016.0,73272.0,72606.0,73480.0,74428.0,73741.0,77545.0,73796.0
20191,A,골목상권,3110144,어린이대공원역 4번,475682.0,225178.0,250504.0,43077.0,210003.0,75903.0,41867.0,44490.0,60343.0,139818.0,101238.0,52083.0,49188.0,71582.0,61772.0,65979.0,66024.0,67106.0,67860.0,67638.0,70966.0,70110.0
20191,A,골목상권,3110148,어린이대공원역 3번,591933.0,299335.0,292599.0,62442.0,233913.0,99103.0,58790.0,56136.0,81551.0,145589.0,118545.0,76594.0,75717.0,97806.0,77682.0,82299.0,84085.0,85004.0,85937.0,84261.0,86214.0,84134.0
20191,A,골목상권,3110285,홍대부중,205091.0,90181.0,114911.0,32431.0,26546.0,30379.0,30553.0,31210.0,53971.0,60603.0,45443.0,23812.0,21211.0,28262.0,25761.0,28976.0,29284.0,29319.0,29342.0,29501.0,28800.0,29870.0
20191,A,골목상권,3110520,경의중앙 신촌역,758388.0,307391.0,450998.0,83958.0,348684.0,106676.0,74481.0,62757.0,81834.0,131932.0,128360.0,103954.0,120035.0,176091.0,98018.0,100211.0,99444.0,103256.0,104974.0,108447.0,122743.0,119316.0
20191,A,골목상권,3110530,아현역 1번,280208.0,119842.0,160367.0,45226.0,44080.0,45546.0,43952.0,43561.0,57841.0,79768.0,58608.0,31251.0,31260.0,42898.0,36422.0,39542.0,39387.0,39724.0,39923.0,40057.0,41073.0,40502.0
20191,A,골목상권,3110532,아현역 2번,462334.0,213768.0,248565.0,58287.0,71740.0,87216.0,80191.0,70443.0,94456.0,73160.0,96538.0,76835.0,78616.0,91890.0,45296.0,70218.0,70349.0,70400.0,72099.0,69160.0,56443.0,53666.0
20191,A,골목상권,3110540,망원나들목체육관,658480.0,320799.0,337681.0,83000.0,90948.0,122504.0,121662.0,97971.0,142397.0,219896.0,151146.0,61408.0,58042.0,81146.0,86840.0,91673.0,92632.0,92374.0,90261.0,90877.0,98370.0,102295.0
20191,A,골목상권,3110542,마포구청역 7번,2053189.0,929614.0,1123575.0,291871.0,321096.0,378002.0,353337.0,268863.0,440019.0,596189.0,435410.0,216091.0,209965.0,315640.0,279894.0,291420.0,291259.0,291909.0,282977.0,288175.0,300898.0,306551.0
20191,A,골목상권,3110545,마포구청역 1번,508725.0,224894.0,283831.0,62816.0,95830.0,94069.0,84142.0,61480.0,110386.0,141172.0,108073.0,56696.0,55340.0,76140.0,71303.0,72103.0,74325.0,73663.0,73743.0,73364.0,71455.0,70072.0
20191,A,골목상권,3110547,KB국민은행 망원동지점,943871.0,427891.0,515977.0,124835.0,144861.0,162472.0,168907.0,125211.0,217584.0,204543.0,179686.0,119657.0,126027.0,187518.0,126441.0,132334.0,133427.0,131647.0,131932.0,131506.0,140612.0,142412.0
20191,A,골목상권,3110548,마포구청역 4번,1327645.0,605336.0,722308.0,168778.0,246130.0,262149.0,238575.0,167494.0,244520.0,323308.0,275016.0,162322.0,159703.0,229687.0,177608.0,180516.0,188419.0,187465.0,191550.0,188929.0,193672.0,197095.0
20191,A,골목상권,3110550,합정역 8번,1941594.0,851632.0,1089961.0,223402.0,407877.0,452193.0,305169.0,225072.0,327881.0,517827.0,387023.0,225524.0,230243.0,325522.0,255454.0,274745.0,275114.0,276021.0,277159.0,282757.0,280882.0,274916.0
20191,A,골목상권,3110554,망원역 1번,1162739.0,514979.0,647758.0,128112.0,231746.0,262467.0,201499.0,122992.0,215922.0,264261.0,230414.0,150636.0,153670.0,213265.0,150493.0,167312.0,164711.0,168835.0,172937.0,170777.0,160697.0,157469.0
20191,A,골목상권,3110555,홍익지구대,275076.0,122877.0,152197.0,26332.0,60070.0,64877.0,46946.0,31132.0,45719.0,54175.0,49909.0,38985.0,42448.0,56535.0,33024.0,39275.0,39243.0,39603.0,40110.0,40845.0,39283.0,36715.0
20191,A,골목상권,3110557,홍대부속여중고앞,964332.0,427652.0,536681.0,131963.0,173446.0,197735.0,168891.0,110767.0,181531.0,270498.0,206584.0,115132.0,111378.0,143946.0,116793.0,137440.0,136389.0,137683.0,139497.0,137083.0,137175.0,139065.0
20191,A,골목상권,3110564,홍대입구역 3번,782067.0,344009.0,438058.0,75242.0,280930.0,154601.0,103566.0,65078.0,102651.0,101877.0,122945.0,114525.0,136703.0,204058.0,101959.0,100988.0,102000.0,106530.0,109251.0,116064.0,131192.0,116042.0
20191,A,골목상권,3110559,성산중학교,885330.0,420594.0,464736.0,85194.0,227119.0,210052.0,130763.0,102490.0,129713.0,208126.0,173387.0,114938.0,115678.0,160699.0,112502.0,122081.0,124113.0,126274.0,125698.0,130416.0,132724.0,124024.0
20191,A,골목상권,3110560,마포FM,882914.0,391343.0,491572.0,124091.0,170841.0,176144.0,146339.0,98858.0,166645.0,263466.0,194092.0,101024.0,93022.0,123729.0,107582.0,127391.0,126622.0,125154.0,126476.0,123910.0,124841.0,128523.0
20191,A,골목상권,3110561,상수역 4번,832610.0,411674.0,420934.0,76702.0,198286.0,178083.0,133875.0,93145.0,152519.0,244426.0,174983.0,89837.0,87893.0,122355.0,113116.0,118135.0,118437.0,118793.0,117947.0,121442.0,119828.0,118028.0
20191,A,골목상권,3110562,연트럴파크(연남동주민센터),1065707.0,465911.0,599796.0,98832.0,270898.0,241121.0,156771.0,112388.0,185699.0,286944.0,200718.0,112973.0,124829.0,190052.0,150192.0,144559.0,144703.0,146829.0,147367.0,153316.0,168386.0,160545.0
20191,A,골목상권,3110563,상수역 3번,190012.0,89386.0,100627.0,23686.0,43971.0,37225.0,29150.0,21377.0,34603.0,50523.0,40206.0,22738.0,22659.0,30056.0,23830.0,26996.0,26925.0,27005.0,26896.0,27258.0,27463.0,27469.0
20191,A,골목상권,3110570,KB국민은행 서강지점,294247.0,129992.0,164254.0,52201.0,31961.0,46768.0,54026.0,40515.0,68775.0,68885.0,63823.0,38086.0,37921.0,49505.0,36028.0,42381.0,42647.0,43190.0,42162.0,41859.0,40766.0,41240.0
20191,A,골목상권,3110565,홍익대,306120.0,143954.0,162165.0,45196.0,124431.0,52326.0,30129.0,21909.0,32130.0,82930.0,65864.0,38627.0,38706.0,46374.0,33620.0,43003.0,42950.0,43437.0,44300.0,43965.0,45093.0,43370.0
20191,A,골목상권,3110569,홍대땡땡거리,931041.0,419303.0,511739.0,124384.0,278728.0,154164.0,112659.0,99750.0,161357.0,216899.0,184546.0,124124.0,126593.0,168412.0,110466.0,127360.0,127017.0,130650.0,132523.0,135587.0,142593.0,135310.0
20191,A,골목상권,3110576,대흥역 3번,1005937.0,482200.0,523737.0,174893.0,198720.0,145591.0,163110.0,122455.0,201168.0,205797.0,204535.0,141462.0,144809.0,191026.0,118308.0,147105.0,146004.0,147198.0,150911.0,142906.0,140594.0,131219.0
20191,A,골목상권,3110571,신수동주민센터,693156.0,307194.0,385963.0,117014.0,78706.0,108717.0,120671.0,94813.0,173237.0,197505.0,147974.0,77107.0,74817.0,105815.0,89940.0,97257.0,98178.0,97417.0,95343.0,95556.0,101981.0,107425.0
20191,A,골목상권,3110572,서강대역 1번,1668693.0,845919.0,822774.0,230910.0,491235.0,240229.0,220703.0,187776.0,297840.0,375104.0,349838.0,230944.0,224185.0,292838.0,195786.0,236993.0,237882.0,242550.0,244327.0,237410.0,238163.0,231369.0
20191,A,골목상권,3110573,신촌역 6번,105852.0,49847.0,56004.0,12128.0,39093.0,16451.0,12192.0,10297.0,15690.0,15351.0,20544.0,18495.0,18694.0,22195.0,10573.0,14774.0,15711.0,15709.0,16132.0,16095.0,14829.0,12601.0
20191,A,골목상권,3110574,서강대학교,108665.0,56111.0,52553.0,16427.0,33929.0,14670.0,13964.0,11517.0,18161.0,14239.0,21278.0,19034.0,20062.0,22830.0,11223.0,16004.0,16382.0,16415.0,16325.0,15612.0,14172.0,13757.0
20191,A,골목상권,3110575,대흥동주민센터,1431751.0,601909.0,829844.0,139770.0,514813.0,218735.0,158768.0,138070.0,261594.0,433072.0,315303.0,164328.0,147083.0,192733.0,179231.0,206291.0,206347.0,210057.0,209431.0,206914.0,198905.0,193805.0
20191,A,골목상권,3110582,이대역 5번,528539.0,227722.0,300818.0,58470.0,176546.0,65458.0,64718.0,70981.0,92368.0,156241.0,121033.0,63727.0,57938.0,69025.0,60574.0,75783.0,75552.0,75958.0,75956.0,74863.0,75080.0,75346.0
20191,A,골목상권,3110577,용강동주민센터,528523.0,238375.0,290148.0,126300.0,52844.0,73925.0,99119.0,63215.0,113120.0,130233.0,108345.0,66525.0,67350.0,92928.0,63143.0,74266.0,73049.0,74075.0,73326.0,74702.0,79355.0,79749.0
20191,A,골목상권,3110578,대흥역 2번,1552593.0,738395.0,814198.0,245533.0,292884.0,226464.0,265900.0,217146.0,304667.0,305124.0,322168.0,223194.0,223568.0,291201.0,187338.0,224237.0,228199.0,228300.0,231181.0,228204.0,212465.0,200006.0
20191,A,골목상권,3110579,마포역 4번,365505.0,174289.0,191215.0,34899.0,51882.0,74143.0,65483.0,54601.0,84498.0,83208.0,78199.0,48338.0,48463.0,63740.0,43559.0,53391.0,52947.0,53345.0,53351.0,53500.0,49873.0,49101.0
20191,A,골목상권,3110581,염리초등학교,146676.0,73358.0,73318.0,17867.0,24382.0,32947.0,29396.0,20150.0,21933.0,23406.0,30508.0,24758.0,24001.0,28660.0,15341.0,21557.0,21817.0,22440.0,23054.0,22554.0,18325.0,16931.0
20191,A,골목상권,3110583,공덕래미안3차아파트,318526.0,150339.0,168186.0,36439.0,44881.0,71585.0,60503.0,46682.0,58435.0,45821.0,66248.0,58126.0,58212.0,61970.0,28148.0,49722.0,49176.0,49870.0,53170.0,49797.0,35366.0,31425.0
20191,A,골목상권,3110584,아현역 4번,139957.0,60290.0,79667.0,21637.0,20587.0,23132.0,21732.0,22303.0,30567.0,34219.0,28655.0,17598.0,18300.0,24231.0,16955.0,19705.0,19507.0,19704.0,19956.0,19916.0,20878.0,20293.0
20191,A,골목상권,3110585,마포경찰서,246338.0,114305.0,132033.0,33315.0,40523.0,52175.0,39766.0,34208.0,46354.0,53416.0,51166.0,33699.0,35316.0,43538.0,29205.0,36384.0,35319.0,35755.0,36363.0,36052.0,33303.0,33163.0
20191,A,골목상권,3110587,공덕동주민센터,722975.0,334108.0,388868.0,98849.0,114621.0,127475.0,121780.0,105736.0,154511.0,191372.0,153098.0,87445.0,85395.0,117539.0,88125.0,101843.0,102110.0,100052.0,100652.0,101994.0,104336.0,111986.0
20191,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),1254641.0,586740.0,667902.0,179082.0,163561.0,175071.0,180872.0,205273.0,350785.0,380029.0,253758.0,126429.0,123869.0,189911.0,180645.0,178558.0,179076.0,177911.0,176535.0,175399.0,181355.0,185807.0
20191,D,발달상권,3120054,어린이대공원역,1420312.0,701145.0,719167.0,145853.0,544587.0,232258.0,148000.0,146250.0,203364.0,357952.0,293908.0,176527.0,171586.0,237109.0,183229.0,197738.0,197952.0,200856.0,202807.0,201593.0,210751.0,208616.0
20191,D,발달상권,3120099,월드컵경기장역(월드컵경기장),10338.0,4715.0,5622.0,1250.0,1631.0,1890.0,1787.0,1357.0,2425.0,876.0,1878.0,1794.0,2116.0,2611.0,1064.0,1337.0,1570.0,1386.0,1377.0,1384.0,1742.0,1540.0
20191,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",7461247.0,3413892.0,4047355.0,812275.0,3476129.0,1041893.0,683424.0,611986.0,835540.0,1158640.0,1147151.0,1087967.0,1235520.0,1860933.0,971038.0,999380.0,994608.0,1030817.0,1074073.0,1141534.0,1192314.0,1028521.0
20191,D,발달상권,3120096,"이화여대(이대역, 이대)",1256624.0,464326.0,792298.0,138498.0,508423.0,177549.0,137565.0,126781.0,167805.0,259672.0,244158.0,176231.0,186408.0,240523.0,149631.0,176411.0,173625.0,178261.0,182306.0,183583.0,187515.0,174923.0
20191,D,발달상권,3120105,상수역(홍대),1283560.0,613342.0,670218.0,171248.0,474248.0,231013.0,155843.0,99347.0,151861.0,276155.0,225000.0,170040.0,177532.0,256817.0,178016.0,175033.0,178121.0,177057.0,183915.0,190809.0,196412.0,182213.0
20191,D,발달상권,3120100,망원역,561785.0,242118.0,319667.0,60724.0,110918.0,122660.0,90126.0,61781.0,115576.0,113167.0,110227.0,76252.0,81751.0,110477.0,69910.0,80531.0,80233.0,81363.0,82483.0,82442.0,79356.0,75378.0
20191,D,발달상권,3120101,합정역,1940798.0,877016.0,1063783.0,159566.0,483747.0,457418.0,311928.0,239456.0,288684.0,311621.0,357917.0,295682.0,309303.0,432806.0,233470.0,267171.0,270871.0,276888.0,285285.0,292214.0,282897.0,265474.0
20191,D,발달상권,3120102,서교동(홍대),2455451.0,1155400.0,1300049.0,246806.0,674911.0,537912.0,405601.0,247979.0,342242.0,421358.0,439174.0,374678.0,415183.0,522081.0,282976.0,344538.0,344904.0,353168.0,367533.0,372436.0,355658.0,317214.0
20191,D,발달상권,3120103,홍대입구역(홍대),5208176.0,2467105.0,2741072.0,733357.0,2199966.0,940928.0,563794.0,324000.0,446130.0,877283.0,684045.0,701539.0,895799.0,1329060.0,720450.0,655282.0,670113.0,683372.0,719081.0,797409.0,919300.0,763618.0
20191,D,발달상권,3120104,연남동(홍대),4886313.0,2175475.0,2710838.0,484029.0,1413723.0,1040852.0,721504.0,460476.0,765728.0,1031949.0,881097.0,635546.0,703178.0,1004216.0,630327.0,667199.0,664204.0,683211.0,696850.0,726185.0,756134.0,692529.0
20191,D,발달상권,3120106,마포역,745634.0,370759.0,374875.0,72809.0,109091.0,158319.0,148681.0,112382.0,144350.0,121412.0,152671.0,120279.0,118848.0,150390.0,82037.0,111764.0,112072.0,114526.0,116765.0,115326.0,92775.0,82405.0
20191,D,발달상권,3120107,공덕역(공덕오거리),1364078.0,660184.0,703893.0,149350.0,221719.0,292131.0,254167.0,209653.0,237058.0,151875.0,281263.0,254668.0,253537.0,294492.0,128243.0,208747.0,207765.0,212476.0,222081.0,215883.0,159076.0,138050.0
20192,D,발달상권,3120054,어린이대공원역,1499776.0,732474.0,767302.0,164648.0,609384.0,239972.0,147717.0,143590.0,194464.0,381335.0,311907.0,186858.0,179904.0,247234.0,192538.0,209178.0,211754.0,214323.0,214038.0,211150.0,220476.0,218857.0
20192,D,발달상권,3120099,월드컵경기장역(월드컵경기장),10683.0,4835.0,5849.0,1497.0,1696.0,1951.0,1822.0,1329.0,2389.0,891.0,1872.0,1814.0,2131.0,2876.0,1098.0,1292.0,1470.0,1336.0,1326.0,1352.0,2125.0,1785.0
20192,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",7194841.0,3182642.0,4012199.0,773668.0,3374807.0,1031645.0,660049.0,586907.0,767765.0,1142606.0,1129700.0,1042772.0,1160728.0,1772998.0,946039.0,955013.0,979457.0,1001323.0,1014489.0,1086926.0,1157989.0,999647.0
20192,D,발달상권,3120096,"이화여대(이대역, 이대)",1264686.0,446046.0,818640.0,141876.0,540422.0,176382.0,130718.0,115577.0,159710.0,261176.0,247701.0,177560.0,184775.0,242270.0,151203.0,177190.0,178607.0,183712.0,184469.0,184809.0,184838.0,171061.0
20192,D,발달상권,3120105,상수역(홍대),1353558.0,640687.0,712871.0,190527.0,532655.0,236218.0,155536.0,95706.0,142917.0,293708.0,241165.0,181254.0,185710.0,265336.0,186385.0,186403.0,191458.0,193028.0,196524.0,199261.0,202093.0,184791.0
20192,D,발달상권,3120100,망원역,561134.0,241473.0,319661.0,63160.0,112859.0,123605.0,91217.0,59412.0,110882.0,116830.0,110427.0,74997.0,79509.0,108962.0,70409.0,80479.0,81405.0,81751.0,81338.0,82335.0,78793.0,75032.0
20192,D,발달상권,3120101,합정역,1894072.0,854443.0,1039630.0,154482.0,459289.0,452937.0,311078.0,229074.0,287214.0,304037.0,357004.0,292405.0,299726.0,413489.0,227413.0,262016.0,274109.0,271250.0,272922.0,283562.0,273116.0,257100.0
20192,D,발달상권,3120102,서교동(홍대),2346625.0,1098015.0,1248610.0,205891.0,636869.0,528926.0,394855.0,245718.0,334367.0,412471.0,428554.0,356611.0,385752.0,489786.0,273451.0,329563.0,340112.0,339942.0,345262.0,355010.0,334585.0,302150.0
20192,D,발달상권,3120103,홍대입구역(홍대),5092495.0,2395815.0,2696679.0,661608.0,2161357.0,957912.0,558527.0,322927.0,430163.0,861235.0,699657.0,707448.0,855052.0,1267438.0,701663.0,643275.0,653824.0,679508.0,703276.0,777151.0,886031.0,749429.0
20192,D,발달상권,3120104,연남동(홍대),4630875.0,2051610.0,2579264.0,405605.0,1375060.0,1031314.0,688940.0,429374.0,700582.0,971695.0,829941.0,603106.0,659893.0,958333.0,607906.0,631099.0,638413.0,649786.0,654669.0,680993.0,718290.0,657627.0
20192,D,발달상권,3120106,마포역,746821.0,366025.0,380796.0,74716.0,110603.0,161377.0,148367.0,109217.0,142541.0,124018.0,153402.0,118565.0,118052.0,149305.0,83479.0,111385.0,115548.0,114963.0,113859.0,115440.0,93184.0,82441.0
20192,D,발달상권,3120107,공덕역(공덕오거리),1420083.0,678070.0,742014.0,161684.0,231328.0,306270.0,264317.0,212738.0,243746.0,155937.0,298572.0,266020.0,262287.0,304348.0,132918.0,216987.0,227998.0,225645.0,222381.0,224221.0,161719.0,141132.0
20192,R,전통시장,3130178,이대 앞 스타트업 상점가,76404.0,18152.0,58252.0,13888.0,34484.0,8632.0,6892.0,5860.0,6648.0,11568.0,15420.0,14248.0,14668.0,13956.0,6544.0,11828.0,12548.0,12772.0,12428.0,11260.0,8320.0,7248.0
20192,R,전통시장,3130175,신촌 상인회(신촌상점가),90689.0,38632.0,52057.0,10138.0,44923.0,12919.0,8070.0,6940.0,7699.0,11794.0,13622.0,14038.0,16948.0,24152.0,10135.0,11820.0,12051.0,12466.0,12477.0,13348.0,15550.0,12977.0
20192,R,전통시장,3130184,마포농수산물시장,26821.0,12517.0,14304.0,3308.0,3424.0,4372.0,4630.0,3737.0,7350.0,2466.0,5382.0,4869.0,5488.0,6387.0,2227.0,3380.0,3531.0,3438.0,3420.0,3538.0,4895.0,4618.0
20192,R,전통시장,3130181,아현가구거리상점가,2779210.0,1322401.0,1456809.0,289441.0,418742.0,556943.0,511697.0,406507.0,595880.0,576227.0,597825.0,417206.0,431915.0,465345.0,290692.0,414977.0,437912.0,435198.0,430926.0,428253.0,324614.0,307327.0
20192,R,전통시장,3130183,상암동상점가,1461533.0,728851.0,732682.0,127755.0,320162.0,371230.0,267729.0,176166.0,198491.0,247037.0,287799.0,232410.0,236097.0,291604.0,166584.0,220103.0,235806.0,228916.0,227237.0,225531.0,174246.0,149694.0
20192,R,전통시장,3130190,홍대소상공인상점가,698058.0,323375.0,374683.0,121187.0,314270.0,103302.0,66859.0,39716.0,52724.0,121242.0,79633.0,87846.0,119053.0,189587.0,100696.0,83699.0,81657.0,86851.0,92084.0,103601.0,135864.0,114304.0
20192,R,전통시장,3130185,망원월드컵시장,270811.0,117496.0,153313.0,36426.0,40852.0,52557.0,46436.0,33309.0,61230.0,61094.0,48275.0,33198.0,36331.0,55448.0,36464.0,37765.0,37675.0,38252.0,38271.0,38573.0,39939.0,40335.0
20192,R,전통시장,3130186,망원시장,304160.0,131936.0,172226.0,34518.0,52026.0,63157.0,47706.0,35736.0,71017.0,80157.0,55589.0,33840.0,36344.0,56486.0,41745.0,42110.0,41808.0,42598.0,42684.0,42414.0,46423.0,46124.0
20192,R,전통시장,3130188,합정시장,62227.0,28106.0,34122.0,5607.0,15515.0,14629.0,9629.0,7196.0,9652.0,8813.0,11679.0,11056.0,9177.0,14405.0,7096.0,8531.0,8965.0,8870.0,8903.0,9439.0,8949.0,8571.0
20192,R,전통시장,3130189,서교시장,105549.0,48488.0,57061.0,19014.0,47660.0,15093.0,9948.0,5972.0,7859.0,18904.0,11549.0,12660.0,17761.0,29056.0,15618.0,12471.0,12018.0,12833.0,13662.0,15512.0,21125.0,17927.0
20192,R,전통시장,3130196,공덕시장,40633.0,19206.0,21428.0,3951.0,6650.0,8607.0,7544.0,6548.0,7333.0,5613.0,8723.0,7494.0,7202.0,7888.0,3712.0,6234.0,6573.0,6597.0,6430.0,6489.0,4467.0,3845.0
20192,R,전통시장,3130191,홍대 걷고싶은 거리,653860.0,283245.0,370615.0,92617.0,260373.0,117865.0,75885.0,45963.0,61156.0,72935.0,86040.0,97652.0,127890.0,184299.0,85044.0,82884.0,84564.0,88208.0,90786.0,100330.0,115330.0,91756.0
20192,R,전통시장,3130193,신수시장,90067.0,39758.0,50308.0,17203.0,9767.0,13226.0,15160.0,12243.0,22467.0,22859.0,19025.0,11129.0,11004.0,14801.0,11248.0,12933.0,12778.0,12774.0,12904.0,12693.0,12859.0,13126.0
20192,R,전통시장,3130194,용강동 상점가,490905.0,228533.0,262373.0,69195.0,55411.0,93123.0,97845.0,67773.0,107561.0,101445.0,101214.0,67964.0,68092.0,93939.0,58251.0,71684.0,72451.0,72142.0,71563.0,72054.0,66388.0,64621.0
20192,R,전통시장,3130195,도화동 상점가,2212649.0,1061017.0,1151632.0,222182.0,355400.0,447432.0,383452.0,331695.0,472485.0,491609.0,429986.0,288161.0,286893.0,419874.0,296126.0,308660.0,317150.0,323358.0,315358.0,320545.0,322887.0,304692.0
20192,R,전통시장,3130197,마포시장,111496.0,52408.0,59088.0,11117.0,17964.0,23425.0,20913.0,17792.0,20285.0,12998.0,23794.0,21267.0,20626.0,22764.0,10049.0,17268.0,18134.0,18087.0,17660.0,17801.0,12014.0,10532.0
20192,R,전통시장,3130198,아현시장,559747.0,244496.0,315251.0,93625.0,72980.0,96257.0,84587.0,86536.0,125762.0,124673.0,113230.0,75177.0,80571.0,103587.0,62510.0,78524.0,79932.0,79734.0,79827.0,80126.0,82573.0,79031.0
