quarter,dong_code,dong_name,golmok_avg_sales,industry_code,industry_name
20192,11440585,도화동,45809892.40909091,CS100003,일식
20191,11440585,도화동,36663397.17391305,CS100003,일식
20193,11440590,용강동,28545735.931034483,CS100003,일식
20192,11440590,용강동,31837797.366666667,CS100003,일식
20191,11440590,용강동,26269575.633333333,CS100003,일식
20193,11440600,대흥동,16157333.25,CS100003,일식
20192,11440600,대흥동,23783987.285714287,CS100003,일식
20191,11440600,대흥동,20416464.166666668,CS100003,일식
20193,11440610,염리동,29675920.333333332,CS100003,일식
20192,11440610,염리동,25707362.692307692,CS100003,일식
20191,11440610,염리동,21440660.5,CS100003,일식
20193,11440630,신수동,,CS100003,일식
20192,11440630,신수동,,CS100003,일식
20191,11440630,신수동,,CS100003,일식
20193,11440655,서강동,22219934.575,CS100003,일식
20192,11440655,서강동,31471374.333333332,CS100003,일식
20191,11440655,서강동,30021512.848484848,CS100003,일식
20193,11440660,서교동,37868796.758139536,CS100003,일식
20192,11440660,서교동,37363007.018779345,CS100003,일식
20191,11440660,서교동,34313154.728971966,CS100003,일식
20193,11440680,합정동,19725535.51111111,CS100003,일식
20192,11440680,합정동,18304706.06122449,CS100003,일식
20191,11440680,합정동,23981133.06521739,CS100003,일식
20193,11440690,망원1동,2109930.347826087,CS100003,일식
20192,11440690,망원1동,2082382.9259259258,CS100003,일식
20191,11440690,망원1동,5727066.583333333,CS100003,일식
20193,11440700,망원2동,,CS100003,일식
20192,11440700,망원2동,,CS100003,일식
20191,11440700,망원2동,,CS100003,일식
20193,11440710,연남동,17926540.770491805,CS100003,일식
20192,11440710,연남동,18048395.366666667,CS100003,일식
20191,11440710,연남동,15862927.0,CS100003,일식
20193,11440720,성산1동,12659711.2,CS100003,일식
20192,11440720,성산1동,9797967.833333334,CS100003,일식
20191,11440720,성산1동,8073538.769230769,CS100003,일식
20193,11440730,성산2동,5379811.235294118,CS100003,일식
20192,11440730,성산2동,6661593.842105263,CS100003,일식
20191,11440730,성산2동,6440836.117647059,CS100003,일식
20193,11440740,상암동,34551274.71666667,CS100003,일식
20192,11440740,상암동,38736363.03333333,CS100003,일식
20191,11440740,상암동,35427269.91803279,CS100003,일식
20193,11440555,아현동,,CS100004,양식
20192,11440555,아현동,,CS100004,양식
20191,11440555,아현동,,CS100004,양식
20193,11440565,공덕동,61076168.583333336,CS100004,양식
20192,11440565,공덕동,60431797.583333336,CS100004,양식
20191,11440565,공덕동,50786683.692307696,CS100004,양식
20193,11440585,도화동,5217848.769230769,CS100004,양식
20192,11440585,도화동,5128204.04,CS100004,양식
20191,11440585,도화동,3510151.925925926,CS100004,양식
20193,11440590,용강동,7108917.944444444,CS100004,양식
20192,11440590,용강동,6090270.0,CS100004,양식
20191,11440590,용강동,6946475.0,CS100004,양식
20193,11440600,대흥동,11853144.833333334,CS100004,양식
20192,11440600,대흥동,11595363.75,CS100004,양식
20191,11440600,대흥동,12709072.384615384,CS100004,양식
20193,11440610,염리동,16154212.9375,CS100004,양식
20192,11440610,염리동,38963149.3125,CS100004,양식
20191,11440610,염리동,62528918.88888889,CS100004,양식
20193,11440630,신수동,12766984.444444444,CS100004,양식
20192,11440630,신수동,10418950.1,CS100004,양식
20191,11440630,신수동,8242516.833333333,CS100004,양식
20193,11440655,서강동,20821211.408450704,CS100004,양식
20192,11440655,서강동,25885773.22972973,CS100004,양식
20191,11440655,서강동,27925961.739726026,CS100004,양식
20193,11440660,서교동,30108952.669902913,CS100004,양식
20192,11440660,서교동,30603474.003076922,CS100004,양식
20191,11440660,서교동,33024355.039634146,CS100004,양식
20193,11440680,합정동,21056619.277777776,CS100004,양식
20192,11440680,합정동,24051922.32142857,CS100004,양식
20191,11440680,합정동,24631859.29090909,CS100004,양식
20193,11440690,망원1동,13151105.148936171,CS100004,양식
20192,11440690,망원1동,12811095.212765958,CS100004,양식
20191,11440690,망원1동,11324167.86,CS100004,양식
20193,11440700,망원2동,,CS100004,양식
20192,11440700,망원2동,,CS100004,양식
20191,11440700,망원2동,,CS100004,양식
20193,11440710,연남동,18607220.63865546,CS100004,양식
20192,11440710,연남동,18182433.97520661,CS100004,양식
20191,11440710,연남동,20870228.056,CS100004,양식
20193,11440720,성산1동,7993999.0,CS100004,양식
20192,11440720,성산1동,8256688.666666667,CS100004,양식
20191,11440720,성산1동,8119556.583333333,CS100004,양식
20193,11440730,성산2동,,CS100004,양식
20192,11440730,성산2동,,CS100004,양식
20191,11440730,성산2동,,CS100004,양식
20193,11440740,상암동,42433241.91071428,CS100004,양식
20192,11440740,상암동,45467283.115384616,CS100004,양식
20191,11440740,상암동,46962386.0,CS100004,양식
20193,11440555,아현동,19337022.4,CS100005,제과
20192,11440555,아현동,19183747.65,CS100005,제과
20191,11440555,아현동,20733835.5,CS100005,제과
20193,11440565,공덕동,35530302.27272727,CS100005,제과
20192,11440565,공덕동,30765252.181818184,CS100005,제과
20191,11440565,공덕동,30883032.454545453,CS100005,제과
20193,11440585,도화동,24600000.0,CS100005,제과
20192,11440585,도화동,23062500.0,CS100005,제과
20191,11440585,도화동,23062500.0,CS100005,제과
20193,11440590,용강동,15603777.692307692,CS100005,제과
20192,11440590,용강동,15802332.384615384,CS100005,제과
20191,11440590,용강동,14433352.076923076,CS100005,제과
20193,11440600,대흥동,44976602.81818182,CS100005,제과
20192,11440600,대흥동,47407373.81818182,CS100005,제과
20191,11440600,대흥동,35908110.538461536,CS100005,제과
20193,11440610,염리동,39032438.13333333,CS100005,제과
20192,11440610,염리동,48581117.1875,CS100005,제과
20191,11440610,염리동,42919446.4375,CS100005,제과
20193,11440630,신수동,30357503.363636363,CS100005,제과
20192,11440630,신수동,31285311.166666668,CS100005,제과
20191,11440630,신수동,31237752.545454547,CS100005,제과
20193,11440655,서강동,29211149.258064516,CS100005,제과
20192,11440655,서강동,28492885.967741936,CS100005,제과
20191,11440655,서강동,30585848.766666666,CS100005,제과
20193,11440660,서교동,26033093.9122807,CS100005,제과
20192,11440660,서교동,25773193.70535714,CS100005,제과
20191,11440660,서교동,26842696.037037037,CS100005,제과
20193,11440680,합정동,15513509.36,CS100005,제과
20192,11440680,합정동,14526671.12,CS100005,제과
20191,11440680,합정동,13289944.73076923,CS100005,제과
20193,11440690,망원1동,16948289.04347826,CS100005,제과
20192,11440690,망원1동,18188416.826086957,CS100005,제과
20191,11440690,망원1동,15677879.576923076,CS100005,제과
20193,11440700,망원2동,47170741.578947365,CS100005,제과
20192,11440700,망원2동,42458041.05,CS100005,제과
20191,11440700,망원2동,43584594.578947365,CS100005,제과
20193,11440710,연남동,6524855.315789473,CS100005,제과
20192,11440710,연남동,5243928.095238095,CS100005,제과
20191,11440710,연남동,5767329.02631579,CS100005,제과
20193,11440720,성산1동,1952048.7692307692,CS100005,제과
20192,11440720,성산1동,1906176.5384615385,CS100005,제과
20191,11440720,성산1동,1945686.642857143,CS100005,제과
20193,11440730,성산2동,27211075.9375,CS100005,제과
20192,11440730,성산2동,26227942.647058822,CS100005,제과
20191,11440730,성산2동,25152105.75,CS100005,제과
20193,11440740,상암동,13498141.875,CS100005,제과
20192,11440740,상암동,33217478.185185187,CS100005,제과
20191,11440740,상암동,37012775.88,CS100005,제과
20193,11440555,아현동,,CS100006,패스트푸드
20192,11440555,아현동,,CS100006,패스트푸드
20191,11440555,아현동,,CS100006,패스트푸드
20193,11440565,공덕동,17424966.90909091,CS100006,패스트푸드
20192,11440565,공덕동,21555432.5,CS100006,패스트푸드
20191,11440565,공덕동,22260183.6,CS100006,패스트푸드
20193,11440585,도화동,12206360.5,CS100006,패스트푸드
20192,11440585,도화동,11611578.083333334,CS100006,패스트푸드
20191,11440585,도화동,12970061.666666666,CS100006,패스트푸드
20193,11440590,용강동,5615468.0,CS100006,패스트푸드
20192,11440590,용강동,5880246.125,CS100006,패스트푸드
20191,11440590,용강동,7001133.8,CS100006,패스트푸드
20193,11440600,대흥동,13950465.444444444,CS100006,패스트푸드
20192,11440600,대흥동,16937614.1875,CS100006,패스트푸드
20191,11440600,대흥동,14871725.823529411,CS100006,패스트푸드
20193,11440610,염리동,5286354.444444444,CS100006,패스트푸드
20192,11440610,염리동,6935366.625,CS100006,패스트푸드
20191,11440610,염리동,6390040.875,CS100006,패스트푸드
20193,11440630,신수동,6026150.4,CS100006,패스트푸드
20192,11440630,신수동,5283753.0,CS100006,패스트푸드
20191,11440630,신수동,5427456.769230769,CS100006,패스트푸드
20193,11440655,서강동,11669374.384615384,CS100006,패스트푸드
20192,11440655,서강동,10723407.642857144,CS100006,패스트푸드
20191,11440655,서강동,9499092.214285715,CS100006,패스트푸드
20193,11440660,서교동,25438771.1372549,CS100006,패스트푸드
20192,11440660,서교동,27389990.942307692,CS100006,패스트푸드
20191,11440660,서교동,25618385.301886793,CS100006,패스트푸드
20193,11440680,합정동,14797691.05263158,CS100006,패스트푸드
20192,11440680,합정동,14686152.157894736,CS100006,패스트푸드
20191,11440680,합정동,12437249.45,CS100006,패스트푸드
20193,11440690,망원1동,46553535.333333336,CS100006,패스트푸드
20192,11440690,망원1동,50964348.85714286,CS100006,패스트푸드
20191,11440690,망원1동,56757571.615384616,CS100006,패스트푸드
20193,11440700,망원2동,13930308.5,CS100006,패스트푸드
20192,11440700,망원2동,13070454.923076924,CS100006,패스트푸드
20191,11440700,망원2동,15856899.25,CS100006,패스트푸드
20193,11440710,연남동,1450692.0588235294,CS100006,패스트푸드
20192,11440710,연남동,1074526.3125,CS100006,패스트푸드
20191,11440710,연남동,1062891.375,CS100006,패스트푸드
20193,11440720,성산1동,47925116.833333336,CS100006,패스트푸드
20192,11440720,성산1동,45768050.63636363,CS100006,패스트푸드
20191,11440720,성산1동,52019768.7,CS100006,패스트푸드
20193,11440730,성산2동,8154404.0,CS100006,패스트푸드
20192,11440730,성산2동,9380057.222222222,CS100006,패스트푸드
20191,11440730,성산2동,8547894.444444444,CS100006,패스트푸드
20193,11440740,상암동,63026451.76923077,CS100006,패스트푸드
20192,11440740,상암동,68881903.11538461,CS100006,패스트푸드
20191,11440740,상암동,65696670.3,CS100006,패스트푸드
20193,11440555,아현동,13398532.461538462,CS100007,치킨
20192,11440555,아현동,11589931.76923077,CS100007,치킨
20191,11440555,아현동,14137455.25,CS100007,치킨
20193,11440565,공덕동,8318611.304347826,CS100007,치킨
20192,11440565,공덕동,10901585.818181818,CS100007,치킨
20191,11440565,공덕동,9624070.652173912,CS100007,치킨
20193,11440585,도화동,25721400.962962963,CS100007,치킨
20192,11440585,도화동,30742697.608695652,CS100007,치킨
20191,11440585,도화동,32034637.56521739,CS100007,치킨
20193,11440590,용강동,19912257.14285714,CS100007,치킨
20192,11440590,용강동,24399421.714285713,CS100007,치킨
20191,11440590,용강동,24397581.0,CS100007,치킨
20193,11440600,대흥동,,CS100007,치킨
20192,11440600,대흥동,,CS100007,치킨
20191,11440600,대흥동,,CS100007,치킨
20193,11440610,염리동,51855989.0,CS100007,치킨
20192,11440610,염리동,77567510.16666667,CS100007,치킨
20191,11440610,염리동,76117208.66666667,CS100007,치킨
20193,11440630,신수동,3648687.0,CS100007,치킨
20192,11440630,신수동,3260736.2,CS100007,치킨
20191,11440630,신수동,3120769.3571428573,CS100007,치킨
20193,11440655,서강동,,CS100007,치킨
20192,11440655,서강동,,CS100007,치킨
20191,11440655,서강동,,CS100007,치킨
20193,11440660,서교동,27961303.592592593,CS100007,치킨
20192,11440660,서교동,28064221.264150944,CS100007,치킨
20191,11440660,서교동,28191360.963636365,CS100007,치킨
20193,11440680,합정동,17719891.818181816,CS100007,치킨
20192,11440680,합정동,17999978.09090909,CS100007,치킨
20191,11440680,합정동,19866505.4,CS100007,치킨
20193,11440690,망원1동,12281803.1875,CS100007,치킨
20192,11440690,망원1동,14373256.777777778,CS100007,치킨
20191,11440690,망원1동,10576362.55,CS100007,치킨
20193,11440700,망원2동,13768890.529411765,CS100007,치킨
20192,11440700,망원2동,20615676.0625,CS100007,치킨
20191,11440700,망원2동,15979599.6875,CS100007,치킨
20193,11440710,연남동,29856963.272727273,CS100007,치킨
20192,11440710,연남동,29964906.2,CS100007,치킨
20191,11440710,연남동,28389777.8,CS100007,치킨
20193,11440720,성산1동,51909676.75,CS100007,치킨
20192,11440720,성산1동,51665679.25,CS100007,치킨
20191,11440720,성산1동,51093674.5,CS100007,치킨
20193,11440730,성산2동,68304300.73333333,CS100007,치킨
20192,11440730,성산2동,65990364.53333333,CS100007,치킨
20191,11440730,성산2동,60657606.9375,CS100007,치킨
20193,11440740,상암동,30618688.333333332,CS100007,치킨
20192,11440740,상암동,25669484.095238097,CS100007,치킨
20191,11440740,상암동,24856853.523809522,CS100007,치킨
20193,11440555,아현동,9865327.133333333,CS100008,분식
20192,11440555,아현동,11890053.35483871,CS100008,분식
20191,11440555,아현동,10419274.5625,CS100008,분식
20193,11440565,공덕동,12411743.613636363,CS100008,분식
20192,11440565,공덕동,12598274.977777777,CS100008,분식
20191,11440565,공덕동,13969031.02173913,CS100008,분식
20193,11440585,도화동,33976586.675,CS100008,분식
20192,11440585,도화동,35863252.97619048,CS100008,분식
20191,11440585,도화동,33364659.707317073,CS100008,분식
20193,11440590,용강동,17274070.2,CS100008,분식
20192,11440590,용강동,21061281.575757574,CS100008,분식
20191,11440590,용강동,23263770.65625,CS100008,분식
20193,11440600,대흥동,9121820.75,CS100008,분식
20192,11440600,대흥동,12247980.483870968,CS100008,분식
20191,11440600,대흥동,11965095.58064516,CS100008,분식
20193,11440610,염리동,12354336.913043479,CS100008,분식
20192,11440610,염리동,13999794.363636363,CS100008,분식
20191,11440610,염리동,15361342.3,CS100008,분식
20193,11440630,신수동,6756360.894736842,CS100008,분식
20192,11440630,신수동,7645593.47368421,CS100008,분식
20191,11440630,신수동,6865144.0,CS100008,분식
20193,11440655,서강동,3920545.238095238,CS100008,분식
20192,11440655,서강동,5934187.380952381,CS100008,분식
20191,11440655,서강동,5337741.790697674,CS100008,분식
20193,11440660,서교동,18100143.19148936,CS100008,분식
20192,11440660,서교동,19376352.508849557,CS100008,분식
20191,11440660,서교동,21708701.18957346,CS100008,분식
20193,11440680,합정동,12318588.260869564,CS100008,분식
20192,11440680,합정동,13491097.261904761,CS100008,분식
20191,11440680,합정동,14016908.146341464,CS100008,분식
20193,11440690,망원1동,19659115.35,CS100008,분식
20192,11440690,망원1동,24389538.743589744,CS100008,분식
20191,11440690,망원1동,25818753.125,CS100008,분식
20193,11440700,망원2동,3564917.6923076925,CS100008,분식
20192,11440700,망원2동,4273016.962962963,CS100008,분식
20191,11440700,망원2동,4770483.814814814,CS100008,분식
20193,11440710,연남동,8550832.366666667,CS100008,분식
20192,11440710,연남동,7637763.848484849,CS100008,분식
20191,11440710,연남동,6581145.75,CS100008,분식
20193,11440720,성산1동,1299352.1304347827,CS100008,분식
20192,11440720,성산1동,1588980.6666666667,CS100008,분식
20191,11440720,성산1동,2364809.4375,CS100008,분식
20193,11440730,성산2동,15432963.697674418,CS100008,분식
20192,11440730,성산2동,16290515.452380951,CS100008,분식
20191,11440730,성산2동,16904454.214285713,CS100008,분식
20193,11440740,상암동,38173980.6984127,CS100008,분식
20192,11440740,상암동,39251427.62903226,CS100008,분식
20191,11440740,상암동,40952309.37096774,CS100008,분식
20193,11440555,아현동,8221832.933333334,CS100009,호프
20192,11440555,아현동,10272671.0625,CS100009,호프
20191,11440555,아현동,9328951.6,CS100009,호프
20193,11440565,공덕동,28552979.959183674,CS100009,호프
20192,11440565,공덕동,30677057.42857143,CS100009,호프
20191,11440565,공덕동,32404177.09090909,CS100009,호프
20193,11440585,도화동,38393632.916666664,CS100009,호프
20192,11440585,도화동,42370743.34042553,CS100009,호프
20191,11440585,도화동,42195143.489795916,CS100009,호프
20193,11440590,용강동,29473909.80952381,CS100009,호프
20192,11440590,용강동,39172537.76923077,CS100009,호프
20191,11440590,용강동,40810328.76923077,CS100009,호프
20193,11440600,대흥동,4559925.176470588,CS100009,호프
20192,11440600,대흥동,5498672.363636363,CS100009,호프
20191,11440600,대흥동,4849371.606060606,CS100009,호프
20193,11440610,염리동,4664890.2,CS100009,호프
20192,11440610,염리동,9051105.57142857,CS100009,호프
20191,11440610,염리동,8537705.714285715,CS100009,호프
20193,11440630,신수동,4597964.090909091,CS100009,호프
20192,11440630,신수동,4656944.7,CS100009,호프
20191,11440630,신수동,5002678.181818182,CS100009,호프
20193,11440655,서강동,19930449.327868853,CS100009,호프
20192,11440655,서강동,23311821.44827586,CS100009,호프
20191,11440655,서강동,22921761.433333334,CS100009,호프
20193,11440660,서교동,39191724.077283375,CS100009,호프
20192,11440660,서교동,39560165.52112676,CS100009,호프
20191,11440660,서교동,43228080.89638554,CS100009,호프
20193,11440680,합정동,14835397.827586208,CS100009,호프
20192,11440680,합정동,16284479.96491228,CS100009,호프
20191,11440680,합정동,17152556.5,CS100009,호프
20193,11440690,망원1동,16949359.722222224,CS100009,호프
20192,11440690,망원1동,15058680.421052631,CS100009,호프
20191,11440690,망원1동,23098770.38235294,CS100009,호프
20193,11440700,망원2동,3664974.9545454546,CS100009,호프
20192,11440700,망원2동,3881096.9545454546,CS100009,호프
20191,11440700,망원2동,3545192.227272727,CS100009,호프
20193,11440710,연남동,14219184.10638298,CS100009,호프
20192,11440710,연남동,14401230.315789474,CS100009,호프
20191,11440710,연남동,16213505.688888889,CS100009,호프
20193,11440720,성산1동,984274.2,CS100009,호프
20192,11440720,성산1동,1259900.0,CS100009,호프
20191,11440720,성산1동,2055687.2222222222,CS100009,호프
20193,11440730,성산2동,2873708.5263157897,CS100009,호프
20192,11440730,성산2동,2882344.736842105,CS100009,호프
20191,11440730,성산2동,2838839.222222222,CS100009,호프
20193,11440740,상암동,58936955.35483871,CS100009,호프
20192,11440740,상암동,60643260.8,CS100009,호프
20191,11440740,상암동,69149447.55172414,CS100009,호프
20193,11440555,아현동,1819255.7837837837,CS100010,커피
20192,11440555,아현동,1750352.2702702703,CS100010,커피
20191,11440555,아현동,10238164.875,CS100010,커피
20193,11440565,공덕동,13636112.418604651,CS100010,커피
20192,11440565,공덕동,15722988.204545455,CS100010,커피
20191,11440565,공덕동,15545840.444444444,CS100010,커피
20193,11440585,도화동,41851856.595744684,CS100010,커피
20192,11440585,도화동,42742127.9,CS100010,커피
20191,11440585,도화동,41922566.98,CS100010,커피
20193,11440590,용강동,7429337.35,CS100010,커피
20192,11440590,용강동,8061013.442622951,CS100010,커피
20191,11440590,용강동,8416468.95,CS100010,커피
20193,11440600,대흥동,11482414.17857143,CS100010,커피
20192,11440600,대흥동,15117133.964285715,CS100010,커피
20191,11440600,대흥동,15213360.129629629,CS100010,커피
20193,11440610,염리동,3573989.964285714,CS100010,커피
20192,11440610,염리동,10131619.862068966,CS100010,커피
20191,11440610,염리동,11530868.225806452,CS100010,커피
20193,11440630,신수동,31293405.423076924,CS100010,커피
20192,11440630,신수동,34311656.6,CS100010,커피
20191,11440630,신수동,30622431.214285713,CS100010,커피
20193,11440655,서강동,12486859.229885057,CS100010,커피
20192,11440655,서강동,17591672.38202247,CS100010,커피
20191,11440655,서강동,14850696.131868131,CS100010,커피
20193,11440660,서교동,23334649.708333332,CS100010,커피
20192,11440660,서교동,22967862.14734774,CS100010,커피
20191,11440660,서교동,25771133.01807229,CS100010,커피
20193,11440680,합정동,47506262.873786405,CS100010,커피
20192,11440680,합정동,45640863.90384615,CS100010,커피
20191,11440680,합정동,44741862.49541284,CS100010,커피
20193,11440690,망원1동,3814884.3733333335,CS100010,커피
20192,11440690,망원1동,4956263.358974359,CS100010,커피
20191,11440690,망원1동,5787085.202531646,CS100010,커피
20193,11440700,망원2동,4710873.054054054,CS100010,커피
20192,11440700,망원2동,4894212.783783784,CS100010,커피
20191,11440700,망원2동,4639988.55,CS100010,커피
20193,11440710,연남동,17901643.31543624,CS100010,커피
20192,11440710,연남동,18277797.267080747,CS100010,커피
20191,11440710,연남동,20852414.13218391,CS100010,커피
20193,11440720,성산1동,10648601.048780488,CS100010,커피
20192,11440720,성산1동,11972624.0,CS100010,커피
20191,11440720,성산1동,12167792.044444444,CS100010,커피
20193,11440730,성산2동,102699444.25,CS100010,커피
20192,11440730,성산2동,49238764.027027026,CS100010,커피
20191,11440730,성산2동,56005133.71052632,CS100010,커피
20193,11440740,상암동,35604752.31007752,CS100010,커피
20192,11440740,상암동,38300878.303030305,CS100010,커피
20191,11440740,상암동,39733329.29323308,CS100010,커피
20202,11440555,아현동,29829967.951612905,CS100001,한식
20201,11440555,아현동,23107004.262295082,CS100001,한식
20194,11440555,아현동,24148238.03100775,CS100001,한식
20202,11440565,공덕동,44578115.462184876,CS100001,한식
20201,11440565,공덕동,35674293.55416667,CS100001,한식
20194,11440565,공덕동,39010242.50833333,CS100001,한식
20202,11440585,도화동,74967851.43502825,CS100001,한식
20201,11440585,도화동,59745109.833333336,CS100001,한식
20194,11440585,도화동,64526802.11731844,CS100001,한식
20202,11440590,용강동,78378312.98086125,CS100001,한식
20201,11440590,용강동,59736155.319248825,CS100001,한식
20194,11440590,용강동,65616623.61792453,CS100001,한식
20202,11440600,대흥동,35911052.308724836,CS100001,한식
20201,11440600,대흥동,27566116.523489933,CS100001,한식
20194,11440600,대흥동,27728026.530201342,CS100001,한식
20202,11440610,염리동,36343965.36486486,CS100001,한식
20201,11440610,염리동,31316253.51948052,CS100001,한식
20194,11440610,염리동,37538310.1392405,CS100001,한식
20202,11440630,신수동,24151009.743589744,CS100001,한식
20201,11440630,신수동,18313125.703703705,CS100001,한식
20194,11440630,신수동,21099749.890243903,CS100001,한식
20202,11440655,서강동,27714105.011363637,CS100001,한식
20201,11440655,서강동,21869473.23121387,CS100001,한식
20194,11440655,서강동,23585422.56,CS100001,한식
20202,11440660,서교동,57558644.6450168,CS100001,한식
20201,11440660,서교동,43629633.2264151,CS100001,한식
20194,11440660,서교동,37977453.357941836,CS100001,한식
20202,11440680,합정동,56539551.43589743,CS100001,한식
20201,11440680,합정동,47040320.116161615,CS100001,한식
20194,11440680,합정동,52658979.75124378,CS100001,한식
20202,11440690,망원1동,37406340.075,CS100001,한식
20201,11440690,망원1동,32893911.042168673,CS100001,한식
20194,11440690,망원1동,36814999.22352941,CS100001,한식
20202,11440700,망원2동,27347275.88695652,CS100001,한식
20201,11440700,망원2동,25729072.98245614,CS100001,한식
