quarter,trdar_code,industry_code,store_count,similar_store_count,open_rate,open_count,close_rate,close_count,franchise_count
20191,3130190,CS100003,9,11,9,1,9,1,2
20191,3120104,CS100003,58,67,2,1,8,5,9
20191,3130190,CS100008,15,15,27,4,7,1,0
20191,3110563,CS100004,1,1,0,0,0,0,0
20191,3110547,CS100009,12,14,0,0,0,0,2
20191,3110565,CS100004,3,3,0,0,0,0,0
20191,3130186,CS100005,3,3,0,0,0,0,0
20191,3110563,CS100007,1,1,0,0,0,0,0
20191,3110576,CS100008,5,7,0,0,0,0,2
20191,3110559,CS100003,5,5,0,0,0,0,0
20191,3110585,CS100006,0,1,100,1,0,0,1
20191,3120094,CS100003,48,56,4,2,7,4,8
20191,3110557,CS100009,5,6,0,0,0,0,1
20191,3120054,CS100004,8,9,11,1,0,0,1
20191,3130193,CS100005,2,2,0,0,0,0,0
20191,3110540,CS100001,6,6,0,0,0,0,0
20191,3110582,CS100010,5,5,20,1,0,0,0
20191,3110285,CS100008,1,1,0,0,0,0,0
20191,3110550,CS100003,12,12,0,0,8,1,0
20191,3110572,CS100004,7,7,0,0,0,0,0
20191,3110578,CS100007,6,9,0,0,0,0,3
20191,3110569,CS100008,3,4,0,0,0,0,1
20191,3110565,CS100007,0,1,0,0,0,0,1
20191,3110545,CS100003,2,3,33,1,0,0,1
20191,3110532,CS100008,1,2,0,0,0,0,1
20191,3120101,CS100001,80,102,7,7,6,6,22
20191,3120096,CS100001,36,39,3,1,5,2,3
20191,3110550,CS100010,26,30,3,1,3,1,4
20191,3110559,CS100004,11,11,0,0,0,0,0
20191,3120096,CS100008,17,23,0,0,0,0,6
20191,3110554,CS100001,13,13,0,0,0,0,0
20191,3120054,CS100003,7,9,11,1,0,0,2
20191,3110575,CS100006,2,2,0,0,0,0,0
20191,3130191,CS100001,68,88,5,4,6,5,20
20191,3130191,CS100003,14,16,0,0,0,0,2
20191,3120100,CS100003,5,6,17,1,17,1,1
20191,3110585,CS100005,1,2,0,0,0,0,1
20191,3120099,CS100006,1,3,0,0,0,0,2
20191,3110583,CS100005,3,3,33,1,0,0,0
20191,3110540,CS100010,5,5,0,0,0,0,0
20191,3110557,CS100003,1,1,0,0,0,0,0
20191,3130195,CS100002,8,10,10,1,0,0,2
20191,3110548,CS100005,0,1,0,0,0,0,1
20191,3110530,CS100009,2,2,50,1,0,0,0
20191,3130190,CS100001,39,47,9,4,15,7,8
20191,3120101,CS100008,17,26,0,0,0,0,9
20191,3120106,CS100009,21,22,0,0,5,1,1
20191,3120101,CS100006,13,21,10,2,0,0,8
20191,3110569,CS100010,22,24,4,1,8,2,2
20191,3110754,CS100001,15,17,0,0,0,0,2
20191,3110547,CS100001,37,41,10,4,2,1,4
20191,3130183,CS100006,2,6,0,0,0,0,4
20191,3130186,CS100002,2,3,0,0,0,0,1
20191,3120101,CS100007,1,5,0,0,20,1,4
20191,3120094,CS100010,81,108,7,7,5,5,27
20191,3130195,CS100003,10,13,8,1,0,0,3
20191,3130178,CS100003,3,3,0,0,0,0,0
20191,3110532,CS100009,9,10,0,0,0,0,1
20191,3110563,CS100010,2,3,0,0,0,0,1
20191,3110548,CS100002,2,2,0,0,0,0,0
20191,3110573,CS100010,1,2,0,0,0,0,1
20191,3120100,CS100010,9,10,20,2,20,2,1
20191,3120096,CS100010,24,35,3,1,0,0,11
20191,3130183,CS100005,6,6,17,1,17,1,0
20191,3120100,CS100004,7,7,14,1,0,0,0
20191,3110576,CS100009,10,12,8,1,8,1,2
20191,3110554,CS100003,4,4,0,0,0,0,0
20191,3110560,CS100008,1,2,0,0,0,0,1
20191,3110573,CS100008,0,1,0,0,0,0,1
20191,3110144,CS100002,1,1,0,0,0,0,0
20191,3110578,CS100004,1,1,0,0,0,0,0
20191,3130183,CS100001,116,131,6,8,5,6,15
20191,3120107,CS100008,10,17,0,0,6,1,7
20191,3110532,CS100001,13,14,0,0,7,1,1
20191,3110577,CS100001,7,8,0,0,0,0,1
20191,3110579,CS100009,2,2,0,0,0,0,0
20191,3120105,CS100007,2,2,0,0,0,0,0
20191,3110587,CS100005,1,1,0,0,0,0,0
20191,3110520,CS100009,8,8,0,0,0,0,0
20191,3120094,CS100001,317,367,4,14,5,18,50
20191,3110520,CS100001,14,14,7,1,7,1,0
20191,3110573,CS100004,0,0,0,0,0,1,0
20191,3120054,CS100009,42,45,2,1,0,0,3
20191,3130194,CS100010,5,6,0,0,0,0,1
20191,3110285,CS100006,3,3,33,1,0,0,0
20191,3110576,CS100007,3,3,0,0,0,0,0
20191,3120104,CS100001,174,183,5,9,6,10,9
20191,3120054,CS100008,15,18,11,2,0,0,3
20191,3130198,CS100001,27,27,0,0,4,1,0
20191,3120094,CS100008,18,29,0,0,14,4,11
20191,3120096,CS100002,3,3,0,0,0,0,0
20191,3110545,CS100002,3,3,0,0,0,0,0
20191,3110557,CS100002,2,2,0,0,0,0,0
20191,3120054,CS100001,54,66,2,1,0,0,12
20191,3130183,CS100010,28,32,6,2,6,2,4
20191,3110550,CS100008,4,4,0,0,25,1,0
20191,3120106,CS100003,8,10,20,2,0,0,2
20191,3130194,CS100003,6,6,0,0,0,0,0
20191,3130186,CS100004,3,4,0,0,0,0,1
20191,3130175,CS100004,2,2,0,0,0,0,0
20191,3110560,CS100004,1,2,0,0,0,0,1
20191,3110545,CS100005,0,1,0,0,0,0,1
20191,3110148,CS100007,0,1,0,0,0,0,1
20191,3120103,CS100009,301,325,5,15,5,15,24
20191,3110148,CS100001,19,21,0,0,0,0,2
20191,3110578,CS100009,5,7,14,1,0,0,2
20191,3130198,CS100008,6,7,14,1,0,0,1
20191,3120099,CS100003,4,5,20,1,0,0,1
20191,3110571,CS100009,0,1,0,0,0,0,1
20191,3130196,CS100001,17,18,6,1,11,2,1
20191,3110569,CS100009,21,23,0,0,0,0,2
20191,3130178,CS100002,4,4,75,3,0,0,0
20191,3130183,CS100007,6,11,0,0,0,0,5
20191,3120107,CS100005,5,13,15,2,0,0,8
20191,3110578,CS100008,16,19,11,2,5,1,3
20191,3110582,CS100009,8,8,13,1,0,0,0
20191,3110564,CS100003,4,5,0,0,0,0,1
20191,3110569,CS100003,5,5,20,1,0,0,0
20191,3120102,CS100003,11,14,7,1,0,0,3
20191,3110548,CS100009,1,1,0,0,0,0,0
20191,3110554,CS100009,6,9,0,0,11,1,3
20191,3130188,CS100001,0,0,0,0,0,1,0
20191,3110148,CS100003,3,3,0,0,0,0,0
20191,3110148,CS100009,7,7,14,1,0,0,0
20191,3110547,CS100003,3,3,0,0,0,0,0
20191,3110562,CS100004,7,8,0,0,13,1,1
20191,3120103,CS100007,8,23,9,2,9,2,15
20191,3120096,CS100004,10,10,0,0,10,1,0
20191,3110569,CS100007,2,7,0,0,0,0,5
20191,3110520,CS100007,0,2,50,1,0,0,2
20191,3110550,CS100004,8,9,11,1,0,0,1
20191,3110542,CS100005,4,5,0,0,0,0,1
20191,3110579,CS100002,1,1,100,1,100,1,0
20191,3110285,CS100003,1,1,0,0,0,0,0
20191,3120054,CS100002,5,5,20,1,0,0,0
20191,3110555,CS100003,0,1,0,0,0,0,1
20191,3110547,CS100006,0,1,0,0,0,0,1
20191,3110532,CS100007,0,2,0,0,0,0,2
20191,3110561,CS100009,20,25,16,4,4,1,5
20191,3120101,CS100003,22,29,7,2,0,0,7
20191,3120104,CS100008,23,25,0,0,4,1,2
20191,3110542,CS100010,11,12,0,0,0,0,1
20191,3130197,CS100008,7,7,0,0,0,0,0
20191,3120101,CS100004,33,43,2,1,2,1,10
20191,3130184,CS100001,15,15,7,1,7,1,0
20191,3120102,CS100005,2,3,0,0,0,0,1
20191,3130175,CS100001,2,2,0,0,100,2,0
20191,3130178,CS100010,5,5,0,0,0,0,0
20191,3110520,CS100006,2,2,0,0,0,0,0
20191,3130198,CS100005,2,2,0,0,0,0,0
20191,3110587,CS100002,2,2,0,0,0,0,0
20191,3110587,CS100007,2,3,0,0,0,0,1
20191,3130184,CS100003,1,1,0,0,0,0,0
20191,3130183,CS100008,8,9,11,1,22,2,1
20191,3110545,CS100010,3,8,13,1,0,0,5
20191,3110570,CS100009,1,1,0,0,0,0,0
20191,3110582,CS100004,1,1,0,0,0,0,0
20191,3110561,CS100006,1,1,0,0,0,0,0
20191,3130178,CS100005,1,1,0,0,0,0,0
20191,3110583,CS100002,1,1,0,0,0,0,0
20191,3120104,CS100009,141,151,6,9,5,8,10
20191,3130189,CS100005,3,3,33,1,0,0,0
20191,3110577,CS100005,2,2,0,0,50,1,0
20191,3130175,CS100010,4,6,0,0,17,1,2
20191,3130186,CS100001,11,12,8,1,8,1,1
20191,3110578,CS100005,4,6,0,0,0,0,2
20191,3110575,CS100008,2,2,0,0,0,0,0
20191,3110571,CS100001,6,7,0,0,0,0,1
20191,3110540,CS100009,0,1,0,0,0,0,1
20191,3110547,CS100002,3,3,0,0,0,0,0
20191,3110563,CS100009,1,1,0,0,0,0,0
20191,3130198,CS100002,1,1,0,0,0,0,0
20191,3130189,CS100008,1,1,0,0,0,0,0
20191,3120105,CS100003,24,28,11,3,7,2,4
20191,3130195,CS100004,9,11,0,0,0,0,2
20191,3110576,CS100006,3,3,0,0,0,0,0
20191,3130185,CS100009,1,1,0,0,0,0,0
20191,3110577,CS100009,4,4,0,0,0,0,0
20191,3130184,CS100005,1,1,0,0,0,0,0
20191,3120103,CS100005,29,36,3,1,0,0,7
20191,3120102,CS100010,45,51,6,3,2,1,6
20191,3110557,CS100004,2,2,0,0,0,0,0
20191,3120096,CS100006,8,12,8,1,17,2,4
20191,3130190,CS100005,4,6,33,2,0,0,2
20191,3130194,CS100007,0,5,0,0,0,0,5
20191,3130188,CS100009,2,3,33,1,0,0,1
20191,3110144,CS100008,2,2,0,0,0,0,0
20191,3110571,CS100007,1,2,0,0,0,0,1
20191,3120102,CS100004,13,14,0,0,7,1,1
20191,3110587,CS100001,14,15,0,0,7,1,1
20191,3130194,CS100001,55,62,2,1,7,4,7
20191,3120096,CS100009,9,9,11,1,0,0,0
20191,3110578,CS100001,38,40,8,3,5,2,2
20191,3110565,CS100005,1,1,0,0,100,1,0
20191,3120099,CS100005,2,4,0,0,0,0,2
20191,3130185,CS100007,0,1,0,0,0,0,1
20191,3130178,CS100006,4,4,25,1,50,2,0
20191,3120105,CS100002,10,11,0,0,0,0,1
20191,3130186,CS100003,2,3,0,0,0,0,1
20191,3110754,CS100010,2,2,0,0,0,0,0
20191,3130195,CS100006,1,4,25,1,0,0,3
20191,3120103,CS100001,262,308,7,20,10,30,46
20191,3110562,CS100010,37,38,8,3,11,4,1
20191,3130183,CS100004,11,11,27,3,36,4,0
20191,3130190,CS100007,3,3,33,1,67,2,0
20191,3110545,CS100008,0,3,0,0,33,1,3
20191,3110561,CS100004,8,8,13,1,13,1,0
20191,3110572,CS100006,2,2,0,0,0,0,0
20191,3110530,CS100001,7,7,14,1,0,0,0
20191,3110561,CS100005,1,1,0,0,0,0,0
20191,3110579,CS100008,1,1,0,0,0,0,0
20191,3110559,CS100006,1,1,100,1,0,0,0
20191,3110754,CS100009,8,10,10,1,0,0,2
20191,3120106,CS100002,6,7,14,1,14,1,1
20191,3130191,CS100010,43,52,8,4,0,0,9
20191,3110575,CS100001,9,9,0,0,0,0,0
20191,3110144,CS100003,2,2,0,0,0,0,0
20191,3110575,CS100002,1,1,0,0,0,0,0
20191,3120094,CS100006,16,34,9,3,3,1,18
20191,3110560,CS100007,0,1,0,0,0,0,1
20191,3110573,CS100009,2,3,0,0,0,0,1
20191,3110557,CS100007,1,3,0,0,0,0,2
20191,3110564,CS100007,2,4,0,0,0,0,2
20191,3110555,CS100005,1,1,0,0,0,0,0
20191,3120102,CS100009,25,28,0,0,0,0,3
20191,3120101,CS100010,44,68,4,3,3,2,24
20191,3110562,CS100002,5,5,0,0,0,0,0
20191,3110573,CS100001,4,4,0,0,0,0,0
20191,3120106,CS100010,23,32,3,1,0,0,9
20191,3110554,CS100004,5,6,17,1,0,0,1
20191,3120099,CS100001,3,7,0,0,0,0,4
20191,3110570,CS100006,0,1,0,0,0,0,1
20191,3110561,CS100007,1,1,0,0,0,0,0
20191,3130193,CS100009,1,1,0,0,0,0,0
20191,3130198,CS100010,3,3,0,0,0,0,0
20191,3120094,CS100005,11,19,5,1,0,0,8
20191,3110572,CS100008,9,10,20,2,0,0,1
20191,3110532,CS100004,1,1,0,0,0,0,0
20191,3120104,CS100010,151,167,10,16,3,5,16
20191,3110754,CS100008,4,4,0,0,25,1,0
20191,3130183,CS100003,27,27,4,1,15,4,0
20191,3110559,CS100001,16,19,16,3,5,1,3
20191,3120106,CS100006,2,7,0,0,0,0,5
20191,3130190,CS100010,19,23,13,3,4,1,4
20191,3130183,CS100002,9,11,9,1,0,0,2
20191,3110547,CS100008,1,4,0,0,25,1,3
20191,3110548,CS100004,1,1,0,0,0,0,0
20191,3110572,CS100003,3,3,67,2,33,1,0
20191,3110545,CS100007,1,3,0,0,0,0,2
20191,3110548,CS100008,1,2,0,0,0,0,1
20191,3110550,CS100006,2,2,0,0,0,0,0
20191,3130185,CS100008,1,1,0,0,0,0,0
20191,3120104,CS100004,113,123,5,6,4,5,10
20191,3120103,CS100003,81,102,4,4,3,3,21
20191,3110285,CS100005,3,4,25,1,25,1,1
20191,3110548,CS100001,17,19,5,1,0,0,2
20191,3110569,CS100006,4,5,0,0,0,0,1
20191,3110564,CS100008,5,6,0,0,0,0,1
20191,3130178,CS100008,3,4,25,1,0,0,1
20191,3120105,CS100001,74,83,1,1,6,5,9
20191,3130197,CS100001,25,26,0,0,4,1,1
20191,3130178,CS100001,9,11,0,0,9,1,2
20191,3120106,CS100001,56,61,10,6,5,3,5
20191,3110572,CS100009,10,10,0,0,10,1,0
20191,3130191,CS100005,4,6,17,1,0,0,2
20191,3110545,CS100004,2,3,33,1,0,0,1
20191,3110579,CS100010,2,2,0,0,0,0,0
20191,3120054,CS100010,16,26,0,0,8,2,10
20191,3120094,CS100009,223,249,4,10,5,13,26
20191,3130191,CS100002,5,11,9,1,0,0,6
20191,3120102,CS100001,77,81,4,3,6,5,4
20191,3120101,CS100005,16,27,4,1,7,2,11
20191,3120100,CS100009,10,12,0,0,0,0,2
20191,3110575,CS100010,3,3,0,0,0,0,0
20191,3110285,CS100009,5,6,0,0,0,0,1
20191,3110554,CS100008,1,1,0,0,0,0,0
20191,3120054,CS100005,3,7,0,0,0,0,4
20191,3110583,CS100008,0,1,0,0,0,0,1
20191,3110545,CS100009,3,4,0,0,0,0,1
20191,3110532,CS100005,2,3,0,0,0,0,1
20191,3110148,CS100010,11,15,7,1,0,0,4
20191,3110577,CS100004,1,1,0,0,0,0,0
20191,3130186,CS100009,3,3,0,0,0,0,0
20191,3110584,CS100001,0,1,0,0,0,0,1
20191,3110573,CS100007,0,1,0,0,0,0,1
20191,3110574,CS100001,1,1,0,0,100,1,0
20191,3110547,CS100010,7,8,0,0,13,1,1
20191,3130185,CS100005,1,2,0,0,50,1,1
20191,3110587,CS100009,14,14,0,0,14,2,0
20191,3110569,CS100004,11,11,0,0,0,0,0
20191,3110520,CS100004,1,4,0,0,0,0,3
20191,3130194,CS100005,1,2,0,0,0,0,1
20191,3110585,CS100010,3,3,0,0,0,0,0
20191,3110542,CS100002,5,5,0,0,0,0,0
20191,3130196,CS100010,1,4,0,0,0,0,3
20191,3110559,CS100007,1,1,0,0,0,0,0
20191,3110575,CS100007,0,1,0,0,0,0,1
20191,3110548,CS100007,0,2,0,0,0,0,2
20191,3130195,CS100001,116,125,6,7,5,6,9
20191,3120102,CS100008,8,9,0,0,0,0,1
20191,3110576,CS100001,27,28,7,2,7,2,1
20191,3110540,CS100003,2,2,0,0,0,0,0
20191,3110559,CS100002,1,1,0,0,0,0,0
20191,3110574,CS100004,1,1,0,0,0,0,0
20191,3120102,CS100002,14,14,7,1,7,1,0
20191,3110564,CS100010,17,18,33,6,6,1,1
20191,3110564,CS100004,18,18,11,2,6,1,0
20191,3110583,CS100001,5,6,0,0,0,0,1
20191,3120104,CS100007,6,14,0,0,0,0,8
20191,3110579,CS100007,2,3,33,1,0,0,1
20191,3130189,CS100010,2,3,0,0,0,0,1
20191,3110532,CS100006,1,1,0,0,0,0,0
20191,3130195,CS100005,6,8,0,0,13,1,2
20191,3110559,CS100009,14,14,7,1,14,2,0
20191,3130183,CS100009,40,47,4,2,0,0,7
20191,3120107,CS100004,10,11,18,2,0,0,1
20191,3130197,CS100010,2,2,0,0,0,0,0
20191,3130190,CS100006,0,1,0,0,0,0,1
20191,3110564,CS100002,3,4,75,3,0,0,1
20191,3110576,CS100004,4,4,0,0,0,0,0
20191,3130194,CS100009,19,21,5,1,10,2,2
20191,3120100,CS100008,7,7,0,0,14,1,0
20191,3130195,CS100007,5,11,9,1,18,2,6
20191,3110572,CS100010,14,17,6,1,12,2,3
20191,3110577,CS100010,0,2,0,0,0,0,2
20191,3110571,CS100010,5,5,0,0,0,0,0
20191,3110578,CS100002,5,5,0,0,0,0,0
20191,3110562,CS100003,5,5,40,2,0,0,0
20191,3130185,CS100002,2,2,0,0,0,0,0
20191,3110285,CS100004,1,1,0,0,0,0,0
20191,3120105,CS100009,47,53,2,1,6,3,6
20191,3110571,CS100005,2,2,0,0,0,0,0
20191,3110584,CS100009,8,8,0,0,38,3,0
20191,3110579,CS100006,1,1,0,0,200,2,0
20192,3110562,CS100001,11,11,9,1,9,1,0
20192,3120103,CS100006,35,46,7,3,7,3,11
20192,3110144,CS100001,5,7,0,0,0,0,2
20192,3130190,CS100004,17,20,5,1,0,0,3
20192,3130191,CS100008,12,18,0,0,6,1,6
20192,3110569,CS100005,4,6,0,0,0,0,2
20192,3110570,CS100001,4,4,0,0,0,0,0
20192,3110561,CS100008,2,2,0,0,0,0,0
20192,3120104,CS100002,31,31,7,2,0,0,0
20192,3110550,CS100007,1,5,0,0,0,0,4
20192,3110548,CS100003,2,2,0,0,0,0,0
20192,3120099,CS100010,4,6,0,0,0,0,2
20192,3130196,CS100008,1,2,0,0,0,0,1
20192,3110550,CS100009,28,31,0,0,13,4,3
20192,3110576,CS100002,1,1,0,0,100,1,0
20192,3110545,CS100001,21,26,8,2,4,1,5
20192,3110754,CS100005,2,2,0,0,0,0,0
20192,3120099,CS100008,6,9,0,0,0,0,3
20192,3110581,CS100001,1,2,0,0,0,0,1
20192,3110562,CS100008,4,4,0,0,0,0,0
20192,3120103,CS100004,132,144,8,11,6,8,12
20192,3110554,CS100010,20,20,10,2,5,1,0
20192,3110564,CS100001,17,17,6,1,0,0,0
20192,3120107,CS100010,23,36,3,1,3,1,13
20192,3130196,CS100003,0,0,0,0,0,1,0
20192,3110565,CS100004,3,3,0,0,0,0,0
20192,3110570,CS100004,1,1,0,0,0,0,0
20192,3120099,CS100004,1,2,0,0,0,0,1
20192,3110542,CS100009,6,7,0,0,0,0,1
20192,3110562,CS100005,10,11,0,0,0,0,1
20192,3110563,CS100007,1,1,0,0,0,0,0
20192,3110548,CS100010,5,5,0,0,20,1,0
20192,3110532,CS100002,1,1,0,0,0,0,0
20192,3120104,CS100003,59,69,9,6,6,4,10
20192,3130190,CS100008,14,14,0,0,7,1,0
20192,3110559,CS100010,30,32,13,4,6,2,2
20192,3110574,CS100010,3,3,0,0,0,0,0
20192,3110582,CS100008,4,5,20,1,0,0,1
20192,3130181,CS100006,0,2,0,0,0,0,2
20192,3110144,CS100006,1,2,0,0,0,0,1
20192,3130195,CS100009,55,62,0,0,3,2,7
20192,3110547,CS100009,12,14,0,0,0,0,2
20192,3110587,CS100008,3,3,0,0,0,0,0
20192,3130197,CS100007,2,4,0,0,0,0,2
20192,3130186,CS100005,3,3,0,0,0,0,0
20192,3110572,CS100007,2,2,0,0,0,0,0
20192,3110557,CS100006,4,5,0,0,0,0,1
20192,3110532,CS100010,4,4,0,0,0,0,0
20192,3110530,CS100010,1,2,0,0,0,0,1
20192,3130197,CS100009,10,10,10,1,0,0,0
20192,3120102,CS100006,3,5,0,0,0,0,2
20192,3120102,CS100007,2,5,0,0,20,1,3
20192,3110582,CS100007,1,3,0,0,0,0,2
20192,3130184,CS100008,5,5,20,1,20,1,0
20192,3110585,CS100006,0,1,0,0,0,0,1
20192,3120107,CS100006,3,11,9,1,0,0,8
20192,3130190,CS100003,8,10,0,0,10,1,2
20192,3130195,CS100008,15,22,5,1,5,1,7
20192,3110561,CS100010,15,15,0,0,0,0,0
20192,3110563,CS100004,1,1,0,0,0,0,0
20192,3110564,CS100005,5,5,20,1,0,0,0
20192,3120101,CS100002,9,12,8,1,8,1,3
20192,3110576,CS100008,6,8,13,1,0,0,2
20192,3110550,CS100002,8,9,22,2,0,0,1
20192,3110559,CS100003,6,6,17,1,0,0,0
20192,3110547,CS100007,3,6,0,0,0,0,3
20192,3110561,CS100003,3,3,0,0,67,2,0
20192,3110587,CS100003,2,5,0,0,0,0,3
20192,3120105,CS100006,4,7,14,1,0,0,3
20192,3110570,CS100010,4,4,0,0,0,0,0
20192,3110578,CS100006,0,8,0,0,13,1,8
20192,3110754,CS100006,1,2,0,0,0,0,1
20192,3110530,CS100003,1,1,0,0,0,0,0
20192,3120096,CS100001,38,42,10,4,2,1,4
20192,3110573,CS100008,0,1,100,1,100,1,1
20192,3120096,CS100010,26,40,13,5,0,0,14
20192,3110550,CS100003,13,13,8,1,0,0,0
20192,3110578,CS100007,4,6,0,0,50,3,2
20192,3120107,CS100008,11,18,6,1,0,0,7
20192,3110560,CS100008,1,2,0,0,0,0,1
20192,3130178,CS100003,4,4,25,1,0,0,0
20192,3110532,CS100009,9,10,0,0,0,0,1
20192,3110548,CS100002,2,2,0,0,0,0,0
20192,3110573,CS100010,2,4,50,2,0,0,2
20191,3120103,CS100002,33,37,14,5,3,1,4
20191,3120105,CS100005,18,19,11,2,11,2,1
20191,3110540,CS100006,1,1,0,0,0,0,0
20191,3130185,CS100010,6,8,0,0,0,0,2
20191,3130186,CS100006,1,2,0,0,0,0,1
20191,3110571,CS100008,6,6,17,1,17,1,0
20191,3110520,CS100005,1,1,0,0,0,0,0
20191,3110565,CS100008,1,1,100,1,0,0,0
20191,3120103,CS100010,175,213,6,12,5,11,38
20191,3120100,CS100005,4,6,0,0,0,0,2
20191,3110542,CS100003,2,2,0,0,50,1,0
20191,3110565,CS100009,1,1,0,0,100,1,0
20191,3110550,CS100005,5,5,0,0,0,0,0
20191,3110582,CS100005,2,3,33,1,0,0,1
20191,3120100,CS100007,1,1,0,0,0,0,0
20191,3110564,CS100009,19,20,5,1,5,1,1
20191,3120107,CS100001,55,68,4,3,6,4,13
20191,3110561,CS100001,17,17,0,0,6,1,0
20191,3110579,CS100001,9,9,0,0,11,1,0
20191,3120104,CS100005,35,44,5,2,2,1,9
20191,3130191,CS100006,9,12,25,3,0,0,3
20191,3130181,CS100009,2,3,0,0,0,0,1
20191,3110587,CS100010,4,6,0,0,0,0,2
20191,3130175,CS100008,0,1,0,0,0,0,1
20191,3110560,CS100002,2,2,0,0,0,0,0
20191,3110559,CS100005,2,2,0,0,0,0,0
20191,3120106,CS100007,3,3,0,0,33,1,0
20191,3120054,CS100006,4,13,8,1,0,0,9
20191,3110555,CS100010,4,4,25,1,0,0,0
20191,3120054,CS100007,1,6,0,0,0,0,5
20191,3110573,CS100006,1,2,0,0,0,0,1
20191,3110285,CS100010,6,6,0,0,0,0,0
20191,3110581,CS100002,1,1,0,0,0,0,0
20191,3110572,CS100005,4,5,0,0,0,0,1
20191,3120105,CS100004,30,30,10,3,3,1,0
20191,3110144,CS100010,10,11,18,2,0,0,1
20191,3130194,CS100002,4,4,0,0,0,0,0
20191,3120094,CS100002,32,41,5,2,0,0,9
20191,3110576,CS100003,1,1,0,0,0,0,0
20191,3120096,CS100007,4,4,0,0,0,0,0
20191,3110557,CS100010,8,8,0,0,0,0,0
20191,3110520,CS100008,3,6,0,0,0,0,3
20191,3130198,CS100003,1,1,0,0,0,0,0
20191,3110754,CS100003,1,1,0,0,0,0,0
20191,3110540,CS100008,1,1,0,0,0,0,0
20191,3130178,CS100004,1,1,0,0,0,0,0
20191,3130191,CS100009,57,63,5,3,5,3,6
20191,3110555,CS100001,9,10,0,0,10,1,1
20191,3110148,CS100006,3,7,0,0,0,0,4
20191,3130198,CS100007,3,4,0,0,0,0,1
20191,3110563,CS100008,1,1,0,0,0,0,0
20191,3110585,CS100008,1,2,0,0,0,0,1
20191,3130194,CS100004,2,2,0,0,0,0,0
20191,3110754,CS100007,0,2,0,0,0,0,2
20191,3110581,CS100010,2,2,0,0,0,0,0
20191,3110560,CS100003,1,1,0,0,0,0,0
20191,3120100,CS100001,20,23,0,0,9,2,3
20191,3110542,CS100006,1,2,0,0,0,0,1
20191,3130175,CS100005,0,1,100,1,100,1,1
20191,3110557,CS100005,5,6,0,0,0,0,1
20191,3130175,CS100007,1,1,0,0,0,0,0
20191,3110545,CS100006,1,2,0,0,0,0,1
20191,3110148,CS100002,3,3,0,0,0,0,0
20191,3120106,CS100004,3,4,0,0,25,1,1
20191,3120094,CS100004,56,67,6,4,5,3,11
20191,3110557,CS100008,7,8,0,0,0,0,1
20191,3110563,CS100001,4,4,0,0,0,0,0
20191,3130186,CS100007,4,5,0,0,0,0,1
20191,3110570,CS100008,2,2,0,0,0,0,0
