dong_code,quarter,day_of_week,time_zone,mean_pop
11440555,20211,0,2,26738.502123076927
11440555,20212,0,2,25868.356807692307
11440555,20213,0,2,23271.747753846154
11440555,20214,0,2,22649.20323076923
11440555,20221,0,2,22786.858569230768
11440555,20222,0,2,23353.45666153846
11440555,20223,0,2,22297.973269230766
11440555,20224,0,2,22522.341407692307
11440555,20231,0,2,24103.155123076922
11440555,20232,0,2,24636.209123076926
11440555,20233,0,2,25342.484276923078
11440555,20234,0,2,25513.37330769231
11440555,20241,0,2,26559.06916153846
11440555,20242,0,2,28567.282746153847
11440555,20243,0,2,25981.10032857143
11440555,20244,0,2,26265.963223076924
11440555,20251,0,2,26163.42418461538
11440555,20252,0,2,26673.27773846154
11440555,20253,0,2,27951.93161538462
11440555,20254,0,2,28729.968515384615
11440555,20261,0,2,28887.3670875
11440555,20191,0,3,26211.3655
11440555,20192,0,3,26970.637146153844
11440555,20193,0,3,27443.16992857143
11440555,20194,0,3,27265.15908461538
11440555,20201,0,3,27507.03528888889
11440555,20202,0,3,27522.732238461536
11440555,20203,0,3,27713.34113076923
11440555,20204,0,3,27957.330299999998
11440555,20211,0,3,26785.677869230767
11440555,20212,0,3,25892.121984615384
11440555,20213,0,3,23304.12969230769
11440555,20214,0,3,22755.916169230768
11440555,20221,0,3,22852.44156153846
11440555,20222,0,3,23315.26867692308
11440555,20223,0,3,22242.496984615384
11440555,20224,0,3,22384.922907692307
11440555,20231,0,3,23981.367915384613
11440555,20232,0,3,24699.74823846154
11440555,20233,0,3,25410.192784615385
11440555,20234,0,3,25628.0452
11440555,20241,0,3,26664.649269230766
11440555,20242,0,3,28740.76146153846
11440555,20243,0,3,26101.886949999996
11440555,20244,0,3,26444.82699230769
11440555,20251,0,3,26351.449223076925
11440555,20252,0,3,26837.13370769231
11440555,20253,0,3,28192.958076923078
11440555,20254,0,3,28802.160869230767
11440555,20261,0,3,29110.703525
11440555,20191,0,4,26339.414875000002
11440555,20192,0,4,27136.42059230769
11440555,20193,0,4,27593.545385714282
11440555,20194,0,4,27335.819453846154
11440555,20201,0,4,27617.934066666665
11440555,20202,0,4,27665.494884615382
11440555,20203,0,4,27784.856084615385
11440555,20204,0,4,28097.128653846154
11440555,20211,0,4,26869.90135384615
11440555,20212,0,4,25970.824015384616
11440555,20213,0,4,23310.76882307692
11440555,20214,0,4,22829.239192307694
11440555,20221,0,4,23002.45743076923
11440555,20222,0,4,23539.34803076923
11440555,20223,0,4,22426.129207692305
11440555,20224,0,4,22552.258276923076
11440555,20231,0,4,24280.00410769231
11440555,20232,0,4,24829.462130769232
11440555,20233,0,4,25536.297938461536
11440555,20234,0,4,25742.749415384613
11440555,20241,0,4,26988.683476923077
11440555,20242,0,4,28971.927830769233
11440555,20243,0,4,26216.057842857143
11440555,20244,0,4,26575.908184615386
11440555,20251,0,4,26490.695569230767
11440555,20252,0,4,27009.98733846154
11440555,20253,0,4,28496.167415384614
11440555,20254,0,4,29037.45416923077
11440555,20261,0,4,29319.0894375
11440555,20191,0,5,26422.634149999998
11440555,20192,0,5,27278.267276923078
11440555,20193,0,5,27844.597021428573
11440555,20194,0,5,27596.796907692307
11440555,20201,0,5,27779.374222222224
11440555,20202,0,5,27806.429446153845
11440555,20203,0,5,27999.14086923077
11440555,20204,0,5,28331.13483846154
11440555,20211,0,5,27147.98949230769
11440555,20212,0,5,26228.740546153844
11440555,20213,0,5,23717.270446153845
11440555,20214,0,5,23164.111261538463
11440555,20221,0,5,23491.014823076923
11440555,20222,0,5,24005.565676923077
11440555,20223,0,5,22952.854815384613
11440555,20224,0,5,23082.940530769232
11440555,20231,0,5,24837.505246153843
11440555,20232,0,5,25312.933315384613
11440555,20233,0,5,25819.58793076923
11440555,20234,0,5,25888.90393846154
11440555,20241,0,5,27414.162323076922
11440555,20242,0,5,28983.306999999997
11440555,20243,0,5,26322.86775714286
11440555,20244,0,5,26992.102269230767
11440555,20251,0,5,26943.354346153847
11440555,20252,0,5,27611.263353846152
11440555,20253,0,5,29209.824746153845
11440555,20254,0,5,29571.647507692305
11440555,20261,0,5,29735.3119875
11440555,20191,0,6,26562.277425
11440555,20192,0,6,27403.689115384615
11440555,20193,0,6,28299.81245
11440555,20194,0,6,28034.020661538463
11440555,20201,0,6,28066.192144444445
11440555,20202,0,6,28142.899776923077
11440555,20203,0,6,28385.744907692308
11440555,20204,0,6,28854.06523076923
11440555,20211,0,6,27611.750276923078
11440555,20212,0,6,26787.014115384613
11440555,20213,0,6,24609.562853846153
11440555,20214,0,6,24181.84063076923
11440555,20221,0,6,24492.92709230769
11440555,20222,0,6,25041.533953846156
11440555,20223,0,6,24118.424907692308
11440555,20224,0,6,24207.847123076925
11440555,20231,0,6,25751.63917692308
11440555,20232,0,6,26255.42436153846
11440555,20233,0,6,26744.355246153842
11440555,20234,0,6,26321.893492307692
11440555,20241,0,6,27965.926076923075
11440555,20242,0,6,29255.51273076923
11440555,20243,0,6,26708.488742857146
11440555,20244,0,6,27545.657353846156
11440555,20251,0,6,27500.663715384613
11440555,20252,0,6,28394.702084615383
11440555,20253,0,6,29684.216484615386
11440555,20254,0,6,29920.441376923078
11440555,20261,0,6,30217.1152125
11440555,20191,0,7,27314.0128
11440555,20192,0,7,28512.24576923077
11440555,20193,0,7,29211.83101428571
11440555,20194,0,7,28705.53163076923
11440555,20201,0,7,28731.221555555556
11440555,20202,0,7,28847.31786153846
11440555,20203,0,7,29125.78386923077
11440555,20204,0,7,29672.785123076923
11440555,20211,0,7,28532.424946153846
11440555,20212,0,7,27954.558953846157
11440555,20213,0,7,26223.892884615383
11440555,20214,0,7,25923.563415384615
11440555,20221,0,7,26096.540584615388
11440555,20222,0,7,26817.130653846154
11440555,20223,0,7,25686.614776923074
11440555,20224,0,7,25676.4488
11440555,20231,0,7,26922.71776923077
11440555,20232,0,7,27185.868784615384
11440555,20233,0,7,27860.149215384616
11440555,20234,0,7,26779.45127692308
11440555,20241,0,7,28359.62103076923
11440555,20242,0,7,29744.075376923076
11440555,20243,0,7,27961.624235714287
11440555,20244,0,7,29135.443892307692
11440555,20251,0,7,29264.02756923077
11440555,20252,0,7,29938.44679230769
11440555,20253,0,7,31108.135192307695
11440555,20254,0,7,31563.906384615384
11440555,20261,0,7,31414.744075000002
11440555,20191,0,8,27927.167774999998
11440555,20192,0,8,30367.5264
11440555,20193,0,8,30799.109085714288
11440555,20194,0,8,29938.19920769231
11440555,20201,0,8,29804.82511111111
11440555,20202,0,8,29695.44656923077
11440555,20203,0,8,30221.771823076924
11440555,20204,0,8,31361.627792307692
11440555,20211,0,8,30176.00900769231
11440555,20212,0,8,30029.51200769231
11440555,20213,0,8,28232.572061538463
11440555,20214,0,8,28332.69733076923
11440555,20221,0,8,28276.89136923077
11440555,20222,0,8,29420.961438461538
11440555,20223,0,8,27756.536784615386
11440555,20224,0,8,27726.76183846154
11440555,20231,0,8,28733.024953846154
11440555,20232,0,8,29236.065038461536
11440555,20233,0,8,29898.748384615385
11440555,20234,0,8,28092.289476923077
11440555,20241,0,8,29915.02206153846
11440555,20242,0,8,31507.395146153845
11440555,20243,0,8,29757.128435714287
11440555,20244,0,8,31386.651269230766
11440555,20251,0,8,30484.35343846154
11440555,20252,0,8,31935.527846153847
11440555,20253,0,8,31807.082215384617
11440555,20254,0,8,32177.13076923077
11440555,20261,0,8,31581.4138125
11440555,20191,0,9,27759.0939
11440555,20192,0,9,30006.3112
11440555,20193,0,9,30585.66232857143
11440555,20194,0,9,29678.390576923077
11440555,20201,0,9,29645.4538
11440555,20202,0,9,29273.370615384614
11440555,20203,0,9,29952.561
11440555,20204,0,9,31456.7008
11440555,20211,0,9,30385.472346153845
11440555,20212,0,9,30366.95297692308
11440555,20213,0,9,28690.40800769231
11440555,20214,0,9,28769.16136923077
11440555,20221,0,9,28860.698723076923
11440555,20222,0,9,29931.010607692304
11440555,20223,0,9,28106.491453846156
11440555,20224,0,9,28002.420007692308
11440555,20231,0,9,28844.121776923075
11440555,20232,0,9,29164.70513076923
11440555,20233,0,9,30035.121561538464
11440555,20234,0,9,28146.698784615382
11440555,20241,0,9,29820.577023076923
11440555,20242,0,9,31461.317853846154
11440555,20243,0,9,30015.018707142855
11440555,20244,0,9,31525.033553846155
11440555,20251,0,9,30674.946653846153
11440555,20252,0,9,32202.475615384617
11440555,20253,0,9,31625.34003076923
11440555,20254,0,9,31582.762615384614
11440555,20261,0,9,30986.9361125
11440555,20191,0,10,27491.635875
11440555,20192,0,10,29883.577646153844
11440555,20193,0,10,30526.405892857143
11440555,20194,0,10,29590.841323076922
11440555,20201,0,10,29790.164544444448
11440555,20202,0,10,29165.400407692305
11440555,20203,0,10,29951.017038461538
11440555,20204,0,10,31638.496284615383
11440555,20211,0,10,30487.543392307693
11440555,20212,0,10,30485.059330769232
11440555,20213,0,10,28888.618692307693
11440555,20214,0,10,28908.319600000003
11440555,20221,0,10,28978.68482307692
11440555,20222,0,10,29882.812376923077
11440555,20223,0,10,28052.62009230769
11440555,20224,0,10,28013.137969230767
11440555,20231,0,10,28797.67786153846
11440555,20232,0,10,28922.809223076925
11440555,20233,0,10,29995.502761538464
11440555,20234,0,10,27924.455769230768
11440555,20241,0,10,29635.444784615385
11440555,20242,0,10,31316.759653846155
11440555,20243,0,10,30002.87602142857
11440555,20244,0,10,31608.625138461535
11440555,20251,0,10,30414.76046923077
11440555,20252,0,10,32212.08276923077
11440555,20253,0,10,31301.254715384617
11440555,20254,0,10,31100.13249230769
11440555,20261,0,10,30563.2225
11440555,20191,0,11,27126.5516
11440555,20192,0,11,29253.57239230769
11440555,20193,0,11,30112.455564285712
11440555,20194,0,11,29187.981369230773
11440555,20201,0,11,29534.027422222218
11440555,20202,0,11,28927.1561
11440555,20203,0,11,29770.464476923076
11440555,20204,0,11,31209.46049230769
11440555,20211,0,11,30189.20349230769
11440555,20212,0,11,30038.978630769234
11440555,20213,0,11,28673.61772307692
11440555,20214,0,11,28621.42377692308
11440555,20221,0,11,28718.493846153844
11440555,20222,0,11,29498.587661538462
11440555,20223,0,11,27734.583530769232
11440555,20224,0,11,27628.693376923078
11440555,20231,0,11,28157.418953846154
11440555,20232,0,11,28449.09433076923
11440555,20233,0,11,29540.455676923077
11440555,20234,0,11,27408.4507
11440555,20241,0,11,29088.03322307692
11440555,20242,0,11,30841.717376923076
11440555,20243,0,11,29592.202514285713
11440555,20244,0,11,31054.928284615387
11440555,20251,0,11,29803.744607692308
11440555,20252,0,11,31427.386584615386
11440555,20253,0,11,30404.77406153846
11440555,20254,0,11,30139.202146153846
11440555,20261,0,11,29611.472425
11440555,20191,0,12,26622.34415
11440555,20192,0,12,28985.825369230766
11440555,20193,0,12,29859.237978571426
11440555,20194,0,12,29083.95843076923
11440555,20201,0,12,29501.53078888889
11440555,20202,0,12,28756.622192307692
11440555,20203,0,12,29501.42300769231
11440555,20204,0,12,31012.906630769234
11440555,20211,0,12,30014.16660769231
11440555,20212,0,12,29870.411315384616
11440555,20213,0,12,28513.913500000002
11440555,20214,0,12,28439.322046153848
11440555,20221,0,12,28618.925407692306
11440555,20222,0,12,29317.680523076924
11440555,20223,0,12,27434.230992307694
11440555,20224,0,12,27593.0759
11440555,20231,0,12,28148.42760769231
11440555,20232,0,12,28411.398984615385
11440555,20233,0,12,29390.68022307692
11440555,20234,0,12,27141.375515384618
11440555,20241,0,12,29079.069453846154
11440555,20242,0,12,30885.85832307692
11440555,20243,0,12,29454.200249999998
11440555,20244,0,12,31036.164061538464
11440555,20251,0,12,29609.336969230768
11440555,20252,0,12,31541.222
11440555,20253,0,12,30113.04625384615
11440555,20254,0,12,29775.489884615385
11440555,20261,0,12,29547.1359625
11440555,20191,0,13,26839.0011
11440555,20192,0,13,29009.248623076925
11440555,20193,0,13,29885.138192857143
11440555,20194,0,13,29157.006646153848
11440555,20201,0,13,29604.355422222223
11440555,20202,0,13,28867.01986153846
11440555,20203,0,13,29605.179900000003
11440555,20204,0,13,31365.837984615388
11440555,20211,0,13,30338.50866153846
11440555,20212,0,13,30251.284530769233
11440555,20213,0,13,28778.504715384617
11440555,20214,0,13,28865.276015384614
11440555,20221,0,13,28789.92846923077
11440555,20222,0,13,29607.428615384615
11440555,20223,0,13,27738.93096923077
11440555,20224,0,13,27836.140553846155
11440555,20231,0,13,28488.470892307694
11440555,20232,0,13,28596.05966153846
11440555,20233,0,13,29728.79163846154
11440555,20234,0,13,27129.845884615384
11440555,20241,0,13,29018.522015384613
11440555,20242,0,13,30965.3041
11440555,20243,0,13,29596.000092857143
11440555,20244,0,13,31241.236123076924
11440555,20251,0,13,29750.54660769231
11440555,20252,0,13,31764.161876923077
11440555,20253,0,13,30302.267315384615
11440555,20254,0,13,29652.943184615386
11440555,20261,0,13,29406.0474
11440555,20191,0,14,27103.80225
11440555,20192,0,14,29380.432261538463
11440555,20193,0,14,30339.9818
11440555,20194,0,14,29377.454323076927
11440555,20201,0,14,29855.03752222222
11440555,20202,0,14,29250.969815384615
11440555,20203,0,14,29909.459784615385
11440555,20204,0,14,31709.17846153846
11440555,20211,0,14,30611.78170769231
11440555,20212,0,14,30783.86053846154
11440555,20213,0,14,29052.964038461538
11440555,20214,0,14,29346.89236923077
11440555,20221,0,14,29186.586499999998
11440555,20222,0,14,30265.49023846154
11440555,20223,0,14,28491.76576923077
11440555,20224,0,14,28547.631738461536
11440555,20231,0,14,28999.679576923078
11440555,20232,0,14,29240.844623076922
11440555,20233,0,14,30254.538446153845
11440555,20234,0,14,27532.078976923076
11440555,20241,0,14,29326.717130769233
11440555,20242,0,14,31474.116107692305
11440555,20243,0,14,29932.738849999998
11440555,20244,0,14,31495.133792307694
11440555,20251,0,14,29971.828453846156
11440555,20252,0,14,32333.45703846154
11440555,20253,0,14,30422.445307692306
11440555,20254,0,14,29750.49630769231
11440555,20261,0,14,29330.4647125
11440555,20191,0,15,27254.1492
11440555,20192,0,15,29178.871207692308
11440555,20193,0,15,30105.653607142856
11440555,20194,0,15,29340.360284615384
11440555,20201,0,15,29967.507400000002
11440555,20202,0,15,29263.014153846154
11440555,20203,0,15,29867.51306923077
11440555,20204,0,15,31803.54275384615
11440555,20211,0,15,30679.936753846156
11440555,20212,0,15,30555.999515384614
11440555,20213,0,15,29003.638415384616
11440555,20214,0,15,29083.185723076924
11440555,20221,0,15,29228.887676923077
11440555,20222,0,15,29942.287007692306
11440555,20223,0,15,28303.812623076923
11440555,20224,0,15,28373.94023846154
11440555,20231,0,15,28875.688069230768
11440555,20232,0,15,28750.002553846156
11440555,20233,0,15,29826.105730769228
11440555,20234,0,15,26906.492453846153
11440555,20241,0,15,28942.58053846154
11440555,20242,0,15,29638.461961538465
11440555,20243,0,15,28936.687435714288
11440555,20244,0,15,30245.562238461538
11440555,20251,0,15,29763.971546153847
11440555,20252,0,15,30596.475876923076
11440555,20253,0,15,30114.61658461538
11440555,20254,0,15,29441.625653846153
11440555,20261,0,15,29584.3962875
11440555,20191,0,16,27422.533325
11440555,20192,0,16,29278.775192307694
11440555,20193,0,16,30326.665935714285
11440555,20194,0,16,29553.702153846156
11440555,20201,0,16,30120.228166666664
11440555,20202,0,16,29584.798092307694
11440555,20203,0,16,30027.879007692307
11440555,20204,0,16,31688.10549230769
11440555,20211,0,16,30689.71223846154
11440555,20212,0,16,30559.568976923074
11440555,20213,0,16,29089.28296153846
11440555,20214,0,16,29291.665415384614
11440555,20221,0,16,29537.613861538463
11440555,20222,0,16,29926.215984615385
11440555,20223,0,16,28347.989346153845
11440555,20224,0,16,28369.84343846154
11440555,20231,0,16,29276.061400000002
11440555,20232,0,16,29225.78883076923
11440555,20233,0,16,30150.008061538465
11440555,20234,0,16,27238.741569230773
11440555,20241,0,16,29231.36386923077
11440555,20242,0,16,29937.461746153847
11440555,20243,0,16,29201.50315
11440555,20244,0,16,30300.63516923077
11440555,20251,0,16,29823.546223076926
11440555,20252,0,16,30504.79516923077
11440555,20253,0,16,30054.293861538463
11440555,20254,0,16,29571.113476923078
11440555,20261,0,16,29818.4151625
11440555,20191,0,17,27114.469925
11440555,20192,0,17,28771.299746153843
11440555,20193,0,17,29650.258435714288
11440555,20194,0,17,29122.9723
11440555,20201,0,17,29621.75791111111
11440555,20202,0,17,29098.476553846154
11440555,20203,0,17,29669.568223076923
11440555,20204,0,17,31252.531938461536
11440555,20211,0,17,30168.920223076922
11440555,20212,0,17,29988.51324615385
11440555,20213,0,17,28593.85663846154
11440555,20214,0,17,28727.11306923077
11440555,20221,0,17,28944.052892307693
11440555,20222,0,17,29189.128776923077
11440555,20223,0,17,27888.564623076927
11440555,20224,0,17,27757.34436153846
11440555,20231,0,17,28664.008315384617
11440555,20232,0,17,28608.37669230769
11440555,20233,0,17,29525.107230769234
11440555,20234,0,17,27146.47626923077
11440555,20241,0,17,29417.361253846153
11440555,20242,0,17,30194.95406153846
11440555,20243,0,17,29166.083578571426
11440555,20244,0,17,30255.430123076923
11440555,20251,0,17,29843.752753846155
11440555,20252,0,17,30323.293592307695
11440555,20253,0,17,30656.144723076923
11440555,20254,0,17,30373.92434615385
11440555,20261,0,17,30488.7465375
11440555,20191,0,18,27117.08545
11440555,20192,0,18,28713.092907692306
11440555,20193,0,18,29846.009435714284
11440555,20194,0,18,29103.850184615385
11440555,20201,0,18,29491.251622222222
11440555,20202,0,18,29199.76253846154
11440555,20203,0,18,29629.50816153846
11440555,20204,0,18,30645.094953846154
11440555,20211,0,18,29454.271707692307
11440555,20212,0,18,29246.729507692307
11440555,20213,0,18,28022.786546153846
11440555,20214,0,18,27957.459176923076
11440555,20221,0,18,28122.559515384615
11440555,20222,0,18,28615.971546153847
11440555,20223,0,18,27277.071192307692
11440555,20224,0,18,27359.435084615387
11440555,20231,0,18,28316.708384615387
11440555,20232,0,18,28413.64743846154
11440555,20233,0,18,29069.5773
11440555,20234,0,18,26836.519546153846
11440555,20241,0,18,29287.286961538462
11440555,20242,0,18,29892.355999999996
11440555,20243,0,18,28860.707342857142
11440555,20244,0,18,29717.22246923077
11440555,20251,0,18,29584.73196153846
11440555,20252,0,18,30049.917938461535
11440555,20253,0,18,30627.429315384616
11440555,20254,0,18,30549.144276923074
11440555,20261,0,18,30711.186725
11440555,20191,0,19,26387.3013
11440555,20192,0,19,27871.60669230769
11440555,20193,0,19,29012.87545
11440555,20194,0,19,28336.66429230769
11440555,20201,0,19,28865.15401111111
11440555,20202,0,19,28791.319907692305
11440555,20203,0,19,28972.938007692304
11440555,20204,0,19,29838.527546153848
11440555,20211,0,19,28689.12577692308
11440555,20212,0,19,28271.029630769233
11440555,20213,0,19,27218.49503846154
11440555,20214,0,19,27082.101776923075
11440555,20221,0,19,27031.7733
11440555,20222,0,19,27565.77653076923
11440555,20223,0,19,26483.646746153845
11440555,20224,0,19,26599.2949
11440555,20231,0,19,27611.458261538464
11440555,20232,0,19,28013.406876923076
11440555,20233,0,19,28315.212576923077
11440555,20234,0,19,26591.24035384615
11440555,20241,0,19,28817.572476923076
11440555,20242,0,19,29359.12506923077
11440555,20243,0,19,28229.265692857145
11440555,20244,0,19,29113.20503076923
11440555,20251,0,19,29112.240146153847
11440555,20252,0,19,29360.158946153846
11440555,20253,0,19,29564.824492307693
11440555,20254,0,19,29719.377215384615
11440555,20261,0,19,29809.312075
11440555,20191,0,20,26320.6649
11440555,20192,0,20,27697.63903076923
11440555,20193,0,20,28840.460607142857
11440555,20194,0,20,28349.917092307696
11440555,20201,0,20,28787.274322222223
11440555,20202,0,20,28661.062238461538
11440555,20203,0,20,28688.56073846154
11440555,20204,0,20,29500.55053076923
11440555,20211,0,20,28514.73200769231
11440555,20212,0,20,28049.198269230772
11440555,20213,0,20,26821.89796923077
11440555,20214,0,20,26842.609392307695
11440555,20221,0,20,26856.265553846155
11440555,20222,0,20,27313.506238461538
11440555,20223,0,20,26229.66873076923
11440555,20224,0,20,26336.762184615385
11440555,20231,0,20,27513.09319230769
11440555,20232,0,20,27988.21859230769
11440555,20233,0,20,28323.95688461538
11440555,20234,0,20,26752.172884615386
11440555,20241,0,20,28997.130392307692
11440555,20242,0,20,29372.869930769233
11440555,20243,0,20,28231.117035714287
11440555,20244,0,20,28964.259753846152
11440555,20251,0,20,29013.55756153846
11440555,20252,0,20,29366.19646923077
11440555,20253,0,20,29388.08026923077
11440555,20254,0,20,29699.213576923074
11440555,20261,0,20,29758.7741375
11440555,20191,0,21,26408.559625
11440555,20192,0,21,27658.18223076923
11440555,20193,0,21,28876.792064285713
11440555,20194,0,21,28189.214661538463
11440555,20201,0,21,28700.816988888888
11440555,20202,0,21,28745.72571538462
11440555,20203,0,21,28747.423061538462
11440555,20204,0,21,29464.24586153846
11440555,20211,0,21,28418.67089230769
11440555,20212,0,21,27823.61003846154
11440555,20213,0,21,26557.423400000003
11440555,20214,0,21,26550.187161538463
11440555,20221,0,21,26418.57957692308
11440555,20222,0,21,27097.566592307696
11440555,20223,0,21,26217.18586923077
11440555,20224,0,21,26226.258384615383
11440555,20231,0,21,27440.846876923075
11440555,20232,0,21,28048.841092307695
11440555,20233,0,21,28325.822784615386
11440555,20234,0,21,26892.512146153844
11440555,20241,0,21,29101.780984615383
11440555,20242,0,21,29447.830276923076
11440555,20243,0,21,28294.759214285714
11440555,20244,0,21,29092.167730769233
11440555,20251,0,21,29094.65862307692
11440555,20252,0,21,29400.71773076923
11440555,20253,0,21,29548.48880769231
11440555,20254,0,21,29599.46123076923
11440555,20261,0,21,29834.944137500002
11440555,20191,0,22,26202.274375
11440555,20192,0,22,27151.205846153844
11440555,20193,0,22,28519.5789
11440555,20194,0,22,28099.78316153846
11440555,20201,0,22,28434.4568
11440555,20202,0,22,28549.820784615385
11440555,20203,0,22,28573.75557692308
11440555,20204,0,22,29094.520084615386
11440555,20211,0,22,28240.281130769232
11440555,20212,0,22,27472.651307692307
11440555,20213,0,22,26139.83838461538
11440555,20214,0,22,26258.048184615385
11440555,20221,0,22,26107.56937692308
11440555,20222,0,22,26939.665299999997
11440555,20223,0,22,26051.683246153847
11440555,20224,0,22,25862.894576923074
11440555,20231,0,22,27097.659123076923
11440555,20232,0,22,27723.7005
11440555,20233,0,22,28103.027930769233
11440555,20234,0,22,26841.546369230768
11440555,20241,0,22,29053.983623076925
11440555,20242,0,22,29549.34710769231
11440555,20243,0,22,28322.72070714286
11440555,20244,0,22,28969.970061538465
11440555,20251,0,22,29081.2366
11440555,20252,0,22,29355.57290769231
11440555,20253,0,22,29795.68546923077
11440555,20254,0,22,29573.334676923077
11440555,20261,0,22,29816.054175
11440555,20191,0,23,26046.076775
11440555,20192,0,23,27049.574784615386
11440555,20193,0,23,28284.7648
11440555,20194,0,23,27623.470707692308
11440555,20201,0,23,27653.22468888889
11440555,20202,0,23,27749.81579230769
11440555,20203,0,23,27662.688499999997
11440555,20204,0,23,27941.431746153845
11440555,20211,0,23,26817.238846153843
11440555,20212,0,23,25836.141269230768
11440555,20213,0,23,23805.7598
11440555,20214,0,23,23455.621530769233
11440555,20221,0,23,23505.58579230769
11440555,20222,0,23,24159.36942307692
11440555,20223,0,23,23318.00995384615
11440555,20224,0,23,23466.16599230769
11440555,20231,0,23,24801.734053846154
11440555,20232,0,23,25443.949753846155
11440555,20233,0,23,25787.107707692307
11440555,20234,0,23,25122.880446153846
11440555,20241,0,23,26328.529515384616
11440555,20242,0,23,27372.078384615386
11440555,20243,0,23,24872.182814285716
11440555,20244,0,23,25733.84983076923
11440555,20251,0,23,25675.82643846154
11440555,20252,0,23,25625.027784615384
11440555,20253,0,23,26696.559407692308
11440555,20254,0,23,27724.238415384614
11440555,20261,0,23,27648.3485625
11440555,20191,1,0,25999.178925
11440555,20192,1,0,26870.8929
11440555,20193,1,0,27913.631676923076
11440555,20194,1,0,27545.157092857142
11440555,20201,1,0,27492.789044444442
11440555,20202,1,0,27631.8036
11440555,20203,1,0,27662.60536923077
11440555,20204,1,0,27962.072430769233
11440555,20211,1,0,26863.768476923076
11440555,20212,1,0,25859.4605
11440555,20213,1,0,23459.48060769231
11440555,20214,1,0,23091.185323076923
11440555,20221,1,0,23094.388976923077
11440555,20222,1,0,23740.47576923077
11440555,20223,1,0,22870.424169230766
11440555,20224,1,0,23047.094753846155
11440555,20231,1,0,24578.074707692307
11440555,20232,1,0,25077.788684615385
11440555,20233,1,0,25455.964453846154
11440555,20234,1,0,25299.39353076923
11440555,20241,1,0,26243.519915384615
11440555,20242,1,0,28373.064307692308
11440555,20243,1,0,25483.688415384615
11440555,20244,1,0,25718.276392857144
11440555,20251,1,0,25662.367858333335
11440555,20252,1,0,25813.788453846155
11440555,20253,1,0,27087.136846153844
11440555,20254,1,0,28400.880807692305
11440555,20261,1,0,28284.426825
11440555,20191,1,1,26024.97915
11440555,20192,1,1,26796.050992307693
11440555,20193,1,1,27658.97513076923
11440555,20194,1,1,27407.066371428573
11440555,20201,1,1,27384.104
11440555,20202,1,1,27538.54146153846
11440555,20203,1,1,27646.953761538465
11440555,20204,1,1,27921.04413846154
11440555,20211,1,1,26850.583553846154
11440555,20212,1,1,25736.4225
11440555,20213,1,1,23366.275215384612
11440555,20214,1,1,22941.52370769231
11440555,20221,1,1,22892.175523076923
11440555,20222,1,1,23499.856576923074
11440555,20223,1,1,22605.553861538465
11440555,20224,1,1,22766.786246153843
