query_id,law,user_query,current_gt,current_f1,candidate_rank,candidate_article,candidate_title,candidate_text,relevance_score,is_current_gt,is_legal_match,legal_reason
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,1,제9조,제9조,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.919,,0,질문과 관련 없는 조문
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,2,제41조,제41조,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.875,,0,질문과 주제 불일치
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,3,제6조의2,제6조의2,"[제6조의2] ⑥그 밖에 정보공개서의 등록, 변경등록, 신고 및 공개의 방법과 절차는 대통령령으로 정한다.<개정 2013. 8. 13.> [본조신설 2007. 8. 3.]",0.874,,0,RECHECK->0 (규칙 미해당)
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,4,제12조의4,제12조의4(부당한 영업지역 침해금지),제12조의4(부당한 영업지역 침해금지) ① 가맹본부는 가맹계약 체결 시 가맹점사업자의 영업지역을 설정하여 가맹계 약서에 이를 기재하여야 한다. ② 가맹본부가 가맹계약 갱신과정에서 상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하여 기존 영업지 역을 변경하기 위해서는 가맹점사업자와 합의하여야 한다.<개정 2018. 1. 16.> ③ 가맹본부는 정당한,0.400,1,,
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,5,제6조,제6조,경우 사업장의 위치변경 또는 가맹점운영권의 양도 금지 10. 가맹계약기간중 가맹본부와 동일한 업종을 영위하는 행위의 금지 11. 가맹본부의 영업기술이나 영업비밀의 누설 금지 12. 영업표지에 대한 제3자의 침해사실을 인지하는 경우 가맹본부에 대한 영업표지침해사실의 통보와 금지조치에 필요한 적절한 협력 제3장 가맹사업거래의 공정화,0.400,,1,가맹본부의 행위 금지 규정
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,6,제7조,제7조,"[제7조] ② 가맹본부는 제1항에 따라 정보공개서를 제공할 경우에는 가맹희망자의 장래 점포 예정지에서 가장 인접한 가맹 점 10개(정보공개서 제공시점에 가맹희망자의 장래 점포 예정지가 속한 광역지방자치단체에서 영업 중인 가맹점의 수가 10개 미만인 경우에는 해당 광역지방자치단체 내의 가맹점 전체)의 상호, 소재지 및 전화번호가 적힌 문서(이 하 “인근가맹점",0.400,,0,질문과 관련 없는 조문
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,7,제28조,제28조,[제28조] ①공정거래위원회는 법 제27조에 따른 가맹거래사 자격시험(이하 “시험”이라 한다)을 제 1차시험과 제2차시험으로 구분하여 매년 1회 이상 실시한다. <개정 2008. 1. 31.>,0.400,,0,질문과 관련 없음
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,8,제13조의4,제13조의4(영업지역 변경사유),"제13조의4(영업지역 변경사유) 법 제12조의4제2항에서 “상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하는 경우”란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. 1. 재건축, 재개발 또는 신도시 건설 등으로 인하여 상권의 급격한 변화가 발생하는 경우 2. 해당 상권의 거주인구 또는 유동인구가 현저히 변동되는 경우 3. 소비자의 기호변화 등",0.400,,0,영업지역 변경사유와 무관
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,9,제5조의10,제5조의10,[제5조의10] ① 가맹본부는 법 제6조의5제3항에 따라 예치가맹금의 지급을 요청하려는 경 우에는 별지 제7호서식의 예치가맹금 지급(반환) 요청서(이하 “가맹금지급요청서”라 한다)를 예치기관의 장에게 제 출하여야 한다. 이 경우 법 제6조의5제3항제1호의 사유에 해당하면 가맹점사업자가 영업을 시작하였다는 사실을 증 명하는 서류 또는 가맹점사업자의 확인서를,0.400,,0,질문과 관련 없는 조문
2,가맹사업법,가맹본부가 내 매장 근처에 같은 브랜드 매장을 열었어요,제12조의4,0.333,10,제17조,제17조,[가맹사업법 제17조] 위원장의 심사를 거쳐 비영리 목적의 업무를 겸할 수 있다.<신설 2024. 1. 2.>,0.912,,0,질문과 관련 없는 조문
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,1,제6조,제6조,경우 사업장의 위치변경 또는 가맹점운영권의 양도 금지 10. 가맹계약기간중 가맹본부와 동일한 업종을 영위하는 행위의 금지 11. 가맹본부의 영업기술이나 영업비밀의 누설 금지 12. 영업표지에 대한 제3자의 침해사실을 인지하는 경우 가맹본부에 대한 영업표지침해사실의 통보와 금지조치에 필요한 적절한 협력 제3장 가맹사업거래의 공정화,0.760,,0,질문과 관련 없는 조문
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,2,제15조,제15조,"<개정 2008. 1. 31., 2010. 10. 13., 2015. 3. 30., 2020. 4. 28., 2021. 1. 5.> 1. 가맹점사업자에게 파산 신청이 있거나 강제집행절차 또는 회생절차가 개시된 경우 2. 가맹점사업자가 발행한 어음ㆍ수표가 부도 등으로 지급정지된 경우 3. 천재지변, 중대한 일신상의 사유 등으로 가맹점사업자가 더 이상 가맹사업",0.738,,0,질문과 관련 없는 조문
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,3,제14조의2,제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),0.728,,0,질문과 주제 불일치
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,4,제12조,제12조,"[제12조] 1. 가맹점사업자에 대하여 상품이나 용역의 공급 또는 영업의 지원 등을 부당하게 중단하거나 거절하는 행위 2. 가맹점사업자가 취급하는 상품 또는 용역의 가격, 거래상대방, 거래지역이나 거래조건을 부당하게 구속하거나 이를 강제하는 행위",0.761,,0,영업지역 침해와 무관함
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,5,제12조의4,제12조의4(부당한 영업지역 침해금지),제12조의4(부당한 영업지역 침해금지) ① 가맹본부는 가맹계약 체결 시 가맹점사업자의 영업지역을 설정하여 가맹계 약서에 이를 기재하여야 한다. ② 가맹본부가 가맹계약 갱신과정에서 상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하여 기존 영업지 역을 변경하기 위해서는 가맹점사업자와 합의하여야 한다.<개정 2018. 1. 16.> ③ 가맹본부는 정당한,0.400,1,,
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,6,제5조의6,제5조의6,"[제5조의6] ① 공정거래위원회 또는 시ㆍ도지사는 법 제6조의4제1항제1호 또는 제2호에 해 당하는 사유로 정보공개서의 등록을 취소한 경우에는 취소한 날 부터 7일 이내에 해당 가맹본부에 서면으로 그 사실 과 취소 사유를 알려야 한다. <개정 2014. 2. 11., 2017. 3. 20., 2018. 12. 18.>",0.400,,0,영업지역 침해와 무관함
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,7,제15조의4,제15조의4(가맹본부와 가맹점사업자 간 협약체결의 권장 등),제15조의4(가맹본부와 가맹점사업자 간 협약체결의 권장 등) ① 공정거래위원회는 가맹본부와 가맹점사업자가 가맹사 업 관계 법령의 준수 및 상호 지원ㆍ협력을 약속하는 자발적인 협약을 체결하도록 권장할 수 있다. ② 공정거래위원회는 가맹본부와 가맹점사업자가 제1항에 따른 협약을 체결하는 경우 그 이행을 독려하기 위하여 포상 등 지원시책을 마련하여 시행하여야 한,0.400,,0,질문과 주제 불일치
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,8,제36조,제36조(업무의 위탁),"제36조(업무의 위탁) ① 공정거래위원회는 법 제39조제2항제1호에 따라 정보공개서의 등록, 등록 거부 및 공개 등에 관 한 업무를 조정원이나 가맹사업 분야의 전문성을 갖춘 법인ㆍ단체 중 해당 업무를 수행할 수 있다고 공정거래위원 회가 인정하여 고시하는 기관에 위탁할 수 있다. <개정 2012. 5. 7., 2018. 12. 18.> ② 공정거래위원회는 법",0.400,,0,질문과 관련 없음
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,9,제13조의4,제13조의4(영업지역 변경사유),"제13조의4(영업지역 변경사유) 법 제12조의4제2항에서 “상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하는 경우”란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. 1. 재건축, 재개발 또는 신도시 건설 등으로 인하여 상권의 급격한 변화가 발생하는 경우 2. 해당 상권의 거주인구 또는 유동인구가 현저히 변동되는 경우 3. 소비자의 기호변화 등",0.400,,1,영업지역 변경사유 규정
3,가맹사업법,영업지역 침해 거리제한 가맹사업법,제12조의4,0.333,10,제13조의5,제13조의5,[제13조의5] ③ 가맹본부 및 가맹점사업자가 법 제12조의6제1항 본문에 따른 광고ㆍ판촉행사의 약정을 체결하려는 경우에는 가 맹계약과 별도로 체결해야 한다.,0.400,,0,질문과 관련 없음
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,1,제12조의4,제12조의4(부당한 영업지역 침해금지),제12조의4(부당한 영업지역 침해금지) ① 가맹본부는 가맹계약 체결 시 가맹점사업자의 영업지역을 설정하여 가맹계 약서에 이를 기재하여야 한다. ② 가맹본부가 가맹계약 갱신과정에서 상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하여 기존 영업지 역을 변경하기 위해서는 가맹점사업자와 합의하여야 한다.<개정 2018. 1. 16.> ③ 가맹본부는 정당한,0.679,1,,
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,2,제2조,제2조(정의),"제2조(정의) 이 법에서 사용하는 용어의 정의는 다음과 같다. <개정 2007. 8. 3., 2013. 8. 13., 2020. 12. 29., 2021. 5. 18.> 1. “가맹사업”이라 함은 가맹본부가 가맹점사업자로 하여금 자기의 상표ㆍ서비스표ㆍ상호ㆍ간판 그 밖의 영업표지 (이하 “영업표지”라 한다)를 사용하여 일정한 품질기준이나 영업방식에 따라 상품",0.676,,0,RECHECK->0 (규칙 미해당)
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,5,제12조,제12조(불공정거래행위의 금지),"제12조(불공정거래행위의 금지) ①가맹본부는 다음 각 호의 어느 하나에 해당하는 행위로서 가맹사업의 공정한 거래를 저해할 우려가 있는 행위를 하거나 다른 사업자로 하여금 이를 행하도록 하여서는 아니된다. <개정 2007. 8. 3., 2013. 8. 13., 2016. 3. 29.> 1. 가맹점사업자에 대하여 상품이나 용역의 공급 또는 영업의 지원 등을 부",0.642,,0,질문과 주제 불일치
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,6,제6조의3,제6조의3,"[제6조의3] <개 정 2016. 12. 20., 2018. 1. 16., 2021. 5. 18.> 1. 정보공개서나 그 밖의 신청서류에 거짓이 있거나 필요한 내용을 적지 아니한 경우 2. 정보공개서에 기재된 가맹사업의 내용에 다른 법률에서 금지하고 있는 사항이 포함되어 있는 경우 3. 제6조의2제1항에 따라 정보공개서를 신규로 등록하는 경우 등록 신청일",0.400,,0,질문과 주제 불일치
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,7,제5조의5,제5조의5(정보공개서 등록의 거부 등),제5조의5(정보공개서 등록의 거부 등) ① 법 제6조의3제1항제3호 본문에 따라 가맹본부의 직영점 운영기간으로 보는 임원의 직영점 운영기간은 가맹본부의 정보공개서 등록 신청 당시 해당 가맹본부의 임원으로 재직 중인 임원이 직 영점을 운영한 모든 기간으로 한다. ② 법 제6조의3제1항제3호 단서에서 “대통령령으로 정하는 경우”란 다음 각 호의 경우를 말한다.,0.400,,0,직영점 입점 제한과 무관
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,8,제7조,제7조,"[제7조] ② 가맹본부는 제1항에 따라 정보공개서를 제공할 경우에는 가맹희망자의 장래 점포 예정지에서 가장 인접한 가맹 점 10개(정보공개서 제공시점에 가맹희망자의 장래 점포 예정지가 속한 광역지방자치단체에서 영업 중인 가맹점의 수가 10개 미만인 경우에는 해당 광역지방자치단체 내의 가맹점 전체)의 상호, 소재지 및 전화번호가 적힌 문서(이 하 “인근가맹점",0.400,,0,직영점 입점 제한과 무관
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,9,제5조의2,제5조의2,"[제5조의2] 바로 전 사업연도 말 현재 운영 중인 직영점 및 가맹점 목록[대표자, 소재지, 가맹계약 체결일(직영점은 영업개시 일) 및 전화번호를 적어야 한다] 4. 가맹계약서 양식 사본 5. 바로 전 사업연도 말 현재 근무 중인 임직원 수를 확인할 수 있는 서류 6. 그 밖에 정보공개서 내용과 관련있는 서류로서 공정거래위원회 또는 시ㆍ도지사가 제출하도록",0.400,,0,직영점 입점 제한 규정 아님
4,가맹사업법,동일 브랜드 직영점 입점 제한 가맹사업법,제12조의4,0.333,10,제36조,제36조(업무의 위탁),"제36조(업무의 위탁) ① 공정거래위원회는 법 제39조제2항제1호에 따라 정보공개서의 등록, 등록 거부 및 공개 등에 관 한 업무를 조정원이나 가맹사업 분야의 전문성을 갖춘 법인ㆍ단체 중 해당 업무를 수행할 수 있다고 공정거래위원 회가 인정하여 고시하는 기관에 위탁할 수 있다. <개정 2012. 5. 7., 2018. 12. 18.> ② 공정거래위원회는 법",0.400,,0,질문과 관련 없는 조문
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,1,제14조의2,제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),0.795,,0,영업지역 설정과 무관함
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,2,제13조,제13조,[제13조] 그 밖에 가맹점사업자가 가맹사업을 정상적으로 유지하기 위하여 필요하다고 인정되는 것으로서 대통령령으 로 정하는 사항,0.782,1,,
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,3,제12조의4,제12조의4(부당한 영업지역 침해금지),제12조의4(부당한 영업지역 침해금지) ① 가맹본부는 가맹계약 체결 시 가맹점사업자의 영업지역을 설정하여 가맹계 약서에 이를 기재하여야 한다. ② 가맹본부가 가맹계약 갱신과정에서 상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하여 기존 영업지 역을 변경하기 위해서는 가맹점사업자와 합의하여야 한다.<개정 2018. 1. 16.> ③ 가맹본부는 정당한,0.400,1,,
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,4,제4조,제4조(정보공개서의 기재사항),제4조(정보공개서의 기재사항) ①법 제2조제10호 각 목 외의 부분에서 “대통령령으로 정하는 사항”이란 별표 1의 기재 사항(이하 “정보공개사항”이라 한다)을 말한다. <개정 2008. 1. 31.> ②정보공개서는 표지ㆍ목차 및 정보공개사항으로 구성하되 그 내용이 명확하고 구체적이며 가맹희망자가 이해하 기 쉽도록 영업표지별로 별도의 문서로 작성되어야 한다.,0.400,,0,영업지역 설정과 무관함
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,5,제11조의2,제11조의2(표준가맹계약서),"제11조의2(표준가맹계약서) ① 공정거래위원회는 건전한 가맹사업거래질서를 확립하고 불공정한 내용의 가맹계약이 통용되는 것을 방지하기 위하여 일정한 가맹사업거래에서 표준이 되는 가맹계약서(이하 “표준가맹계약서”라 한다)를 마련하고, 가맹본부, 가맹본부로 구성된 사업자단체, 가맹점사업자 및 제14조의2에 따른 가맹점사업자단체에 이를 사용하도록 권장할 수 있다.",0.400,1,,
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,6,제2조,제2조,9. “가맹계약서”라 함은 가맹사업의 구체적 내용과 조건 등에 있어 가맹본부 또는 가맹점사업자(이하 “가맹사업당사 자”라 한다)의 권리와 의무에 관한 사항(특수한 거래조건이나 유의사항이 있는 경우에는 이를 포함한다)을 기재 가맹사업거래의 공정화에 관한 법률 가. 가맹본부의 일반 현황 나. 가맹본부의 가맹사업 현황(가맹점사업자의 매출에 관한 사항을 포함한다),0.400,,1,가맹계약서 정의 포함
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,7,제11조,제11조,"[제11조] ②가맹계약서는 다음 각호의 사항을 포함하여야 한다.<개정 2007. 8. 3., 2018. 10. 16., 2024. 1. 2.> 1. 영업표지의 사용권 부여에 관한 사항 2. 가맹점사업자의 영업활동 조건에 관한 사항 3. 가맹점사업자에 대한 교육ㆍ훈련, 경영지도에 관한 사항 4. 가맹금 등의 지급에 관한 사항 5. 영업지역의 설정에 관한 사항",0.400,,1,영업지역 설정 의무 규정
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,8,제6조의2,제6조의2,"[제6조의2] ② 가맹본부는 제1항에 따라 등록한 정보공개서의 기재사항 중 대통령령으로 정하는 사항을 변경하려는 경우에는 대통령령으로 정하는 기한 이내에 공정거래위원회 또는 시ㆍ도지사에게 기재사항의 변경등록을 하여야 한다. 다만, 대통령령으로 정하는 경미한 사항을 변경하려는 경우에는 신고하여야 한다.<신설 2013. 8. 13., 2018. 1. 16.>",0.400,,0,RECHECK->0 (규칙 미해당)
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,9,제10조,제10조,"[제10조] <개정 2007. 8. 3., 2013. 8. 13.> 1. 가맹본부가 제7조제3항을 위반한 경우로서 가맹희망자 또는 가맹점사업자가 가맹계약 체결 전 또는 가맹계약의 체결일부터 4개월 이내에 가맹금의 반환을 요구하는 경우 2. 가맹본부가 제9조제1항을 위반한 경우로서 가맹희망자가 가맹계약 체결 전에 가맹금의 반환을 요구하는 경우 3. 가맹본부가",0.400,,0,영업지역 설정과 무관함
5,가맹사업법,영업지역 설정 의무 가맹계약서 기재,제11조의2 / 제12조의4 / 제13조,0.500,10,제6조의3,제6조의3,"[제6조의3] <개 정 2016. 12. 20., 2018. 1. 16., 2021. 5. 18.> 1. 정보공개서나 그 밖의 신청서류에 거짓이 있거나 필요한 내용을 적지 아니한 경우 2. 정보공개서에 기재된 가맹사업의 내용에 다른 법률에서 금지하고 있는 사항이 포함되어 있는 경우 3. 제6조의2제1항에 따라 정보공개서를 신규로 등록하는 경우 등록 신청일",0.400,,0,영업지역 설정과 무관함
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,1,제12조의4,제12조의4(부당한 영업지역 침해금지),제12조의4(부당한 영업지역 침해금지) ① 가맹본부는 가맹계약 체결 시 가맹점사업자의 영업지역을 설정하여 가맹계 약서에 이를 기재하여야 한다. ② 가맹본부가 가맹계약 갱신과정에서 상권의 급격한 변화 등 대통령령으로 정하는 사유가 발생하여 기존 영업지 역을 변경하기 위해서는 가맹점사업자와 합의하여야 한다.<개정 2018. 1. 16.> ③ 가맹본부는 정당한,0.720,1,,
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,2,제31조,제31조(가맹거래사의 등록취소와 자격정지),제31조(가맹거래사의 등록취소와 자격정지),0.695,,0,상권보호와 무관한 조문
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,3,제6조,제6조,[가맹사업법 제6조 가맹점사업자의 준수사항] 경우 사업장의 위치변경 또는 가맹점운영권의 양도 금지 10. 가맹계약기간중 가맹본부와 동일한 업종을 영위하는 행위의 금지 11. 가맹본부의 영업기술이나 영업비밀의 누설 금지 12. 영업표지에 대한 제3자의 침해사실을 인지하는 경우 가맹본부에 대한 영업표지침해사실의 통보와 금지조치에 필요한 적절한 협력 제3장 가맹,0.730,,0,상권보호와 무관한 조문
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,4,제15조의4,제15조의4(가맹본부와 가맹점사업자 간 협약체결의 권장 등),제15조의4(가맹본부와 가맹점사업자 간 협약체결의 권장 등) ① 공정거래위원회는 가맹본부와 가맹점사업자가 가맹사 업 관계 법령의 준수 및 상호 지원ㆍ협력을 약속하는 자발적인 협약을 체결하도록 권장할 수 있다. ② 공정거래위원회는 가맹본부와 가맹점사업자가 제1항에 따른 협약을 체결하는 경우 그 이행을 독려하기 위하여 포상 등 지원시책을 마련하여 시행하여야 한,0.400,,0,상권보호와 무관한 조문
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,5,제2조,제2조,[가맹사업법 제2조 정의] 이 경우 점포의 확장 또는 이전을 수반하거나 수반하지 아니하는 경우를 모두 포함한다. 12. “영업지역”이란 가맹점사업자가 가맹계약에 따라 상품 또는 용역을 판매하는 지역을 말한다. [시행일: 2026. 12. 31.],0.726,,1,영업지역 정의 포함
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,6,제12조의7,제12조의7(업종별 거래기준 권고),제12조의7(업종별 거래기준 권고) 공정거래위원회는 가맹사업거래의 공정한 거래질서 확립을 위하여 필요한 경우 업 종별로 바람직한 거래기준을 정하여 가맹본부에 이의 준수를 권고할 수 있다. [본조신설 2013. 8. 13.] [제12조의5에서 이동 <2018. 1. 16.>],0.400,,0,상권보호와 무관한 조문
6,가맹사업법,상권보호 영업구역 보장 가맹사업법,제12조의4,0.000,7,제13조의3,제13조의3(부당한 영업시간 구속 금지의 판단기준),제13조의3(부당한 영업시간 구속 금지의 판단기준) ① 법 제12조의3제2항제1호에서 “대통령령으로 정하는 심야 영업 시간대”란 오전 0시부터 오전 6시까지 또는 오전 1시부터 오전 6시까지를 말한다. <개정 2018. 4. 3.> ② 법 제12조의3제2항제1호에서 “대통령령으로 정하는 일정한 기간”이란 가맹점사업자가 영업시간 단축을 요구한 날이 속한 달의,0.400,,0,주제와 관련 없음
