station_id,station_name,sigungu_code,dong_code,lat,lon,opened_at
1101,1101. 상사마을 버스정류장(아라대교방면),,,,,
1102,1102. 방화사거리 마을버스 버스정류장,,,,,
1103,1103. 방화역 4번출구앞,,,,,
1105,1105. 방화근린공원,,,,,
1106,1106. 신방화사거리,,,,,
1108,1108. 공항시장역 2번출구 뒤,,,,,
1109,1109. 공항시장역 4번출구,,,,,
111,111. 상수역 2번출구 앞,,,,,
1110,1110. 공항중학교앞,,,,,
1111,1111. 마곡엠밸리6_7단지 마곡중학교,,,,,
1112,1112. 마곡엠밸리4단지 정문,,,,,
1113,1113. 서남환경공원 버스정류장,,,,,
1117,1117. 등촌5단지아파트 버스정류장,,,,,
1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),,,,,
1119,1119. 염창동 한마음아파트 앞,,,,,
1120,1120. 대림경동아파트앞,,,,,
1121,1121. 가양레포츠센터 앞,,,,,
1122,1122. 황금내근린공원,,,,,
1124,1124. 발산역 6번 출구 뒤,,,,,
1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),,,,,
1127,1127. 화곡역 버스정류장,,,,,
1128,1128. 화곡역 6번출구,,,,,
1129,1129. 화곡역 1번 출구 앞,,,,,
113,113. 홍대입구역 2번출구 앞,,,,,
1130,1130. 화곡본동시장 버스정류장,,,,,
1132,1132. 등촌역 7번출구,,,,,
1135,1135. 강서구의회,,,,,
1136,1136. 등촌2파출소,,,,,
1137,1137. 등촌2동주민센터,,,,,
1139,1139. 용문사 버스정류장,,,,,
114,114. 홍대입구역 8번출구 앞,,,,,
1140,1140. 목동사거리 버스정류장,,,,,
1141,1141. 곰달래 문화복지센터 A,,,,,
1145,1145. 곰달래 문화복지센터 B,,,,,
1148,1148. 볏골공원,,,,,
1149,1149. 신방화역환승주차장,,,,,
115,115. 마스타 빌딩 앞,,,,,
1150,1150. 송정역 1번출구,,,,,
1151,1151. 마곡역1번출구,,,,,
1152,1152. 마곡역교차로,,,,,
1153,"1153. 발산역 1번, 9번 인근 대여소",,,,,
1155,1155. 기쁜우리복지관,,,,,
1157,1157. 강서구청,,,,,
1158,1158. 가양역 8번출구,,,,,
1159,1159. 서서울모터리움 앞,,,,,
1160,1160. 양천향교역 7번출구앞,,,,,
1161,1161. 강서면허시험장 앞,,,,,
1162,1162. 공항초등학교건너편,,,,,
1163,1163. 방화동강서기동대앞,,,,,
1165,1165. 마곡중학교 후문,,,,,
1166,1166. 강서구립등빛도서관,,,,,
1167,1167. 마곡수명산파크3단지 교차로,,,,,
1168,1168. 마곡엠밸리10단지 앞,,,,,
1169,1169. 염창역 1번 출구,,,,,
117,117. 홍은사거리,,,,,
1170,1170. 강서구보건소,,,,,
1171,1171. 염창동 새마을금고 건너편,,,,,
1172,1172. 가양3동 주민센터,,,,,
1173,1173. 강서구청사거리(SH타워),,,,,
1174,1174. 강서구청사거리(부민병원),,,,,
1175,1175. 대한항공 인력개발센터,,,,,
1177,1177. 수명중?고교,,,,,
1178,1178. 개화산역 2번 출구,,,,,
118,118. 광흥창역 2번출구 앞,,,,,
1180,1180. 마곡엠밸리 15단지(1502동) 건너편,,,,,
1181,1181. 농수산식품공사 (강서지사),,,,,
1182,1182. KBS 스포츠월드,,,,,
1183,1183. 강서대학교,,,,,
1184,1184. 마곡13단지,,,,,
1185,1185. 등촌9단지,,,,,
1186,1186. 송정중학교,,,,,
1187,1187. 강서수산물도매시장,,,,,
1188,1188. 롯데중앙연구소,,,,,
119,119. 서강나루 공원,,,,,
1190,1190. 마곡역 교차로(2번출구),,,,,
1191,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",,,,,
1192,1192. 마곡수명산파크 209동 건너편,,,,,
1193,1193. 마곡센트럴타워 1차,,,,,
1195,1195. 코오롱One&Only타워,,,,,
1196,1196. 서울식물원(문화센터) 건너편,,,,,
1197,1197. 엠펠리체 호텔 건너편,,,,,
1198,1198. LG 사이언스파크,,,,,
1199,1199. 우장산역 3번출구,,,,,
120,120. 신수동 사거리,,,,,
1200,1200. 개화광역환승센터,,,,,
1201,1201. 가락시장역 3번 출구,,,,,
1203,1203. 밀리아나2빌딩 앞,,,,,
1204,1204. 거여역 3번출구,,,,,
1205,1205. 종합운동장역 4번출구,,,,,
1206,1206. 9호선종합운동장역 9번출구,,,,,
1207,1207. 마천중앙시장,,,,,
1208,1208. 풍납현대아파트쉼터,,,,,
1209,1209. 잠실나루역 (2번 출구 쪽),,,,,
121,121. 마포소방서 앞,,,,,
1210,1210. 롯데월드타워(잠실역2번출구 쪽),,,,,
1212,1212. 송파역 2번 출구앞,,,,,
1213,1213. 백토공원 앞,,,,,
1214,1214. 오금역 7번 출구 인근,,,,,
1215,1215. 올림픽공원역 1번출구 앞,,,,,
1217,1217. 송파파인타운 7단지,,,,,
1218,1218. 방이역 4번출구,,,,,
122,122. 신성기사식당 앞,,,,,
1220,1220. 잠실근린공원,,,,,
1221,1221. 삼전역 4번출구,,,,,
1222,1222. 잠실새내역 5번 출구 뒤,,,,,
1224,1224. 아시아지하보도 2번 출구,,,,,
1226,1226. 잠실4동 주민센터 옆,,,,,
1227,1227. 거여역 8번출구 뒤,,,,,
1228,1228. 마천사거리,,,,,
1229,1229. 송파체육문화회관 앞,,,,,
123,123. 문화촌 공원,,,,,
1230,1230. 송파중학교 정문,,,,,
1231,1231. 잠실역 6번출구,,,,,
1232,1232. 잠실주공 521동 건너편,,,,,
1233,1233. 잠실3거리(갤러리아팰리스),,,,,
1235,1235. 잠실트리지움310동 옆,,,,,
1239,1239. 문정 법조단지3,,,,,
124,124. 서강대 정문 건너편,,,,,
1240,1240. 문정 법조단지4,,,,,
1241,1241. 문정 법조단지5,,,,,
1242,1242. 문정 법조단지6,,,,,
1243,1243. 문정 법조단지7,,,,,
1244,1244. 문정 법조단지8,,,,,
1245,1245. 문정 법조단지9,,,,,
1246,1246. 문정 법조단지10,,,,,
1247,1247. 문정 법조단지11,,,,,
1248,1248. 방이초등학교,,,,,
1250,1250.문정2동 주민센터,,,,,
1251,1251. 석촌역 2번출구,,,,,
1253,1253. 오금역 3번 출구 뒤,,,,,
1256,1256. 문정현대아파트 교차로,,,,,
1257,1257. 가락시장역 사거리,,,,,
1258,1258. 가락미륭아파트 앞,,,,,
1259,1259. 방이역 1번출구,,,,,
126,126. 서강대 후문 옆,,,,,
1260,1260. 방이동 한양3차아파트 옆,,,,,
1262,1262. 송파여성문화회관 앞,,,,,
1263,1263. 장지공영차고지,,,,,
1264,1264. 천호역 10번 출구 앞,,,,,
1265,1265. 문정동 근린공원,,,,,
1266,1266. 문정동 글샘 공원,,,,,
1267,1267. 올림픽공원 남2문 앞,,,,,
1268,1268. 몽촌토성역 1번출구 옆,,,,,
1269,1269. 리센츠아파트,,,,,
127,127. 현대벤처빌 앞,,,,,
1271,1271. 송파도서관,,,,,
1274,1274. 영파여고 앞,,,,,
1275,1275. 거여초등학교 옆,,,,,
1277,1277. 성내7교,,,,,
1278,1278. 송파구청 교차로,,,,,
1279,1279. 마천금호어울림 1차아파트 건너편,,,,,
128,128. 신촌역(2호선) 1번출구 옆,,,,,
1280,1280. 송파파크데일 2단지입구 앞 주차장,,,,,
1282,1282. 송파소방서 맞은편(성내4교),,,,,
1283,1283. 오금공원 사거리,,,,,
1285,1285. 위례별 유치원 뒤,,,,,
1286,1286. 위례중앙푸르지오 1단지 앞,,,,,
1287,1287. 위례아이파크 101동 맞은편,,,,,
1288,1288. 문정중교 사거리,,,,,
1289,1289. 풍납토성 서성벽터B,,,,,
129,129. 신촌역(2호선) 6번출구 옆,,,,,
1290,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,,,,,
1291,1291. 서울체육고등학교 앞,,,,,
1293,1293. 석촌호수 서호 사거리,,,,,
1295,1295. 잠실역 8번출구,,,,,
1296,1296. 석촌호수교차로 (송파나루근린공원 앞),,,,,
1297,1297. 석촌호수교차로(동호 팔각정 앞),,,,,
1299,1299. 송파소방서 (방이119안전센터),,,,,
130,130. 신촌역(2호선) 7번출구 앞,,,,,
1300,1300. 오륜사거리,,,,,
1302,1302. 한성대입구역6번출구 뒤,,,,,
1303,1303. 돈암초교 입구,,,,,
1304,1304. 만해공원,,,,,
1305,1305. 성북구청,,,,,
1306,1306. 한성대입구역2번출구,,,,,
1308,1308. 안암로터리 버스정류장 앞,,,,,
131,131. 증산2교,,,,,
1314,1314. 정릉꿈에그린1단지 201동 앞,,,,,
1315,1315. 고려사대부속중고 정문,,,,,
1316,1316. 고려사대부속중고 건너편,,,,,
1318,1318. 길음역 3번출구 뒤,,,,,
1319,1319. 종암박스파크,,,,,
1321,1321. 국민은행 종암동지점 앞,,,,,
1322,1322. 래미안라센트아파트 103동 앞,,,,,
1325,1325. 상월곡역 4번출구,,,,,
1326,1326. 상월곡역 1번출구,,,,,
1327,1327. 상월곡역 3번출구,,,,,
1328,1328. 월곡역 3번출구,,,,,
133,133. 해담는다리,,,,,
1332,1332. 석계역 5번출구 건너편,,,,,
1333,1333. 석관초등학교 앞,,,,,
1334,1334. 석관동주민센터 앞,,,,,
1336,1336. 성북3교 위,,,,,
1337,1337. 돈암성당 옆,,,,,
1338,1338. 용문2교 옆,,,,,
1339,1339. 삼성전자서비스 성북센터,,,,,
134,134. 연세로 명물길,,,,,
1340,1340. 광운초등학교 앞,,,,,
1342,1342. 성북쉼터 앞,,,,,
1343,1343. 한성대7번출구 앞,,,,,
1344,1344. 아리랑시네센터 앞,,,,,
1346,1346. 길음8골어린이공원 옆,,,,,
1347,1347. 길음래미안아파트817동 상가 앞,,,,,
1348,1348. 성북제일새마을금고 본점 앞,,,,,
1349,1349. 월계2교 버스정류장 앞,,,,,
135,135. 명물길 원형무대 앞,,,,,
1351,1351. 안암2교 옆,,,,,
1352,1352. e 편한세상 보문아파트 내,,,,,
1353,1353. 금호어울림센터힐 내,,,,,
1354,1354. 고려대학교 2번출구,,,,,
1357,1357. 북한산보국문역,,,,,
1358,1358. 정릉도서관 앞,,,,,
1360,1360. 정릉역,,,,,
1361,1361. 홍익중고 입구,,,,,
1362,1362. 보문역6번출구 앞,,,,,
1363,1363. 보문4교 인근,,,,,
1364,1364. 성북동 치안센터 앞,,,,,
1365,1365. 선잠단지 앞,,,,,
1366,1366. 일신초등학교 옆,,,,,
1367,1367. 길음문화복합미디어센터,,,,,
1368,1368. 성신여대입구 교차로,,,,,
137,137. 신촌기차역입구 교차로,,,,,
1370,1370. 복자사랑 피정의 집,,,,,
1372,1372. KEB은행 고대점,,,,,
1373,1373. 성북구보건소 건너편,,,,,
1375,1375. 생명의 전화 종합복지관 앞 교차로,,,,,
1376,1376. 한국과학기술연구원 중문,,,,,
1377,1377. 한국과학기술연구원 북문,,,,,
1379,1379.길음뉴타운푸르지오아파트 3단지,,,,,
138,138. 신촌동 제1공영주차장 앞,,,,,
1380,1380.월곡역 5번출구 앞,,,,,
1381,1381.석계역 4번출구 뒤,,,,,
1382,1382.래미안월곡아파트 입구,,,,,
1384,1384.성신여대입구역 5번출구,,,,,
1385,1385.성신여대입구역 3번출구 앞,,,,,
1386,1386.동선고가차도 초입,,,,,
1388,1388. 돈암초교입구 버스정류장(한성대입구역 방면),,,,,
139,139. 연세대 정문 건너편,,,,,
1390,1390.석관래미안아트리치,,,,,
1391,1391.성북청소년센터,,,,,
1392,1392.돈암삼성풍림아파트,,,,,
1393,1393.돈암육교 하단,,,,,
1394,1394.길음뉴타운 래미안9단지,,,,,
1395,1395.래미안장위포레카운티(102동),,,,,
1396,1396.래미안장위퍼스트하이(513동),,,,,
140,140. 이화여대 후문,,,,,
1401,1401. 극동늘푸른아파트,,,,,
1402,1402. 금란주차장 앞,,,,,
1403,1403. 중화빌딩 앞 (동부시장),,,,,
1404,1404. 동일로 지하차도,,,,,
1405,1405. 망우역 1번출구,,,,,
1407,1407. 먹골역 1번출구 뒤,,,,,
1408,1408. 먹골역 6번출구 앞,,,,,
141,141. 연대 대운동장 옆,,,,,
1410,1410. 면목 대원칸타빌아파트,,,,,
1411,1411. 상봉시장앞 교차로 한성빌딩 앞,,,,,
1414,1414. 사가정역 2번출구,,,,,
1416,1416. 상봉역 3번출구,,,,,
1418,1418. 새솔초등학교,,,,,
142,142. 아현역 4번출구 앞,,,,,
1420,1420. 신내어울공원 앞,,,,,
1421,1421. 신내역 4번출구,,,,,
1422,1422. 신내우디안아파트 1단지,,,,,
1424,1424. 양원역 2번출구,,,,,
1425,1425. 신성미소지움아파트,,,,,
1426,1426. 면목도시개발아파트 1동 앞,,,,,
1427,1427. 용마산역 1번출구,,,,,
1428,1428. 원묵고등학교,,,,,
1429,1429. 장안중학교,,,,,
143,143. 공덕역 2번출구,,,,,
1430,1430. 중랑구청,,,,,
1431,1431. 중랑구청 사거리,,,,,
1433,1433. 중화역 2번출구,,,,,
1435,1435. 능산삼거리,,,,,
1436,1436. 동원베네스트 건물 앞,,,,,
1437,1437. 늘푸른공원 앞,,,,,
1438,1438. 홈플러스 신내점 앞,,,,,
1440,1440. 면목2동 사거리,,,,,
1441,1441. 신내능말공원,,,,,
1442,1442. 중랑구청 중화동 별관 앞,,,,,
1444,1444. 면목4치안센터,,,,,
1445,1445. 용마지구대 A,,,,,
1446,1446. 중랑전화국 교차로,,,,,
1447,1447. 면목역 3번출구,,,,,
1448,1448. 코스트코 상봉점,,,,,
1449,1449. 상봉역 1번출구,,,,,
145,145. 공덕역 5번출구,,,,,
1450,1450. 화랑대역 7번출구,,,,,
1451,1451. 중랑세무서,,,,,
1452,1452. 겸재교 진입부,,,,,
1453,1453. 중랑캠핑숲,,,,,
1454,1454. 한국전력공사(동대문 중랑지사),,,,,
1455,1455. 상봉역 2번 출구,,,,,
1456,1456. 상아빌딩(우림시장 교차로),,,,,
1457,1457. 동원사거리,,,,,
1458,1458. 상봉터미널2,,,,,
1459,1459. 용마한신아파트사거리,,,,,
146,146. 마포역 2번출구 뒤,,,,,
1461,1461.동양엔파트 앞,,,,,
1462,1462.동부시장 북문 앞,,,,,
1463,1463.중랑구민회관,,,,,
1464,1464.중화역 4번출구,,,,,
1466,1466.두산대림아파트 삼거리,,,,,
1467,1467.sk신내 주유소앞(용마산로),,,,,
1468,1468.먹골역 7번 출구,,,,,
1469,1469.먹골역 4번출구,,,,,
147,147. 마포역 4번출구 뒤,,,,,
1470,1470.중화동 우리은행 앞,,,,,
1471,1471.동양쇼핑 정류소 앞,,,,,
1472,1472.영성빌딩(PAT),,,,,
1473,1473.중랑역 1번 출구(중화문화복지센터),,,,,
1474,1474.서울중랑우체국,,,,,
1477,1477.면목삼익아파트 앞,,,,,
1478,1478.홈플러스 상봉점 앞,,,,,
1479,1479.면목 홈플러스 2,,,,,
148,148. 용강동 주민센터 앞,,,,,
1480,1480. 용마지구대 B,,,,,
150,150. 서강대역 2번출구 앞,,,,,
1501,"1501. 미아역 3번,4번 출구 사이",,,,,
1503,1503. 강북구청사거리(수유역 8번출구),,,,,
1504,1504. 삼양시장오거리,,,,,
1506,1506. 강북문화예술회관,,,,,
1509,1509. 서울북부수도사업소,,,,,
1510,1510. 번동주공5단지 관리사무소 앞,,,,,
1512,1512. 강북중학교 앞,,,,,
1513,1513. 강북구청 뒷편,,,,,
1514,1514. 강북구청 사거리 버스정류소 앞,,,,,
1515,1515. 송천동 주민센터,,,,,
1516,1516. 우이동길마을마당,,,,,
1518,1518. 수유2동은행빌딩 앞,,,,,
1519,1519. 장미원시장 건너편,,,,,
1520,1520. 수유중앙시장,,,,,
1525,1525. 미아동 복합청사,,,,,
1526,1526. 강북종합시장 앞,,,,,
1527,1527. 미아역 1번 출구 뒤,,,,,
1528,1528. 삼각산동 주민센터,,,,,
1529,1529. 미아동 한국전력공사,,,,,
153,153. 성산2교 사거리,,,,,
1530,1530. 광산사거리,,,,,
1531,1531. 미아사거리 1번 출구,,,,,
1532,1532. 번3동 주민센터 교차로,,,,,
1533,"1533. 번동 주공3, 4단지 교차로",,,,,
1535,1535. 효성인텔리안 앞,,,,,
1536,1536. 번동 두산위브 101동 옆,,,,,
1537,1537. 북한산 우이역,,,,,
1538,1538. 솔밭공원역,,,,,
1539,1539. 4.19민주묘지역,,,,,
154,154. 마포구청역,,,,,
1540,1540. 가오리역,,,,,
1541,1541. 삼양역,,,,,
1542,1542. 삼양사거리역,,,,,
1543,1543. 수유1동 주민센터,,,,,
1546,1546. 송천동우체국,,,,,
1547,1547. 꿈의숲 롯데캐슬,,,,,
1548,1548. 북서울 꿈의숲 서문,,,,,
155,155. 가좌역1 번출구 앞,,,,,
1550,1550.삼각산아이원아파트(105동 옆),,,,,
1551,1551.4.19탑 앞,,,,,
1552,1552. 강북구청사거리,,,,,
1553,1553.서울북부고용노동지청,,,,,
1554,1554.번동사거리,,,,,
1557,1557.신창교,,,,,
1558,1558.강북문화정보도서관,,,,,
156,156. 서울서부지방법원 앞,,,,,
1560,1560. 도봉세무서 앞,,,,,
1564,1564.4.19민주묘지역 1번출구,,,,,
1565,1565.수유사거리,,,,,
1568,1568.4.19민주묘지 입구사거리,,,,,
1569,1569.수유역2번출구,,,,,
157,157. 애오개역 4번출구 앞,,,,,
1571,1571.북서울 꿈의 숲 입구,,,,,
1572,1572. 우이동 먹거리마을,,,,,
1573,1573.현대성우아파트 옆,,,,,
1574,1574.송중초등학교 옆,,,,,
159,159. 이대역 4번 출구,,,,,
160,160. 북아현동 가구거리,,,,,
1601,1601. 석계역 문화광장 내 자전거 보관소,,,,,
1602,1602. 광운대역 앞,,,,,
1605,1605. 헬스케어,,,,,
1606,1606. 태릉입구역 3번출구,,,,,
1608,1608. 공릉역 1번 출구 앞,,,,,
161,161. 무악재역1번 출구,,,,,
1610,1610. 화랑대역 2번출구 앞,,,,,
1611,1611. 과기대 입구(우),,,,,
1616,1616. 하계2동 공항버스정류장 옆,,,,,
1617,1617. 하계동 중평어린이공원 앞,,,,,
1619,1619. 중계동 하나프라자빌딩 앞(중1-1),,,,,
162,162. 봉원고가차도 밑,,,,,
1620,1620. 중계구민체육센터,,,,,
1625,1625. 상계역 3번출구,,,,,
1627,1627. 수락산역 4번출구,,,,,
1628,1628. 노일초등학교 앞,,,,,
163,163. 명지전문대학교 정문 앞,,,,,
1630,1630. 수연빌딩 앞,,,,,
1634,1634. 당고개공원 대여소,,,,,
1635,"1635. 상계3,4동 주민센터 대여소",,,,,
1636,1636. 상계주공2단지 버스정류장 옆,,,,,
1637,1637. KT 전화국 버스정류장 옆,,,,,
1639,1639. 희성오피앙,,,,,
164,164. 북가좌1동 주민센터,,,,,
1640,1640. 한내근린공원 북측,,,,,
1641,1641. 한내근린공원 남측,,,,,
1642,1642. 서울여대 남문,,,,,
1643,1643. 태릉입구역 8번출구,,,,,
1646,1646. 삼육대 입구,,,,,
165,165. 중앙근린공원,,,,,
1650,1650. 중계근린공원내,,,,,
1651,1651. 상계동 우방유쉘아파트 앞,,,,,
1652,1652. 파르코 앞,,,,,
1653,1653. 노원역1번출구,,,,,
1654,1654. 당고개입구 오거리,,,,,
1655,1655. 공릉1단지아파트,,,,,
1656,1656. 중앙하이츠 아파트 입구,,,,,
1657,1657. 노원구청,,,,,
1659,1659. 중계동 을지중학교,,,,,
166,166. 가재울 초등학교,,,,,
1660,1660. 서울시립과학관,,,,,
1661,1661. 당현천근린공원,,,,,
1662,1662. 노원역7번출구,,,,,
1663,1663. 동해문화예술관앞,,,,,
1664,1664. 노해근린공원내,,,,,
1665,1665. 양지근린공원앞,,,,,
1666,1666. 노원소방서인근,,,,,
1667,1667. 중계중학교,,,,,
1668,1668. 중계역 6번출구,,,,,
1669,1669. 중계역 3번출구,,,,,
167,167. 연가초등학교 옆,,,,,
1670,1670. 노원경찰서교차로,,,,,
1671,1671. 인덕대학교,,,,,
1672,1672. 상계동수락리버시티,,,,,
1674,1674. 서울북부고용센터앞,,,,,
1675,1675. 월계문화체육센터,,,,,
1677,1677. 육군사관학교  앞,,,,,
1678,1678. 성서대학교 밀알관,,,,,
1679,1679. 삼육대 도서관,,,,,
1680,1680. 삼육대 제3과학관,,,,,
1681,1681. 현대6차 아파트,,,,,
1682,1682. 중계종합사회복지관 교차로,,,,,
1683,1683. 노원문화예술회관,,,,,
1684,1684. 태릉입구역 5번출구,,,,,
1685,1685. 불암고등학교 앞 횡단보도,,,,,
1686,1686. 상계주공10단지 종합상가 앞,,,,,
1688,1688. 마들역 7번출구,,,,,
1689,1689. 마들역 3번출구,,,,,
169,169. 북가좌 삼거리,,,,,
1690,1690. 도봉운전면허시험장 버스정류장 옆,,,,,
1691,1691. 노원정보도서관,,,,,
1692,1692. 온곡초교 교차로,,,,,
1693,1693. 원자력 병원,,,,,
1696,1696.수락리버시티4단지,,,,,
1697,1697.상계주공2단지 219동,,,,,
170,170. DMC파크뷰자이아파트 302동 앞,,,,,
1702,1702. 녹천역 1번출구 앞,,,,,
1703,1703. 도봉산광역환승센터앞,,,,,
1705,1705. 도봉구청 정문앞,,,,,
1706,1706. 방학동우체국 건너편,,,,,
1707,1707. 도봉구민회관,,,,,
1708,1708. 도봉보건소사거리,,,,,
1709,1709. 쌍문역4번출구 주변,,,,,
171,171. 임광빌딩 앞,,,,,
1713,1713. 쌍문동 이안아파트 앞,,,,,
1714,1714. 도봉문화정보도서관 삼거리,,,,,
1715,1715. 서울특별시교육청도봉도서관,,,,,
1716,1716. 창동역 1번출구 건너편,,,,,
1719,1719. 신도봉사거리 버스정류장,,,,,
1720,1720. 도봉구청 옆(중랑천변),,,,,
1722,1722. 창동청소년수련관,,,,,
1723,1723. 방학동학마을도서관,,,,,
1725,1725. 창1동주민센터,,,,,
1726,1726. 삼익세라믹아파트교차로,,,,,
1727,1727. 서울도봉초등학교인근,,,,,
1728,1728. 서울북부지방법원,,,,,
1729,1729. 도봉한신아파트 버스정류장,,,,,
173,173. 서대문역 8번출구 앞,,,,,
1730,1730. 도봉산역 교차로 앞,,,,,
1731,1731. 도봉고등학교 맞은편,,,,,
1732,1732. 방학역사거리,,,,,
1733,1733. 방학사거리 (봄마당 앞),,,,,
1734,1734. 쌍문현대1차아파트 108동 앞,,,,,
1735,"1735. 도봉역 1,2번 출구사이 건너편",,,,,
1736,1736. 버스정류장 앞,,,,,
1737,1737. 신창시장,,,,,
1738,1738. 창동주공17단지 상가앞,,,,,
1741,1741. 제일강산수산입구,,,,,
1742,1742. 북한산 코오롱 하늘채,,,,,
1743,1743.창동19단지아파트 관리사무소앞,,,,,
1744,1744.도봉소방서 옆,,,,,
1749,1749. ESA아파트 상가 앞,,,,,
175,175. 홍연2교옆,,,,,
1750,1750. 창포원 남쪽 입구,,,,,
1751,1751. 창원초등학교 교차로,,,,,
1752,1752. 창동 주공 4단지 입구 옆,,,,,
1754,1754. 창동시장입구 사거리,,,,,
1756,1756.서울북부광역등기국,,,,,
1757,1757.솔밭공원역 1번출구 앞,,,,,
1758,1758.솔밭공원역 1번출구 주변,,,,,
1759,1759.서울북부지방법원 앞,,,,,
176,176. 명지대학교 도서관,,,,,
1761,1761.방학중학교 앞,,,,,
1762,1762.북한산 한신휴플러스APT앞,,,,,
1765,1765.쌍문역 1번출구 주변,,,,,
1767,1767.방학초등학교 앞,,,,,
1768,1768.신동아타워 버스정류소,,,,,
177,177. 북가좌 초등학교,,,,,
1770,1770.도봉한신아파트 주변,,,,,
1771,1771.성원APT버스정류소,,,,,
1772,1772.시립도봉노인복지관 버스정류소,,,,,
1774,1774.정의여중고 버스정류소,,,,,
1775,1775.신원리베르텔 앞,,,,,
178,178. 증산3교 앞,,,,,
179,179. 가좌역 4번출구 앞,,,,,
180,180. 충정로역 7번출구 아래,,,,,
1804,1804. 독산역 2번출구 자전거주차장,,,,,
1805,1805. 서울디지털운동장 앞,,,,,
1806,1806. 에이스하이엔드타워9차 앞,,,,,
1808,1808. 에이스하이엔드타워8차 앞,,,,,
