신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채,부채비율,ROA,ROE,매출총자산회전율,이자총자산비율,이자매출비율,현금흐름대비이자,이자대비현금흐름,로그총자산,로그총부채
AAA,171640.24042992605,9870.365671398522,7324.655658407693,307488.4765015457,143408.44242705381,142260.98488261164,0.1,44440.01548983457,32143.011596306125,1434084.4242705381,0.023820911085007355,0.05148745219535575,0.5582005621243606,0.10453403640361966,0.1872696724019613,1.382528604330813,0.7232735625417586,5.48782884471122,5.156574718915869
AAA,77232.46578562504,23378.01851853004,15473.174602880605,248956.3030273342,189576.75877244867,79207.50235814475,0.1,50833.91951778182,43382.93264191639,1895767.5877244866,0.06215217054047322,0.19534986134163249,0.31022498666019027,0.17425922587367937,0.5617188600754357,1.1717222580386235,0.8534081110670637,5.396123126134025,5.277785093784942
AAA,16918.84317923669,8459.421589618345,12689.132384427518,375066.31912702124,174408.23547973667,262317.00748518656,22988.315178726676,46983.2604369887,112871.63151233508,7.586821136032343,0.03383170318775057,0.04837327364350972,0.04510893758366743,0.3009377962144065,6.671356328360234,0.4162502442574329,2.402328576900959,5.574108066352722,5.2415669882740765
AAA,167290.7189625898,23564.7044786436,7378.735390376699,400074.9199848969,87662.62577169089,335811.1134460408,159817.44329986424,56424.205940476924,2336.4670839269093,0.5485172579516879,0.018443384030809157,0.021972874318116748,0.4181484782122937,0.005840073864203016,0.013966507517069127,24.139037648258608,0.041408215441723926,5.602141327051173,4.94281447500009
AAA,33840.80818533464,357.38471890888286,536.0770783633243,351616.1704213418,314957.4297894317,67732.50793319242,0.1,17849.603822658817,133640.64286037377,3149574.2978943167,0.001524608716717843,0.00791462024249982,0.0962436060457151,0.3800753608693029,3.9490972593937257,0.13356318764584285,7.486617494178874,5.546068839562351,5.498251857735877
AAA,140734.42810274946,26664.936940182706,27743.520369486338,371379.7028783457,255724.26915003773,84293.27349447852,3352.9494355325223,8507.183084041182,194433.476762446,76.26845380965999,0.07470392203575647,0.3291308928855827,0.3789502415237011,0.5235436273320982,1.3815629862828671,0.04375347019569474,22.85252619059706,5.5698181644311955,5.407771946085726
AAA,81830.27151654675,29515.062093551445,16076.548924118582,325275.47757748514,84348.61081720985,268411.4431735501,0.1,59613.18909043459,27602.2162091472,843486.1081720984,0.04942441109870917,0.059895169647159074,0.25157221234746674,0.08485796843560692,0.3373105783177782,2.1596464933198574,0.46301420232815205,5.5122513231828085,4.926077934353855
AAA,244239.00364686968,28363.535136712122,8529.869380016902,326298.176053336,8360.596404245822,303324.29672594613,223430.1867307454,33207.252934011594,-24147.923989635383,0.037419278596947755,0.026141333314172826,0.028121286267165237,0.748514768304886,-0.07400569712558924,-0.0988700560887867,-1.3752166921246445,-0.7271663474022536,5.513614646168551,3.9222372589981416
AAA,7357.065437230107,3678.5327186150535,5517.79907792258,15854.75487233221,22110.20221538443,59602.34605669084,59602.34605669084,23389.149491934568,9720.10197978087,0.3709619449267028,0.34802172107697305,0.0925768773040296,0.46402896143596406,0.6130717288315324,1.3211928129105281,2.4060183239083557,0.4155639100610525,4.200159531861913,4.344592714565327
AAA,120050.27919192686,-4633.946852641833,-1842.9530787001768,496245.8662692534,298390.7574003279,190431.5063459653,0.1,20391.876883482488,141817.1196341687,2983907.5740032787,-0.003713790288179904,-0.00967777398847018,0.24191693543859144,0.2857799515799321,1.1813143675196518,0.14378893850859809,6.954247821161298,5.695696902110859,5.4747853668160396
AAA,226804.3979800601,6479.576308050833,8402.149685139493,623356.6047766693,256902.80632737945,294284.6295260255,0.1,-7080.989075658803,160685.47362885647,2569028.0632737945,0.013478881302861533,0.028551099317256176,0.3638437392691421,0.25777455857137416,0.7084760042571282,-0.04406711352701676,-22.695723384842154,5.794736565406309,5.4097688483918365
AAA,199915.0938329075,37854.864174446586,9739.132809797777,391389.0486776567,194022.44882572853,162661.81695686816,79431.74199226875,53783.60046967567,142311.87691226264,2.4426311693455385,0.02488350873051333,0.05987350314905329,0.510783565632045,0.3636072020744479,0.7118615917575957,0.37792504541127236,2.6459595436150836,5.5926086696474755,5.287851981667874
AAA,159475.09976923198,20648.32922368196,27403.41540531646,473679.21937842004,215041.19264452832,251140.0078445007,0.1,34159.544764200866,88870.51324565955,2150411.926445283,0.05785226432621694,0.1091160888323454,0.3366732025493989,0.187617504863901,0.5572688988704781,0.3843700137048044,2.601554332903758,5.675484332358853,5.332521660030266
AAA,245106.01664835095,-15701.24402811656,-15348.175374116088,655028.9407086071,286949.679209743,282587.06883249414,0.1,14681.171036235757,221867.91985437274,2869496.7920974297,-0.02343129352042447,-0.05431308459204072,0.37419112563667256,0.338714682765554,0.9051916508956307,0.06617047149223056,15.111383684797044,5.816260488560313,5.457805743571507
AAA,77939.66570411468,806.1012348844397,-396.2418034353268,597082.0161944391,426947.6990481038,234183.54251248596,224460.82893411285,-3046.9404228115927,120961.31038149222,1.902103369552413,-0.0006636304438723726,-0.0016920138758862628,0.130534270988215,0.20258742869606258,1.5519865178881092,-0.02518917184370999,-39.71230345662421,5.7760339906506495,5.630374677352941
AAA,229570.2290397662,-12751.879713991899,-1391.578213855184,751397.3296010506,321907.4961966018,373343.4066880667,0.1,-9872.039077302015,164207.7475188987,3219074.9619660177,-0.0018519871698160456,-0.0037273410723920077,0.30552441430907795,0.21853650665232427,0.715283284795846,-0.06011883792101787,-16.635305182459117,5.875869647286337,5.50773109013362
AAA,135852.71420679757,10255.82851902486,185.3809437110085,176559.67134955837,98482.87229805309,48369.4834704165,0.1,21488.79688799443,32129.652633615944,984828.7229805308,0.0010499619890206157,0.003832601268615785,0.7694436287085747,0.18197616923518536,0.2365035753699229,0.6687942860367635,1.4951119734205405,5.24689151175302,4.993360706505346
AAA,263077.2547541941,27261.597643531244,10098.30197822845,404491.24857901176,228886.7501161519,106866.92948395424,0.1,44529.82169000278,2350.24255795902,2288867.501161519,0.02496543995377909,0.0944941716487202,0.6503904736589267,0.005810366889804125,0.008933659278735313,18.938846415172318,0.05277788436782096,5.6069091298173666,5.359620652796898
AAA,6911.659808728888,-3455.829904364444,-16202.336311932553,372185.05602263083,217343.36357098256,178184.36928980995,0.1,-10637.34565881958,186126.43349832617,2173433.6357098254,-0.04353301146768065,-0.09093017741404737,0.018570492546343995,0.500091098464224,26.929339500081152,-0.05715087485432523,-17.499095974188418,5.570758931349283,5.337146383848209
AAA,71507.7487365772,1882.2233933204461,-6803.447203901695,95139.97165194777,18360.109170177602,87329.94041343965,87329.94041343965,-11637.47365972985,66517.37216549054,0.2102384254845097,-0.07150987209446379,-0.07790509385089055,0.751605739364473,0.6991527431691089,0.9302120866723076,-0.17495126956470117,-5.71628262225919,4.97836301768085,4.263875259210799
AAA,247334.33375076333,27541.432403378225,29138.20152627324,629314.1343633393,201539.35502739187,387760.9771508541,59357.51407275199,36779.235748429994,121992.04946378493,3.3953469611340803,0.04630152087041808,0.07514474958354911,0.39302205408271185,0.19384921266260946,0.4932273154875266,0.30148632163956474,3.3167826954179405,5.798867486088925,5.304359864384617
AAA,272269.4507662002,11262.273757338933,4834.048511178666,503325.6614732984,318534.70348422,135911.76308597543,78615.39142796054,68923.0986132396,68012.88680033406,4.051810945648096,0.009604216278241784,0.03556755060355394,0.5409409287204487,0.13512700028298114,0.24979991919378877,1.0133680319663936,0.9867794888690715,5.701849072960517,5.503156754444269
AAA,91349.93354617833,18614.95986458853,18074.262040523616,428169.0840310967,223896.8614928797,218299.49476226716,0.1,40658.64355248112,134119.14219307463,2238968.614928797,0.042212907738128365,0.08279571173633213,0.21335013888939222,0.31323873487169834,1.4681909114392078,0.30315091296242713,3.298581356719505,5.631615305836932,5.350048005835051
AAA,92338.49966843083,6117.409755263352,4509.959737540321,204024.92691089027,167654.03808057203,75988.16857271134,75988.16857271134,50757.99784508957,68949.11512350975,2.206317657467264,0.02210494475270704,0.05935081503148538,0.45258440263409827,0.33794456475224666,0.7466995388823979,0.7361553748556795,1.3583624194853936,5.309683230948003,5.224414018218104
AAA,199224.72388291714,16219.323145422743,22062.830898595115,306962.35215859767,51923.906941303925,218048.91631052748,0.1,49893.54979708398,53783.28816213476,519239.06941303925,0.07187471278952134,0.10118294221272364,0.6490200589158376,0.17521135013438602,0.2699629198318919,0.9276603168322688,1.0779391412662482,5.487085114068765,4.7153673628988715
AAA,141585.30013477127,21260.087244198523,20374.27049661613,236764.38657386444,6532.679740850435,223125.51213879004,0.1,53060.08046454731,12931.88428476271,65326.79740850435,0.08605293554256682,0.09131304753686251,0.5980008318970736,0.054619212255253145,0.0913363482822948,4.102725988746512,0.2437169422775537,5.374316377621728,3.815091367788667
AAA,278456.5749132082,21736.35210352111,28430.084005404547,432051.5213158108,45689.47991098938,321629.1586803283,0.1,12907.50499679573,-26975.416917431634,456894.7991098938,0.06580253188050551,0.08839398803906832,0.6444985405100995,-0.06243564849691568,-0.09687477096146704,-0.4785091383552589,-2.0897398206940094,5.635535538687576,4.6598162144559465
AAA,176865.2511012281,27067.641033543856,17165.115607135645,123378.66431233159,53600.2577094064,73344.35244027068,73344.35244027068,59179.43648018989,-8686.289987460987,0.7308027942990806,0.13912547767320907,0.23403459211279248,1.4335156899858783,-0.07040350157683463,-0.04911247366781746,-6.813754815973636,-0.14677637584455197,5.0912400642956746,4.729166877780533
AAA,170681.75749933656,13253.1247902384,12549.078978038902,395687.7349041676,252482.48673957036,113679.75055261629,16834.239743113067,14429.198475366595,118822.4662967461,14.998152015915162,0.031714601871797185,0.11038974766425622,0.43135468310806835,0.30029352900090256,0.696163831669052,0.12143391305663104,8.234291891382142,5.59735258868909,5.402231258984788
AAA,197810.6649121198,18625.293254289252,12233.328743573802,449472.0333511275,323271.8042045053,89654.44346533169,65493.92562149244,183.8324129455723,131514.07358500332,4.935905141383381,0.02721710770827231,0.13644977617092996,0.4400956015823795,0.29259678873560646,0.664848245889221,0.0013978048898459858,711.5314434797232,5.652702674625118,5.509567827060063
AAA,14716.314163265808,7234.380421719964,2242.7149872670852,12430.132912159781,29392.95235559612,12957.625035849545,12957.625035849545,9778.51241760404,71146.44565015515,2.268390409066118,0.1804256642399333,0.17308071356149143,1.1839225105042577,5.723707554289795,4.834528867815806,0.1374401052384474,7.275050392296129,4.094475772463766,4.468243210684637
AAA,180098.62159280246,1842.2485663281986,2763.372849492298,682080.7950346463,410375.64042423165,274607.21359927533,174859.80991800508,62478.37267008703,194629.9224674757,2.346883715684377,0.004051386389426098,0.010063001671634129,0.26404294462455047,0.2853473135211049,1.0806852420421522,0.32100948748535907,3.1151068608705446,5.83383582151781,5.6131815734894355
AAA,158143.06804608644,-7711.45554867554,-4338.311187774838,519809.1931577842,264358.0607364333,243823.7301333242,195761.95283166273,35854.45620335558,223052.147958274,1.35040571935731,-0.00834596856862048,-0.01779281772698098,0.30423291878580394,0.42910389214791783,1.410445305723243,0.16074400442921694,6.220870449764334,5.715843956008379,5.4221925573361025
AAA,149543.57324941788,14545.877844561941,2523.6867904198307,293230.7025302094,208171.15603714745,75592.87380630142,75592.87380630142,34111.43131794304,84384.99584417552,2.753846302636457,0.008606488913485566,0.03338524735660276,0.5099860688497021,0.28777680889497564,0.564283666697151,0.4042309506062134,2.4737314985751033,5.467209440871428,5.318420553984743
AAA,234581.6736598887,17814.631484938876,26721.947227408316,444831.15113758884,201622.9525171008,190246.96188734894,4362.248993706824,-4442.224190736713,71371.69991404118,46.219955075460184,0.060072113113191265,0.1404592586515584,0.5273499238081266,0.16044672170894234,0.30425096215111996,-0.062239822734557824,-16.070276313207685,5.648195192902789,5.304539970155035
AAA,72659.14137625918,16123.966770481535,9923.80437504512,528949.8130681732,354493.64957822324,199697.9571088348,0.1,24940.984498670477,136974.1678402545,3544936.4957822324,0.018761334496900747,0.04969407057898282,0.13736490604808016,0.25895494138798514,1.8851608379315332,0.18208398567364836,5.491710888023198,5.7234144679869345,5.549608459609809
AAA,31827.487957885372,8069.918019049901,8659.747583471171,540117.3044635445,302861.20595832524,298405.4026749496,42459.974949119605,7568.383006340664,123295.49329069808,7.132863510193968,0.01603308672376681,0.02902007639889871,0.05892699177542012,0.22827539919899006,3.873868193865774,0.061383603088342245,16.288711138994664,5.732488091579732,5.481243647326808
AAA,56517.10213168002,18669.61727738584,19573.19285937767,610804.0692739958,401502.8160041322,261056.80535323525,73349.52229159923,43371.00390393339,190246.17041736929,5.473830005435722,0.03204496145980567,0.07497675777075888,0.09252902031064802,0.3114684069533077,3.366169942225841,0.227971873688239,4.386381842968429,5.785901921733033,5.603688595619101
AAA,343855.83399724565,9230.343975068465,619.426425042443,677771.8008665325,344647.81643094344,212628.9595047615,12882.473244410554,-3589.1593519872185,191572.31600380442,26.753233629301672,0.0009139158994967114,0.0029131799661022747,0.5073327535279947,0.2826501718703535,0.5571297534109569,-0.01873517370193635,-53.39013605895361,5.831083495774858,5.537375531299678
AAA,13661.97635986541,-2607.1034356793407,-453.51434519569557,423894.84989215713,367331.1873523876,101676.3027749829,82763.81656327925,10289.356796376886,213425.26590960176,4.438306528210125,-0.0010698746288403218,-0.004460374077520856,0.032229635163864685,0.5034863385669799,15.621844181825557,0.048210358516673935,20.740317379932474,5.627258140142167,5.565057802617142
AAA,199992.036067167,11218.790455271399,-3017.3126609309475,309654.3392906376,228015.17847729754,61133.87553827905,61133.87553827905,54158.56430488941,35542.14231023688,3.729768094524378,-0.0097441316916245,-0.049355821700550515,0.6458557516917502,0.11478005569583664,0.17771778821382722,1.5237415935869871,0.6562486749367776,5.490877170303203,5.357963758007138
AAA,145523.56721329287,4852.9998287326725,2476.1451419383766,554350.8484746821,368938.6216882346,213827.93433695807,91026.85327586142,42435.88622060459,44486.84953863071,4.053074542411652,0.0044667472752167444,0.01158008260060341,0.26251167038655504,0.08025034986604243,0.30570202744842456,0.9538758708432442,1.0483061671247405,5.743784716584763,5.566954120957668
AAA,159742.2403433445,21439.285906684556,8760.64373977548,444571.10038347135,313364.20832100057,114768.74897791169,114768.74897791169,7001.617106856473,174439.14448973854,2.730396655114803,0.01970583272781082,0.07633300718004295,0.3593176439169269,0.39237625733943005,1.0920038689504104,0.040137647944153955,24.910564411545497,5.647941227701884,5.496049390931679
AAA,232740.9721384609,23466.276777125233,20609.325746698407,354862.3781313322,198154.5686187406,126826.95120856554,126826.95120856554,4958.504131004491,25959.397253404124,1.562401104264326,0.058076953255019416,0.1624995756052402,0.6558626286732627,0.07315342187048277,0.11153771944357313,0.19100262922033268,5.234272735275723,5.55005995867122,5.297004089806903
AAA,206748.38879827783,21583.81409011632,11629.430687132222,276277.84418711695,145374.7464709972,79069.93666440048,39232.958312528055,56195.93004610151,121963.74706679735,3.705424029280388,0.04209324392750025,0.14707777921324833,0.7483350299282474,0.44145323134993764,0.5899138937706357,0.4607555166356739,2.1702919886681284,5.441346058520978,5.1624889703411965
AAA,164589.29199155705,10815.886204122771,12975.506130135858,406452.08885078004,153874.8822607834,224541.06443082122,0.1,-3186.273316629369,48681.58152328412,1538748.822607834,0.031923826906200325,0.057786784626798086,0.40494143468895394,0.11977200476673278,0.2957761160172032,-0.0654499662287922,-15.283329461598159,5.609009359834047,5.187167733633855
AAA,301091.5692307061,26714.300984059628,22266.961020726165,588129.8091529557,212137.3038817255,276810.98363454035,0.1,8562.437218922394,154099.3857594335,2121373.038817255,0.03786062307026367,0.0804410313794633,0.5119474723859828,0.2620159416530385,0.511802393382053,0.05556402196350914,17.99503888682973,5.7694731920232805,5.326617044968517
AAA,206080.8884893496,31956.841551407604,16572.561642848596,376882.2747663125,165242.1975403239,190428.78016212652,36952.374398334665,43008.85656594702,25757.05372966209,4.471761293579307,0.04397278076588899,0.08702761015818676,0.54680440627549,0.06834243861861868,0.12498516441030014,1.6697246235036578,0.5988639764508118,5.576205712529996,5.218120961984107
AAA,133500.61095056383,25576.028554884804,10506.922675672391,328042.25391657883,244695.39101286742,64078.95001909776,0.1,60845.21378708174,135394.9405441716,2446953.910128674,0.03202917474876362,0.1639683963694936,0.40696163179183936,0.41273628298689397,1.0141896698458501,0.4493872825325334,2.2251991063561842,5.51592978719009,5.388625789227024
AAA,341028.6575443696,26208.4003416306,19675.90768082145,587496.7636699586,335004.5154808181,133918.09822737984,0.1,48541.50064191401,193384.0719736108,3350045.154808181,0.03349109118135482,0.1469249335322376,0.5804775083594353,0.3291661910877338,0.5670610598126948,0.2510095538736204,3.9838094333078784,5.769005478562242,5.525050660873221
AAA,103710.2937586148,36094.91655005939,22762.324242210354,183126.70923696388,57155.51630294445,122085.03831299348,0.1,57795.54648460969,71595.62836001744,571555.1630294445,0.12429822136298078,0.1864464684350086,0.5663307891609348,0.39096223952440223,0.6903425471598403,0.8072383827069314,1.2387527060822263,5.262751691261147,4.757058152217152
AAA,182884.92785045627,1224.209913039549,-3272.9284009444236,729132.7659664683,336445.03782296344,362495.5939773649,0.1,-6630.103594880773,167061.79352464655,3364450.3782296344,-0.00448879621615433,-0.00902887774450796,0.2508252768040696,0.2291239693544776,0.9134803807411173,-0.039686296721134634,-25.201264565190616,5.862806615117376,5.526914127342179
AAA,320160.3897971268,15581.123508940269,1236.4729179287933,482810.3867402663,150537.1573707775,256747.73516039594,95914.39797563403,40795.00089879953,45528.73869124756,1.569494888650813,0.0025609907157899837,0.004815905842972058,0.663118272907747,0.09429941845004321,0.14220603217061722,0.8960077977922105,1.116009846263811,5.683776604539355,5.1776437108888915
AAA,198105.110109045,23049.968593689584,25152.82531305983,484222.5538597314,217480.1451752205,260268.33552066222,202615.3305589813,40795.44543396315,123010.75431391771,1.0733647082638302,0.05194476199542339,0.09664189561416316,0.4091199563712013,0.2540376389604339,0.620936805952192,0.3316385955268626,3.01523216068013,5.6850450139134585,5.3374196142357615
AAA,168289.07679717732,19920.2467092742,18920.34002385531,350726.44131908077,162672.14543984545,184951.91647682397,57362.985604361806,52832.60537891131,40479.65783842946,2.835838192973625,0.05394614661129052,0.10229869678709812,0.47983002411863435,0.11541661269160554,0.24053645434882093,1.3051320852981738,0.7661725439352098,5.544968508641969,5.211313194501633
AAA,191061.03531107013,24664.676292894546,22518.453093536984,192498.3817480297,65317.300798428274,101469.11254497369,101469.11254497369,65679.90707326586,57894.750786048986,0.6437160940919631,0.11697996050175871,0.22192421446039784,0.9925332024928865,0.3007544804289845,0.3030170473628463,1.1344512538749667,0.881454799664512,5.2844270829309865,4.815028229454572
AAA,311970.54133727663,43448.050804373815,33121.800110761025,256546.65232661774,55166.14526962032,93831.16653619322,0.1,45911.18560685108,85636.40283373161,551661.4526962031,0.12910634307787655,0.3529935876688163,1.2160382468764277,0.3338044057760893,0.27450156821425215,0.5361113729241586,1.8652216552494687,5.409166351926259,4.741672638722646
AAA,163726.2783274593,24441.14734079224,18251.299124596415,126456.94938179193,11497.744457405264,83668.05148647663,0.1,37731.81328415317,-5371.192984479523,114977.44457405264,0.14432816238112062,0.21813940686244374,1.2947195004138985,-0.04247447855367055,-0.03280593096813034,-7.026155930187697,-0.1423480657016181,5.101942700783902,4.06061265202503
AAA,133266.00348141,25142.847338999483,33153.25178892405,382811.1509148844,205765.18551381544,181843.08510512154,0.1,12084.3633266809,45155.13747601552,2057651.8551381542,0.08660471804358556,0.1823179131049086,0.34812466450602647,0.11795669318435156,0.33883463371297434,0.26761286509722965,3.7363491899599217,5.582984579863084,5.313371896090836
AAA,115695.95315491459,8772.881435807623,10538.121533124511,318569.72177665523,172288.55125170507,165376.38003511316,152039.08643802733,11206.6361018406,79954.23829605148,1.133185914807056,0.03307948248927637,0.0637220474343859,0.3631730991560692,0.2509787742857316,0.6910720393909918,0.14016137454741387,7.1339074154023265,5.503204496229078,5.236256419099758
AAA,299741.5484800055,19312.723823492786,7188.867160227514,484027.00042804587,103904.47981526647,304384.7868834781,73781.83036216325,24997.728280320003,76345.68139012282,1.4082664973916221,0.014852202777675813,0.023617695331729877,0.6192661736120737,0.15773021199769238,0.2547050343113027,0.32742390140816297,3.053982607996311,5.684869588524256,5.016634272457162
AAA,264390.2414543311,27174.197481798114,8414.972766216406,447282.9570515728,247794.02164413055,103789.74202705773,0.1,60611.59355255833,144140.88606035855,2477940.2164413054,0.0188135332087919,0.08107711419132965,0.5911028741116248,0.3222588381424485,0.5451823231730601,0.4204995175876746,2.3780682794140997,5.650582350443014,5.394090824242284
AAA,36259.32763502347,18129.663817511733,6481.07574267413,112729.99761821597,108259.4012511977,69546.18400131563,69546.18400131563,43301.75238323309,-18040.269945671782,1.5566548014934898,0.05749202412496864,0.09319096131214799,0.3216475507949833,-0.1600307844125836,-0.497534596539137,-2.4004160098298555,-0.4166079279675767,5.052039497825604,5.034465620815084
AAA,199094.86911103502,24254.38175960483,21660.55088165078,517866.7578155523,251929.74962140573,227220.9120822426,45498.70866795335,39665.93549877387,182368.7279434041,5.537074721394245,0.041826494083185735,0.0953281574444642,0.3844519195455799,0.3521537638613175,0.9159890898127427,0.21750284954684823,4.597499798012913,5.714218034283739,5.401279455046893
AAA,83635.86580953395,-9881.31080596545,-15984.214684212298,143945.34962100504,12755.651152898674,181239.7420412294,181239.7420412294,14370.075427409789,-28612.284662047532,0.07037998956099237,-0.11104363375612533,-0.08819376205344699,0.5810251323140313,-0.19877185846837753,-0.3421054398744075,-0.5022520168928832,-1.9909633629419026,5.158197638880237,4.105702633458756
