매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채,신용등급
152903.91521756264,13649.604661411275,-3286.2755624245983,452427.90658273536,312554.0480955446,102102.76520819054,41572.415193946385,-4693.32556469012,-29470.437448503537,AAA
178216.0464863539,-1215.4140420308886,3707.0471165166955,247508.37975286742,35989.12846751255,84761.00186340284,54636.083579608145,34077.098436151304,-58856.587651817725,AAA
136134.9535426369,32347.973017220786,-4225.594018017311,289732.723358145,53765.53988573028,139179.42217341735,38034.901657829534,75796.22021240619,-100080.94811914653,AAA
134901.12274528903,-23091.43285736026,19321.55609263768,422158.1476087072,167360.94647426877,161283.28451979632,46316.99222131217,-21522.979479292047,21512.753897368733,AAA
176549.26942284667,7497.616356456192,17885.873789334742,394037.07575029193,237929.20734920164,146694.7470126387,44211.48459719781,32646.32060308696,177527.51696239985,AAA
144469.81358710726,44343.69935001273,4495.308067801636,249935.94111798052,212306.05974951445,216886.43052443955,51446.48856895981,17897.553499451104,17228.192959773078,AAA
111452.31153076503,26354.90393899858,37545.3917433171,125900.79441956332,315266.67995493545,170021.53815706482,57471.87077349855,49937.34778084951,176338.97228775,AAA
79093.92398372831,41706.05621141846,-6213.301421527038,401915.1154716006,187358.8555208029,162716.7869385737,22531.06200774483,68957.22620523663,111197.89964742903,AAA
111556.46559263508,6940.718958129113,9730.714551710687,268617.27611362364,168962.2174120788,114982.0743273127,35831.30404311558,76106.01818600499,30077.793809575815,AAA
114073.93191316513,31541.31796400428,17307.524617942654,359622.48385977134,324390.7759575023,175161.28289256856,67355.04749641003,71069.59871402384,73001.70030333893,AAA
115222.18421457548,-16773.406395812992,-14770.520034757428,291928.3809737953,169254.21109244946,160528.26707444197,44629.57118746931,80472.91525894732,88879.33301738699,AAA
136729.7788511307,-791.1325929090435,-15164.02786152926,303143.8370936441,148137.76482067816,91794.73066167235,50779.66689991254,52588.9591077739,144386.62736224622,AAA
55178.46047523906,5442.284310643396,-3110.5340534105726,254554.10774148785,-18744.03558920184,185151.09482929774,62828.445687761676,57712.60446346026,20766.28660707586,AAA
153264.17412647788,41578.928962266524,742.0582848056792,473724.59880455444,110900.02307227641,114732.95637788222,42028.52467021662,28593.05145249198,-34821.698128944394,AAA
125327.9346807265,25762.354651265734,13756.196617707961,214803.17165275753,440007.2696894156,193408.23567799706,50616.80865792509,13941.99282656979,191137.055657266,AAA
165965.35518436786,7132.083519548147,10437.937317598928,381756.8036909285,404154.1815140933,221837.838112355,40147.660876486516,-7721.542631905442,73074.31973688575,AAA
181106.74536224877,17297.61512607889,6298.481450900383,365213.3953893712,297630.39196297125,257515.00185515144,19858.710926223353,-39456.965215208926,160648.37539695928,AAA
104187.4527585135,10811.454338085798,-1876.3140637205415,450323.279298509,-84714.87968625408,128233.14051382936,78859.07459822527,39300.518977166146,166827.08387980162,AAA
117062.28017191993,15125.839439598905,12299.149685272569,254440.70419791073,291563.3493645678,102590.46677217043,44570.33371347668,47444.29970706231,-20205.029175664196,AAA
146395.55152770344,10584.92666833182,18319.609183529323,513117.95527192333,166535.34138897955,138651.01308764977,68860.82207622775,46837.87289005605,52883.64049055312,AAA
137248.2658941494,-3801.379725319637,2763.8281532856836,295677.7180475749,336957.7006294926,130648.63983696818,53707.73954489453,80457.13512469172,220198.5494516103,AAA
98719.01525753344,37754.70975671265,27391.384808569062,182622.6882237457,-26006.678438423638,72397.40883169534,72779.6616691809,28446.660455256068,93173.62084821521,AAA
128417.81281572668,18029.814768332013,2511.549660001194,330610.1003685059,4655.3368131986645,32947.31222996215,50785.01692571773,2452.5960167057383,136287.95732019847,AAA
149765.34754652402,36164.04058822133,20960.440919426463,267750.72477003396,267364.2737891087,141244.92205080113,45698.785274171416,10774.82520342469,89199.88519107437,AAA
94996.3043932809,37559.504010450044,22511.29764531231,419861.5092313705,38498.01012643063,229553.504091551,32527.886867512963,48357.886608072746,69768.74145842738,AAA
89430.21408588123,-6695.002147499823,-1170.9707823466943,464362.59265746863,178510.6789831797,198056.69944478027,17640.530502225454,45030.7529404165,259969.3841503536,AAA
87537.11915300883,-2164.6844164301037,18584.24025223496,544773.0431260054,-21862.42562828466,159585.81013929463,51485.02069055635,32332.02347689348,97268.40714108484,AAA
67768.49768997938,12588.854186554754,-911.0362657375208,197450.35593044318,423379.5976215217,127797.85494681433,35784.36040846135,55030.11051102382,-25621.112779158095,AAA
116305.81632846507,15261.816979490042,27461.950210119932,208406.1807908945,218663.5003409677,146978.75618146718,41731.06940012553,-3370.4665706391497,64324.591125962375,AAA
147265.56941187137,-10530.572386674025,12145.928246097621,267251.0559859955,205777.00441165778,166770.05425822028,64654.491420763494,43924.41730162049,54244.83970532046,AAA
135278.44611041306,34960.525789760366,-22917.163562975726,285347.2818077774,358654.43945371825,256252.6722282393,39137.80596179697,46439.41567415765,-109461.2289842608,AAA
56612.81198965262,-7023.705426635623,9692.390809324723,209119.84108423465,300769.98843405116,181935.86407272873,26105.25725538353,-19246.21420250212,154537.8664144565,AAA
65345.96779590925,11266.316036104405,-18932.706529250692,379948.0215189436,243631.71488303834,132076.82923187045,46692.363756251325,35318.603647019794,184917.6638567909,AAA
87747.95299290436,24255.955667519484,25216.719748144966,298080.17595162924,161656.7680735701,76784.58954622959,42918.55105483016,51656.361664701806,37669.97643269769,AAA
122400.49779454376,9419.743927719017,-17118.68625734848,268258.9314460085,441487.980047978,249177.47219451866,10118.014650441946,46799.31463889271,266877.93507540436,AAA
98353.16741349224,-26086.445251240533,-3773.436376314443,351402.042413037,-62864.111607833125,175136.4637796211,33139.64122943762,-13984.101689800325,47680.86994607188,AAA
63604.82235713145,23687.377433302314,14873.948252540707,182998.47789898937,301735.55247312505,95795.38856624975,29412.36091648886,74021.55638443009,-10170.590515949909,AAA
92176.92472066163,2216.07551573841,26146.231807531167,220997.12954092844,-106688.74465927301,207584.9604731077,57066.55280548149,36332.948086141005,98322.61731428081,AAA
110916.67767078025,21374.22684728475,8482.333944067608,464313.3719201677,234802.19041470005,178901.98349344844,32095.753718381777,-8655.128356470694,94215.59194585556,AAA
126938.57867581751,3313.1727212640744,4141.938921949311,470893.5476936327,-18841.733542670525,189122.44528541097,25322.8071499287,32580.752821801285,36211.56201723198,AAA
45651.70867845358,33938.81682107666,9044.168269818774,285614.5387139991,203076.29356311786,95039.75767449482,50812.31096762711,-18576.28760058049,-47336.58788604803,AAA
169467.23444567368,-23864.544513757806,-8934.881525220935,583897.4214999129,-93614.00967709388,129714.21572824693,30806.62617610268,-1875.4645428775075,-130864.77179730467,AAA
95544.5987267677,3041.5934047395585,-4537.690503532494,299177.04347098334,361188.2652136758,182406.2974678119,24393.50951675551,28451.093305182472,101436.24757365313,AAA
181518.5894732258,-7103.786686479338,-840.9969774532838,272221.3829254658,257221.33318663578,218759.64916502032,5284.32312880762,62843.07749766164,160846.62002502102,AAA
170545.09036072984,15860.720744750888,-8404.46307906415,482267.32140160946,178939.14219954767,122355.28819925078,51616.40245986412,59096.61863355336,18187.448648010904,AAA
91309.05941474802,16902.05797811471,-14848.368598431669,440742.87304611143,264670.0318162366,157289.7127719241,52395.30160317854,38562.864683490305,101610.69965061404,AAA
162403.03562714858,1894.3550536059392,26120.401642393008,288653.0354679453,-46188.170837471815,166919.13326753594,63627.485338018465,54652.23126786781,180568.67362607096,AAA
159937.2876916091,16487.612054329908,-4429.552895252524,305294.3594268982,171405.94563143962,198360.33850483928,4179.930821675538,14862.515561060989,-31492.92445362211,AAA
110950.78786355363,-9133.023020276853,1766.444842789906,403907.05957390886,132613.38772272784,175328.4773821816,63227.35191942142,-28.191474986870162,119309.10104755468,AAA
139585.42751428514,474.4820703701316,-24974.943825702576,414560.42948478425,464387.92520331533,74594.67943084755,35169.42645006797,40827.61200407233,98341.64350374261,AAA
149457.1643236305,52972.8395883321,45492.13772850863,380019.1333713531,-30371.9819113696,147482.31492313527,52761.67014644032,-15298.10449081549,27696.108318553903,AAA
150662.4259625369,1275.5178970902252,2303.395223033045,442273.92496456974,318150.1770094516,122426.34370307888,60092.131764805,60207.82452235272,37891.64238856035,AAA
100290.4577332293,15272.388244948866,15732.525473200345,556749.9288190546,273349.871868272,95939.4361836394,55325.934225978606,21258.139992468976,228278.70664197317,AAA
163350.74251025636,2751.901860449132,-7559.783579246856,291797.4592948082,219937.16097233235,141326.90866873687,44249.5647557813,31218.107947169054,-19125.786658437617,AAA
135988.6271705899,25523.71027198285,-286.9386984148223,395285.2004147676,275856.4946480251,60781.76517769223,50586.91129567946,-16551.446297602943,249708.1962444734,AAA
132074.65054503168,7475.858265158931,17262.845046595387,412977.1163514177,193585.8392322203,171730.04170461622,39469.655990687694,44376.49093742364,96473.60258496887,AAA
648.8152268270205,14463.513193493858,-9545.099445875901,352476.882789519,118437.01480350284,192633.04541907864,55428.04886211137,40960.06922894037,180821.93503725255,AAA
200027.59571504116,17067.534828042564,22071.74046546709,227441.77291558112,245750.60835135652,176096.68167727554,37453.85039635336,-2154.5239874103427,42097.72825003396,AAA
75430.34705632977,-9907.680151146129,9409.904688135883,177368.63759311297,206763.84556096263,147601.57572461967,29989.748263952784,-30782.41738023452,133806.65444757463,AAA
159541.7950537374,-12181.669252741749,28009.80840659578,412789.08188991225,293483.5566870814,147890.03118072878,41376.106370841415,17724.06199414935,232261.286178777,AAA
159872.90035257192,-7803.489124801448,25829.194890471666,423513.52267031005,130542.90745753805,196627.03826274918,66768.39222581955,8077.277202566474,3140.3331089229905,AAA
122379.09126039798,4567.11722871593,18551.13672300154,211707.146928772,118400.98639702222,116338.76024632936,32240.203903599562,19895.3369168595,94193.60345336478,AAA
134169.44109480773,57579.742136670706,23641.001721291672,213767.22572737714,231186.1695340071,70174.67903837259,26495.6777934934,-11776.238167263651,177459.6624095604,AAA
104617.91831336374,1859.306540962838,15425.638900614069,286347.5811538542,311285.01654412935,97583.0911379189,24543.153682768087,74820.89211114794,94045.61591290754,AAA
141642.96746813686,15556.69976959577,16493.339599494087,313020.85362097353,476196.0245675666,166082.30379193675,49346.597403257496,44482.69531483297,-20040.31805540969,AAA
131495.1211990418,54368.225087956656,23001.754817094563,359424.5487967451,369793.1555139719,193737.45777814902,33666.63911442219,45836.83438836476,81690.6749726341,AAA
62670.40584729273,13127.83875597286,2045.4742511390632,325190.9023544281,155359.474890829,150939.87007790382,45766.31438814964,-6445.332193007613,80597.38196832183,AAA
118829.15911095573,8917.713030363899,-463.40610975849995,267750.7990585082,388765.97792274784,88018.73247994963,56830.34436742205,-9781.862007061416,277575.86498876056,AAA
104241.98459644889,-6630.355763390393,150.20877893399302,323067.6015441009,393781.50698588643,108599.69378462888,47696.594404747746,85014.21742203947,112455.4463015296,AAA
136212.39896794548,18919.382164475417,-2660.3684659948794,75053.2197568604,172028.7967555851,50604.90413482417,56437.05435227549,23567.329590361318,173361.2294093805,AAA
189720.60305285006,33727.279254798384,39762.289286127074,401223.72555602225,460845.57578508044,160722.9018760456,40232.13406308252,-13526.41875131951,68737.324703234,AAA
155826.63593780863,41580.50119071354,-2213.6017419917516,537392.8463361992,-137612.78045008646,104400.41430002663,32572.384178586144,26917.02424119707,97742.0599467578,AAA
102018.63901907347,2288.674281616957,13649.061542346622,415516.48923103686,372917.89841670176,153473.31032072246,44729.329053882924,74277.06637735142,155029.74290505232,AAA
130079.4773550861,12258.482194451439,-1499.465324483328,389955.54481132375,223673.22890426446,110274.69431252807,39433.302014896566,28256.745920222642,-17886.28388985955,AAA
60474.20453815826,5143.317055149342,-2812.8644423924143,458578.7138801783,110836.50863049742,98691.62667446131,37165.58954190644,-300.1100495458195,163463.8035028955,AAA
145516.53657718215,43755.0242807994,23638.108268406984,277452.48087917094,40453.04192342749,148865.68907564433,25786.924603584786,-16663.1186038482,38545.241749672736,AAA
121968.32340391199,51592.758798057424,12795.358058790536,492702.7682923953,178944.80697042565,146037.48524023872,57310.081997347515,48412.62156780655,87306.4672451764,AAA
60528.56814793551,19568.13100561268,25980.041262623836,325524.1956949135,356188.2497866956,172130.75331353684,49824.811822749034,-2869.5783805517385,79924.92367131368,AAA
230873.363856014,24899.87988335661,22265.14200879784,405429.97875726986,304666.0284564079,134840.20452200883,34836.6794206523,42469.80368858658,-96694.49116504214,AAA
191168.11278455748,30460.93790521552,24539.368540387844,254954.3069520201,405873.16888482997,163942.1456765552,39577.792060495136,1646.601381049073,85669.65247491667,AAA
79658.64123838687,8304.926901176761,14319.287645038885,311468.8753676007,33754.67577198686,253240.26706747245,52763.03217028271,37772.23581588599,3574.240322906291,AAA
111424.366571494,3045.091237048715,-713.6917054793576,450201.970106885,290825.0672927078,120067.1112240476,77175.96172195394,20575.90854386596,67630.93865549278,AAA
118032.63198192982,1711.1173062750786,-2515.429891091604,358468.8617437924,359973.50005629193,143393.09288883695,25221.96967690243,38810.877508214675,44593.22257419684,AAA
210159.80058139088,-5336.177283890402,15341.912653018608,422485.89868359576,19949.200996600557,122191.97083017365,50295.183395412154,30915.791952075535,250978.53735371417,AAA
146291.50058169916,952.3026791504763,-13857.353045072123,388161.17695371574,55832.79887829992,129841.8316066731,41898.726275283174,22931.51694762262,153851.9103152409,AAA
88158.41594438152,17309.3522588045,25636.76093364326,473300.9682325488,110585.2313182876,154439.8971839714,39934.03928369403,-26536.54226881632,107120.22019801267,AAA
120233.91707947949,58754.27977763945,-5761.523689704503,417061.5327261823,317852.09613592876,192651.90776644403,50357.68486044725,24073.356354671803,81065.36246861957,AAA
139969.6289833323,-1704.1321981575693,29771.062745632124,188658.23977313066,385118.0730061335,200472.2759634219,48548.248008947936,37748.06721068005,14361.79447967121,AAA
84071.09431739827,20345.870641950118,31187.343827311357,314647.00782835967,80190.3072618331,128571.51507195653,45895.072842343594,16496.1302156545,27187.7532106851,AAA
183892.86065563947,-11411.921045185414,17346.793621072728,403507.69839002425,256363.6673190097,175608.09974615104,36920.527026089374,18766.539380040333,49245.05661159628,AAA
121676.64635036325,30589.623368312692,11672.66250853592,243707.53120580444,167709.37141238985,202331.99730382056,61853.866175422954,57057.99618752759,194127.25975097914,AAA
126577.8833951308,28107.878341138712,-1525.187869525038,486477.1190525176,213297.08611818517,99550.84870658757,34203.430156400624,44483.84003767674,-27782.725061276302,AAA
151176.1815908611,-4238.820111574709,32895.7428062338,161115.23384675584,74159.9474021557,176342.50350114642,73694.4557526918,59404.696131451274,236570.20802102663,AAA
70369.67298352627,-9830.96554282353,8074.8277310848325,290273.83620356384,214727.70140423207,146727.8074514486,67868.355774546,19722.694880478848,91756.20541330882,AAA
57534.332244028206,4899.5165053805085,14691.447210060918,322070.158442961,219037.5875694575,150851.6239234639,58876.940794552465,51321.57731004014,143144.41372928664,AAA
131791.8627296303,25145.3206168907,16829.03724377189,370949.05914911017,234915.76074237426,102259.02719777537,77053.40409173991,35240.713328833706,133028.39677366556,AAA
127122.59219701515,35669.01145794361,18361.304702197525,271571.99368140154,118912.0373209217,156250.9281683618,45406.88463359915,11546.677183374473,108809.88600989978,AAA
133045.65130386956,50987.93003002121,2030.4893734677116,596299.0157703473,301161.85684430704,146646.78807024527,28223.501673903986,37035.227780108435,80310.33942561856,AAA
119305.16819580163,7845.483918233176,-198.11706431158382,305673.62321762356,151562.9471198323,202081.57821247628,69367.69061674133,36007.00366324089,96863.38583679577,AAA
145935.5765872395,-2189.068395181155,3396.8773749186676,176444.42713224562,471334.7280647944,85729.05076044519,27318.222288197045,36976.11856883444,155671.90781068074,AAA
85913.73396979064,31796.126866746585,12791.061416824763,193042.8767307898,112790.59376878815,223007.2924098923,12708.877246230746,14474.287547447979,220495.5158282714,AAA
138436.20082482856,4520.290500878966,-11781.010944464939,597009.6170918013,-25886.8856229932,115637.44411206499,32461.520201968226,70309.05324251241,187329.67673207913,AAA
100698.11231603664,13365.881994958641,-5850.63601219468,386929.55339196883,252230.93613303278,131104.40751657315,9812.552055286083,31540.936110251132,58886.13170567913,AAA
102094.45389345528,39370.565627717995,-442.18239161922247,363284.90536030475,215617.4442661147,22794.224231106884,54000.36256300037,39760.095887992466,117298.57143664778,AAA
105553.47123441647,13720.78519820407,17029.651306662985,283766.12385172304,71155.64609223042,153893.26115902638,71007.9900083189,13335.286023149169,66912.09851506437,AAA
112120.56748442362,24732.538961170707,19087.47449674347,219776.07469186548,274709.3591668592,207967.05676403848,35634.85182332141,16758.90508728516,33176.55916659638,AAA
65151.7853605995,22427.001143576897,-3061.123005934356,372637.58293371013,205560.07117487036,169816.08491376552,43021.9389759251,-5914.577842917817,37118.76754749798,AAA
111067.0739006693,-2018.9873837715513,-7350.24142116941,368375.1545983849,332315.7745147345,148587.46442696793,33586.77229280459,17921.82945593184,-82376.62823962358,AAA
144618.53254569092,15985.299074496997,32499.975784751394,219639.29630493853,86356.1256376491,166200.13168161947,35613.59119580567,3353.1021498639857,212368.4867491349,AAA
106467.30331549313,37354.197756557085,15994.921080656728,413133.4469741517,118045.03844121032,200506.88003324714,45221.05769409871,35403.92005846965,20038.852005960478,AAA
88085.7326880671,8990.894760934596,33274.19419787683,308117.1162595541,104105.83390383722,104433.2593844001,59805.44133299719,29782.56660663285,153291.02013906764,AAA
118835.70335443699,38145.085177299545,21877.028271041505,383381.8096000258,324867.2866956236,164162.77701125236,60326.84494033116,59698.17348240063,33071.72252282006,AAA
79063.21878443597,35287.7538859825,13883.52719498307,320716.01702450693,119830.15716973276,168788.36599539442,54334.65356156118,26729.519448724674,8630.42157149456,AAA
121432.18576314344,10288.366163817685,945.3038595617254,308778.28026057576,92181.72025465971,92690.0147208763,41803.073349474966,-35399.1406311646,39359.40716859524,AAA
169102.30307076615,33070.64205287082,76954.43304394581,281650.5576685869,139426.43848753982,193266.23791149358,57953.26379685511,53856.58780720201,101403.18326085844,AAA
159530.081243337,32237.344065200326,13387.417459001952,338944.6712537599,12204.020945818891,128404.86035498799,47432.08568883693,48038.79497753472,43583.32959918213,AAA
190390.58302360238,12069.127819139381,3999.1462446818086,320080.7814696873,45908.56397479976,111537.39020552587,42827.690453945295,20333.690037472137,82860.68927455929,AAA
109553.17979867342,18696.139169834318,11313.107942273247,264700.3455997952,198089.05122701364,193933.00093051133,39358.97037936989,18037.352267730515,29900.163439313255,AAA
129143.34604627654,28956.767094537507,7089.899055367604,295005.1717787048,82437.70532279368,170566.12592396748,48273.60160065404,19228.10851525241,92708.34087902725,AAA
132368.71841124413,30021.99993087147,23748.189437139343,402055.7095803913,152171.05674979018,137375.39518598942,41553.78482226307,66080.13081613528,223725.6826845812,AAA
95564.11081961036,36285.36082432065,-29027.522593823996,242455.71666311315,358267.23008195264,157099.14788063976,39868.867067691455,14117.850733914162,73925.87142805889,AAA
77774.5309952978,11438.997877530892,9563.700218813736,548199.0670607674,416875.15393008344,140957.57531598152,30323.847491517714,53885.45032534526,17631.331249431954,AAA
95737.32038257393,14295.281913281568,26734.05435677432,423665.5403402975,-57453.85461536178,191423.14182844115,46088.212363580635,78188.43341105338,107825.44147698449,AAA
219010.0712477819,12455.76649376783,-7468.621740787277,259078.72212666168,310431.20236101863,136414.84500975767,25357.36239445849,44928.44147933857,95185.21473381047,AAA
180764.30166741522,-12968.47972741724,-1903.4289309513042,332790.5667720676,629369.8900247765,123980.40404435594,68636.25650920608,49955.86068388175,97930.63351207116,AAA
85896.34832896989,17420.260893563816,37116.142132587054,494191.6517335817,224091.78657505228,145155.32089120618,54315.05789053916,72382.79608560039,-40146.72349461242,AAA
131301.14542947704,15218.201379175434,-30173.334980488966,218031.56932216726,96053.87539853423,156269.46546617124,58945.43446505306,21289.25473210943,52780.45556301885,AAA
118565.55180144866,20463.432184482666,13932.80272690181,412025.07206058525,229008.59736374984,234727.48581427196,50970.35183192762,3601.719767848357,92418.32574301242,AAA
103071.73017258188,23096.04352732882,23511.78089989187,286250.958047003,432091.5923822847,167245.1212669381,64921.401789975556,-44626.75396991326,229236.06980287167,AAA
124338.41149047618,9199.624496296507,-4948.372213158644,174477.63628721502,169780.9612415213,125158.88520783035,38294.41022856678,39817.80824528203,-59965.10531963971,AAA
131125.78688913133,-8753.580281624765,-1885.5300843264777,351165.3898223779,420602.3666929202,148371.79965072294,46390.28256326296,-15196.459891836977,-75998.98681968682,AAA
215783.9065499105,15722.446330586728,11050.924578565035,372032.6191841108,313565.1748523263,219499.47660971477,51098.776854813885,55092.43201835202,120235.42267212947,AAA
151274.18988338957,17385.696304145767,14810.377255598696,233040.91426920856,184290.8743883012,77103.44614671331,57245.34663512366,-40791.897476429425,176101.13867763884,AAA
149766.95562145725,-21345.075757271246,-3369.1813237648967,289302.9580173648,412354.51879502134,146470.01192036318,53917.11443598395,41810.31034297024,19869.728452454438,AAA
142000.14924817154,38049.20658423128,-4834.940493624003,259649.6541542078,341171.73841891735,210167.80757007343,42558.555636823665,-17551.9776347591,-21977.197661389233,AAA
180731.14860324486,53699.575280616096,19684.145184704226,411483.44440358336,395618.103982611,191636.8327713989,39321.13882365702,43664.65121817387,132933.82306353125,AAA
104134.95936752675,23988.052722543864,7068.227069157701,224273.47588213085,349435.5781735594,93463.91970464139,53617.13817062694,36114.53402241324,109542.32567359123,AAA
108421.33900208528,30688.114920825734,-14337.168519759798,253304.43547861534,479019.4805430794,175656.68060722647,41195.67677068265,-5757.09768491764,201722.9934043446,AAA
120832.96673661034,22685.779808749307,-3589.4442131594733,328138.718152729,291380.2332383776,89644.20654129818,33907.71659666956,44440.33699472226,-41049.57891366964,AAA
170394.7943893157,-1533.9407803573267,14082.753317322911,428296.4193374668,218064.6410719989,152118.92652991076,33677.83892730722,54316.152470216126,190115.32904104568,AAA
117214.79099493391,49500.44671522008,-18620.374236073585,305013.3312576049,262243.5522603262,213668.4970421451,44058.624567726794,-7378.030666530747,-17741.06603079356,AAA
74828.71626982323,-5843.4488828280355,20747.67072707841,294017.41762842244,491321.8456213718,143687.49097783086,29963.437902505633,30643.443967147963,-55437.778465902215,AAA
142926.21688097343,34509.558686439836,4468.306372337953,403469.3449254581,105669.96955624594,181131.863358024,51460.06318176779,48501.21917414971,33084.3079032038,AAA
160699.22495439666,3113.9773523025633,15387.689412927757,494894.13071154023,453219.68498555553,184495.17455234693,22793.13705101957,23127.47215201323,87229.88039113695,AAA
78020.40300878373,-3045.519995627543,28428.30062259079,352538.3362061168,281837.8620612878,190448.31231250468,56517.31260377796,39767.30690878908,-111227.11719236824,AAA
147627.84963773348,59518.606804533185,-3171.538292624069,225439.98423452437,269142.97998771176,192466.9167463231,47956.97393647503,73201.76517412206,239265.08683273627,AAA
152317.72682772024,18232.08239220432,-266.9289162461282,376539.6947301759,318498.71756266285,147263.4762473415,68293.86098464708,6055.763364211849,3679.6374964178976,AAA
128714.10492213545,-19790.196240527475,18193.592620108182,611480.6765214656,195917.08054176663,178809.02562361787,29859.278042834463,61161.131525528326,180600.72851425264,AAA
157824.10849874883,19265.371725154222,27200.14038662114,388436.1321368266,114029.04918830552,128776.95592486512,69047.43595108831,57605.01529917467,251500.782803435,AAA
171599.11662888684,-9014.546351314579,22584.232661851485,380877.7686811611,31735.16782579315,96459.96291706618,42564.740366126505,-18356.25471008263,205259.5888608826,AAA
137844.79764771223,3253.7578349525575,47387.27798811405,425084.43030214147,419194.46237313445,173895.86873528117,71440.84228390931,3086.1242518303297,96454.30922889955,AAA
163675.2804304846,11380.54057633027,215.1294041115907,291278.87105892826,82979.45983908066,150472.01317028113,56863.57339145882,42680.02092942703,217289.23053870315,AAA
103134.82436631195,28482.35593492818,40122.89756444837,444686.8958435502,-95683.75484964752,142657.00777242528,28789.02161900394,20397.80277461818,-5127.786167887549,AAA
81789.72705341349,2109.058555975531,25403.299190296024,284469.7836815434,466805.7866359527,86947.96633511032,30422.390089276436,11824.188199451764,-28510.10431063657,AAA
184575.4618369653,13444.179371435273,-11570.247733854601,327443.75423609896,332850.2618650249,85266.34806557256,22910.097537666163,36001.19829715128,20770.18460891371,AAA
106034.45081959908,13723.992017751923,21410.517997248244,448511.26853534696,366641.9182846878,156096.2761672568,27977.693636442775,-4886.237817781483,45297.82909296509,AAA
124817.97901332947,15890.937139151178,13439.86768716417,396627.58460692054,-7763.864955159719,77947.93756661839,54222.474317506654,54064.161298380306,139668.16573850185,AAA
